"Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sept" "Okt" "Nov" "Dec"
4.9 13.3 15.9 11.2 10.2 12.4 54.6 27.2 40.9 17.2 15.6 10.3
21.1 11.6 7.6 18.4 7.6 35.8 23.4 42.9 57.2 20.2 15 22.7
22 18.8 6.7 14.6 8.6 16.9 51.6 35.9 11.8 29.2 23.5 29.8
20.4 27.1 7.7 11.9 23.2 44.5 45.3 13.5 34.7 13.1 34.2 32.1
4.9 11.4 11.3 17.3 15.6 61 22.2 49.3 37.2 18 26.8 21.5
4.9 8.4 19.3 11.1 22 62.3 46.6 4.9 26.3 49.3 16.6 26.8
4.9 8.7 20.7 26.3 19.1 32.5 50 63.8 15.2 34.9 16.9 21.1
22.5 27.8 4.9 20.2 23.1 50.8 89.7 45.9 19 37.5 18.6 4.9
18 7.8 9.3 17.6 27.5 69.9 29.8 37 21.6 40.1 28.1 4.9
23.6 12 4.9 8.1 26.7 55.2 4.9 49.9 37.1 48.9 30.3 4.9
7.8 8.6 11.6 12.6 10.5 25.6 25.9 51.2 24.9 25 24 10.6
19 7.5 8.7 12.2 15.8 39.1 26.4 43.9 36.9 29.9 22.9 21.9
16.9 15.9 17.9 19.9 22.9 39.9 39.9 48.2 39.1 29.9 22.9 21.9
16.9 15.7 17.9 19.9 22.9 39.9 39.9 43.9 36.9 30.2 15.5 18.6
16.3 12.2 7.4 9 13.2 36.6 14.2 29.1 30.3 26.6 18.6 18.5
9.4 11.5 8.6 7.7 12.6 31.9 138.5 26.6 9.7 23.4 13.9 9.9
10.8 14.3 6.7 7.8 10.2 39.9 94.7 40.6 20.3 22.5 14.1 9.9
5.6 8.7 7.7 8.7 19 75.1 36.4 36.3 30.4 42.2 18.4 28.9
18.9 7.2 7.7 8.5 8.2 19.6 38.8 77.2 19.1 22.9 10.6 8.3
8.6 11.3 9.1 8.5 9.5 20.6 39.8 54.6 21.9 15.9 9.8 10.8
9.3 11.6 11.2 7.7 8.3 46.3 39.2 126.8 61.2 19.8 11.1 21.2
15.6 10.7 12.7 19.3 21.8 45.1 111.2 32.8 38.5 26.3 11.7 7.8
5.4 10.4 7.3 24.3 21.1 51.7 57.8 54.3 38.5 36.4 20.5 5.6
35.7 26.1 7.9 13 18.7 41.2 84.9 67.5 45.5 19.7 10.6 14.4
10.6 11.9 6.8 11.5 21.7 28 25.3 77.6 49.9 15.4 8.7 8.7
16.9 9.9 10.2 13.5 27.4 35.7 32.7 80.7 46.7 48.4 27.3 19.7
18.1 20.1 13.4 10.9 39.3 28.1 38.6 69.4 30.1 23.2 14.2 25.9
9.4 13.1 14.6 22.6 16.1 40.8 25.7 43.2 42 18.9 19.2 14.8
8.8 8 7.8 10.9 16 51.6 36.8 45.7 27.7 27.6 9.4 12.2
14.1 10.3 7.7 10.2 23.7 16.1 35.5 44.4 26.2 29.2 12.6 8.2
9.5 10.6 14.1 9.3 17.8 25.4 36.6 25.8 17.8 26.8 14.2 23.1
8.9 10.6 9.5 7.2 9.2 74.3 48.9 33.9 15.6 36.7 21.5 14.6
12 6.3 7.4 7.9 13.5 31 66 72.1 18.5 21.2 15.4 10.9
9.9 11.3 7.7 10.1 13.3 32.8 70.5 86 35.6 18.6 13.8 10.6
7 10.8 8.6 11.8 14 8.8 48.9 60.9 22.9 23.1 57 42.4
18.1 26.6 27.5 13.6 17.7 37 47.5 35.4 22.4 29.4 23.7 17.5
23.8 7.1 7.3 12.8 10.9 12.2 42.2 36.1 29.6 21.8 12.8 18.9
11.4 19 10.2 9.5 10.5 45.1 22.2 20.6 19.6 12.1 18.9 15
16.8 7.7 13.7 18.3 18.5 15.7 30.9 19.3 46.1 12.8 8 14.7
15.3 14.5 7.7 12.3 20.9 30.6 17 68.5 32.7 21.6 9.4 12.2
11.9 18.4 14.7 13.6 9.9 29.6 11.7 18.1 35.5 17.1 22.1 25.3
11 10.9 11.3 9.8 10.2 81 101.9 65.1 40.8 20.8 17.7 32.7
12.8 11.6 25.7 14.5 27 26.8 58 12.9 40.8 34.9 17.3 8.4
24.4 20 19.3 22 22.3 29 26.2 26 28.4 26.8 13.3 10.5
13.2 24.3 20.1 16.1 18.1 16.8 62.8 28.9 22.9 29.8 34.5 21
14.7 33 25.5 12.6 29.6 83 28.4 33.9 33.7 39.4 12 28.7
25.5 7.9 18.8 14 17.1 64.2 31 26.6 36.8 27.2 11.2 21.1
19 15.3 11.7 20.3 41.2 62.2 28.9 70.2 50.2 30.6 27.6 34.1
22.4 21.6 18.4 23.4 16.3 20.1 16.8 54.6 44 28 42.5 29.3
11.5 13.8 26.5 21.5 13.8 37.2 67.4 53.1 28.5 40.7 10.7 44.3
15.4 20.2 12.6 16.9 17.7 46.9 34.7 24.5 34.2 16.6 25.9 31.9
15.2 6.5 14.8 11.3 23.3 44.1 79.9 32.6 51.3 42 28.5 20
16 7.3 25.4 12.9 21.3 20.9 65.7 21.8 35.5 40.1 38.2 37.6
23.4 12.9 7 31.7 20.2 8.3 56.9 34.5 30.4 28.2 14.1 21.2
30.3 32.3 18.9 11.1 22.2 31 76.7 22.2 52.3 37.5 15.2 14.5
12 22.5 21.3 15.3 27.1 35.5 54.1 54.8 18.2 54.9 14.2 25.7
12 15.2 12 22.3 32.6 34.9 39.7 17.4 41 29.6 21.9 29
13.2 14 14.7 13.1 19.1 31.3 30.8 28 56.2 23.2 26.4 22.3
16.1 10.6 10.3 44.4 21.5 74.1 59.7 28 24.2 15.7 21.5 12.8
11.5 20.2 12.6 10 16 14.4 23.7 28.9 33.1 18.3 22.4 8
8.7 14.6 7.4 8.5 13.7 23.7 16.9 26 44.3 20 23.2 22.1
11.6 14.7 14.8 12 32.7 52.6 13.6 54.7 50.8 56.2 8.7 13.3
23.6 15.4 21.8 25.5 18.7 51.3 57 27.8 29.6 42.3 21.1 31
9 15.7 12.6 26.5 8.3 56.1 45.9 13.7 56.9 33.4 8.6 19.1
20.3 13 13 14.3 21.6 16.1 39.8 65.5 32.4 13.9 25.7 18.6
19.9 18 13.2 13.7 22 23.1 20.3 61.5 61.7 32.9 19.9 82
9.9 12.1 60.1 22.2 10.7 17 20.1 61.2 48.1 23.4 32 13
19.9 33.5 12.8 14.7 21.9 49.7 25 32.3 25 25.7 33.6 12.4
9.3 14.1 35 13.9 31.9 40.5 27.9 21.1 10.4 50.5 56 20.9
22.2 19.3 18.7 15 10.3 43.7 49.7 52.7 89.8 37.9 13.9 29
10.4 10.2 26.8 35.5 21.6 33.1 59.1 63.8 49.8 26.1 22.1 16.3
12.1 12.6 25.8 32.9 27.3 37.5 41.8 48 5.9 28.5 10.3 28
7.9 13.9 14.3 32.6 29.3 17 62.8 84.6 12.8 29.1 29.2 17.1
14.7 11.9 30.3 12.3 27 40.8 32.1 25.5 29.5 36.2 14.5 28.3
41.9 23.7 30.2 22.9 19.8 33.8 63 51.8 23.2 21.1 25.2 37.5
10.9 9.1 14.5 16.1 26.7 29.2 54.4 97.6 38.3 50.4 21.4 15.8
22.9 21.3 13.7 17.4 16.4 56.1 79.4 21.6 29.7 22.8 16.7 13.7
26.2 34.8 25.9 10 38.8 15.6 71.7 54.2 24.2 22.5 31.4 13.4
9.3 8.1 9.5 21 22.2 40.1 16.9 52.2 24.9 29.6 18.1 19.3
8.2 14.6 20.1 14.4 13.1 9.8 87.2 44.3 39.5 20 15.7 12.6
12.2 22.4 11.2 10.3 11.9 47.9 48 83.3 53.7 47.1 39.3 17.6
19 10.2 13 15.9 22.1 98.3 29.3 8.6 19.2 42.5 22 9.4
8.2 13.7 8.5 21.2 6.6 19 32.1 18.5 32.1 18.1 30.3 37.2
6.2 17.4 15.5 24.5 28.1 7.3 58.4 18 59.1 23.2 31.4 19.7
13.9 12.9 20.9 28.9 16.9 7.9 17.9 31.9 13.9 70.9 28.9 53.9
20.9 11.9 10.9 15.9 10.9 26.9 48.9 54.9 41.9 28.9 22.9 18.9
17.9 10.9 16.9 13.9 17.9 19.9 42.9 41.9 25.9 39.9 20.9 15.9
21.9 27.9 12.9 22.4 31.9 9.9 48.9 68.9 50.9 33.9 52.9 19.9
28.9 12.9 13.9 12.9 40.9 17.9 57.9 85.9 28.9 37.9 28.9 15.9
35.9 17.9 15.9 12.9 17.9 50.9 32.9 36.9 29.9 38.9 26.9 36.9
24.9 13.9 23.9 22.9 13.9 17.9 55.9 41.9 54.9 20.9 29.9 11.9
44.9 9.9 8.9 12.9 21.9 69.9 41.9 49.9 35.9 52.9 40.9 20.9
43.9 21.9 26.9 16.9 11.9 30.9 65.9 40.9 38.9 36.9 21.9 22.9
