"Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sept" "Okt" "Nov" "Dec"
-33 -32.8 -27.4 -16.6 -3.7 7.4 12.2 10.9 2.4 -10 -22.4 -30.9
-28.8 -34.4 -28.9 -17.7 -4.4 6.9 14 10.5 1.8 -10.9 -23.7 -32.4
-36.9 -31.1 -25.9 -15.4 -2.8 7.9 10.5 11.2 3.1 -9 -21 -29.2
-29 -34.9 -29.3 -18.1 -4.7 6.8 14.1 10.4 1.6 -11.2 -24.1 -32.9
-32.1 -33.2 -27.8 -16.9 -3.9 7.3 12.3 10.8 2.3 -10.2 -22.7 -31.3
-33.7 -34.2 -28.7 -17.6 -4.4 7 12 10.5 1.9 -10.8 -23.5 -32.3
-37.1 -32.8 -27.5 -16.6 -3.7 7.4 10.7 10.8 2.4 -10 -22.4 -30.9
-29.3 -37.2 -31.4 -19.7 -5.8 6.1 14.3 9.9 0.8 -12.6 -26 -35.1
-34.5 -35.4 -29.8 -18.4 -4.9 6.6 12.2 10.3 1.5 -11.5 -24.5 -33.4
-34.3 -36.6 -30.9 -19.3 -5.5 6.3 12.2 10 1 -12.3 -25.5 -34.6
-36.1 -31.7 -26.2 -18.1 -8.5 1.3 14.1 7.3 2 -7.3 -26.5 -31.7
-26.3 -35.8 -25.9 -19.6 -6.9 5.9 12 7.5 1.2 -13.6 -16 -29.4
-38.4 -34.3 -28.9 -20.5 -7.2 6.2 11.1 10.1 3.2 -7.2 -27 -33.4
-30.3 -34.7 -29.4 -16.3 -6 5.3 14.4 9 3.7 -11 -31.1 -29.8
-25.4 -29.9 -28 -17.5 -10.1 2.6 10.6 10.8 -1.9 -10.6 -29.7 -29.6
-29.8 -17.3 -24.1 -19.2 -6.2 5.2 12.8 8.6 1.1 -8.9 -25 -32.1
-36.5 -22.7 -34.1 -21.6 -1.5 6.7 12.7 9.4 1.7 -14.6 -26.2 -28.9
-39.6 -34.1 -26.3 -13.8 -7.1 4.1 14.4 8.1 5.3 -11.6 -26.6 -23.9
-20 -25.6 -34 -18.7 -4.5 6.2 11.9 5.6 1.5 -14 -22.7 -29.1
-24.9 -31.3 -23.7 -12.9 -6.3 6.3 10.9 9.7 3.7 -14.1 -22.4 -29.3
-35.9 -27.2 -27.8 -21.1 -10.1 5.8 11.1 9.6 1.3 -11.4 -24 -21.7
-31.9 -28.7 -28.7 -16.9 -6 7 11 8.7 2.3 -14.6 -24.7 -35.2
-37.2 -36.3 -34.7 -23.2 -6.2 9.7 15.4 10.2 1.9 -8.1 -27.8 -33.7
-24.7 -30.7 -35.4 -22.9 -3.9 7.5 11.9 7.8 3.1 -11.5 -27.1 -21.3
-31.4 -22.9 -24.3 -8.5 -3.7 9.1 11.1 10.3 2.5 -8.2 -25.4 -35
-25.8 -30.5 -26.1 -17 -6.2 2.1 12.6 9 1.7 -12.1 -26.2 -29.6
-28.6 -29.3 -29.3 -15.1 -4.7 10.7 13.6 9.5 3.7 -9 -31 -35.5
-32.9 -32.1 -27.9 -18.1 -7.1 4.9 13.7 6.7 -0.9 -9.7 -28.3 -35.8
-33 -34.4 -24.4 -16.5 -2.9 4.6 13.2 8.9 0.7 -2.1 -24.8 -27.3
-29.8 -35.1 -26.2 -20.4 -5.6 3.9 14.1 9.7 4.1 -6.8 -15.5 -29.2
-30.9 -30.2 -22.1 -16.3 -6.2 0.9 10.8 8.1 4.1 -6.1 -28.5 -23.8
-34.9 -34.1 -29.2 -18.7 -5.2 5.9 11.6 7.8 1.8 -12.3 -29.1 -28.6
-37.5 -35.6 -33.2 -18.4 -7.8 3.1 10.8 7 5.1 -6.3 -25.4 -26.5
-36.7 -27.7 -31.5 -18.9 -6.5 4.5 10.4 7.2 3.8 -14.8 -27.9 -35
-34.7 -27.9 -23.2 -11.7 -4.4 6.7 17.4 6.7 1 -12.3 -23.5 -26.1
-34.3 -33.1 -28.1 -16.1 -7.2 7.5 11.5 11.6 -0.6 -10.3 -25.6 -22.7
-31.5 -38 -34.4 -17.6 -9.1 6.6 13.7 9.3 0.7 -12.3 -28.3 -35.8
-32.7 -26.2 -23.7 -22.4 -9.1 6.5 14.6 7.7 2 -18.3 -18.6 -24.9
-33.7 -34.6 -27.6 -21.5 -5.1 9.1 12.6 10.6 -3.1 -20.4 -33.1 -34.6
-31.8 -36.3 -31.8 -21.3 -8.8 1.3 14.7 5.5 -1.5 -16.8 -34 -37.8
-36.5 -27.4 -21.8 -19.4 -8.8 10.3 14.1 12.6 2.6 -11.9 -25.5 -30.9
-34.8 -38.7 -32.1 -19.7 -6.2 8.8 10.6 7.5 1.2 -14.8 -27.8 -22.7
-40.5 -34.7 -20.3 -18.3 -8.5 2.3 10.3 7.9 2.8 -12.3 -25.5 -33.8
-29.1 -29.8 -25.5 -15.7 -9.3 2.5 12.4 10.5 2 -11 -27.6 -36.1
-29.8 -29.7 -28.1 -20.6 -9.6 4.7 11.7 8.8 -0.4 -11.4 -23 -32.5
-34.4 -19.6 -32.7 -21 -9.9 2 12.8 9.7 4 -11.1 -30 -27.1
-35.6 -37.5 -25.6 -17.3 -9.1 2.7 14.4 11.5 2.1 -13.1 -30.5 -32.1
-39.8 -40.3 -34.9 -20.3 -8.1 2.7 11.3 8.7 0.8 -15.9 -28.4 -20.5
-35.9 -31.4 -26.5 -15.6 -7.6 5.1 16 8.1 1.7 -4.1 -17.5 -21.3
-31.6 -27.9 -20.7 -17.2 -8.4 3.1 11.4 7.6 1.1 -12.9 -34.7 -36.6
