"Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sept" "Okt" "Nov" "Dec"
-31.7 -31.5 -26.1 -15.3 -2.4 8.7 13.5 12.2 3.7 -8.7 -21.1 -29.6
-27.5 -33.1 -27.6 -16.4 -3.1 8.2 15.3 11.8 3.1 -9.6 -22.4 -31.1
-35.6 -29.8 -24.6 -14.1 -1.5 9.2 11.8 12.5 4.4 -7.7 -19.7 -27.9
-27.7 -33.6 -28 -16.8 -3.4 8.1 15.4 11.7 2.9 -9.9 -22.8 -31.6
-30.8 -31.9 -26.5 -15.6 -2.6 8.6 13.6 12.1 3.6 -8.9 -21.4 -30
-32.4 -32.9 -27.4 -16.3 -3.1 8.3 13.3 11.8 3.2 -9.5 -22.2 -31
-35.8 -31.5 -26.2 -15.3 -2.4 8.7 12 12.1 3.7 -8.7 -21.1 -29.6
-28 -35.9 -30.1 -18.4 -4.5 7.4 15.6 11.2 2.1 -11.3 -24.7 -33.8
-33.2 -34.1 -28.5 -17.1 -3.6 7.9 13.5 11.6 2.8 -10.2 -23.2 -32.1
-33 -35.3 -29.6 -18 -4.2 7.6 13.5 11.3 2.3 -11 -24.2 -33.3
-34.8 -30.4 -24.9 -16.8 -7.2 2.6 15.4 8.6 3.3 -6 -25.2 -30.4
-25 -34.5 -24.6 -18.3 -5.6 7.2 13.3 8.8 2.5 -12.3 -14.7 -28.1
-37.1 -33 -27.6 -19.2 -5.9 7.5 12.4 11.4 4.5 -5.9 -25.7 -32.1
-29 -33.4 -28.1 -15 -4.7 6.6 15.7 10.3 5 -9.7 -29.8 -28.5
-24.1 -28.6 -26.7 -16.2 -8.8 3.9 11.9 12.1 -0.6 -9.3 -28.4 -28.3
-28.5 -16 -22.8 -17.9 -4.9 6.5 14.1 9.9 2.4 -7.6 -23.7 -30.8
-35.2 -21.4 -32.8 -20.3 -0.2 8 14 10.7 3 -13.3 -24.9 -27.6
-38.3 -32.8 -25 -12.5 -5.8 5.4 15.7 9.4 6.6 -10.3 -25.3 -22.6
-18.7 -24.3 -32.7 -17.4 -3.2 7.5 13.2 6.9 2.8 -12.7 -21.4 -27.8
-23.6 -30 -22.4 -11.6 -5 7.6 12.2 11 5 -12.8 -21.1 -28
-34.6 -25.9 -26.5 -19.8 -8.8 7.1 12.4 10.9 2.6 -10.1 -22.7 -20.4
-30.6 -27.4 -27.4 -15.6 -4.7 8.3 12.3 10 3.6 -13.3 -23.4 -33.9
-35.9 -35 -33.4 -21.9 -4.9 11 16.7 11.5 3.2 -6.8 -26.5 -32.4
-23.4 -29.4 -34.1 -21.6 -2.6 8.8 13.2 9.1 4.4 -10.2 -25.8 -20
-30.1 -21.6 -23 -7.2 -2.4 10.4 12.4 11.6 3.8 -6.9 -24.1 -33.7
-24.5 -29.2 -24.8 -15.7 -4.9 3.4 13.9 10.3 3 -10.8 -24.9 -28.3
-27.3 -28 -28 -13.8 -3.4 12 14.9 10.8 5 -7.7 -29.7 -34.2
-31.6 -30.8 -26.6 -16.8 -5.8 6.2 15 8 0.4 -8.4 -27 -34.5
-31.7 -33.1 -23.1 -15.2 -1.6 5.9 14.5 10.2 2 -0.8 -23.5 -26
-28.5 -33.8 -24.9 -19.1 -4.3 5.2 15.4 11 5.4 -5.5 -14.2 -27.9
-29.6 -28.9 -20.8 -15 -4.9 2.2 12.1 9.4 5.4 -4.8 -27.2 -22.5
-33.6 -32.8 -27.9 -17.4 -3.9 7.2 12.9 9.1 3.1 -11 -27.8 -27.3
-36.2 -34.3 -31.9 -17.1 -6.5 4.4 12.1 8.3 6.4 -5 -24.1 -25.2
-35.4 -26.4 -30.2 -17.6 -5.2 5.8 11.7 8.5 5.1 -13.5 -26.6 -33.7
-33.4 -26.6 -21.9 -10.4 -3.1 8 18.7 8 2.3 -11 -22.2 -24.8
-33 -31.8 -26.8 -14.8 -5.9 8.8 12.8 12.9 0.7 -9 -24.3 -21.4
-30.2 -36.7 -33.1 -16.3 -7.8 7.9 15 10.6 2 -11 -27 -34.5
-31.4 -24.9 -22.4 -21.1 -7.8 7.8 15.9 9 3.3 -17 -17.3 -23.6
-32.4 -33.3 -26.3 -20.2 -3.8 10.4 13.9 11.9 -1.8 -19.1 -31.8 -33.3
