"Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sept" "Okt" "Nov" "Dec"
-33.8 -33.6 -28.2 -17.4 -4.5 6.6 11.4 10.1 1.6 -10.8 -23.2 -31.7
-29.6 -35.2 -29.7 -18.5 -5.2 6.1 13.2 9.7 1 -11.7 -24.5 -33.2
-37.7 -31.9 -26.7 -16.2 -3.6 7.1 9.7 10.4 2.3 -9.8 -21.8 -30
-29.8 -35.7 -30.1 -18.9 -5.5 6 13.3 9.6 0.8 -12 -24.9 -33.7
-32.9 -34 -28.6 -17.7 -4.7 6.5 11.5 10 1.5 -11 -23.5 -32.1
-34.5 -35 -29.5 -18.4 -5.2 6.2 11.2 9.7 1.1 -11.6 -24.3 -33.1
-37.9 -33.6 -28.3 -17.4 -4.5 6.6 9.9 10 1.6 -10.8 -23.2 -31.7
-30.1 -38 -32.2 -20.5 -6.6 5.3 13.5 9.1 0 -13.4 -26.8 -35.9
-35.3 -36.2 -30.6 -19.2 -5.7 5.8 11.4 9.5 0.7 -12.3 -25.3 -34.2
-35.1 -37.4 -31.7 -20.1 -6.3 5.5 11.4 9.2 0.2 -13.1 -26.3 -35.4
-36.9 -32.5 -27 -18.9 -9.3 0.5 13.3 6.5 1.2 -8.1 -27.3 -32.5
-27.1 -36.6 -26.7 -20.4 -7.7 5.1 11.2 6.7 0.4 -14.4 -16.8 -30.2
-39.2 -35.1 -29.7 -21.3 -8 5.4 10.3 9.3 2.4 -8 -27.8 -34.2
-31.1 -35.5 -30.2 -17.1 -6.8 4.5 13.6 8.2 2.9 -11.8 -31.9 -30.6
-26.2 -30.7 -28.8 -18.3 -10.9 1.8 9.8 10 -2.7 -11.4 -30.5 -30.4
-30.6 -18.1 -24.9 -20 -7 4.4 12 7.8 0.3 -9.7 -25.8 -32.9
-37.3 -23.5 -34.9 -22.4 -2.3 5.9 11.9 8.6 0.9 -15.4 -27 -29.7
-40.4 -34.9 -27.1 -14.6 -7.9 3.3 13.6 7.3 4.5 -12.4 -27.4 -24.7
-20.8 -26.4 -34.8 -19.5 -5.3 5.4 11.1 4.8 0.7 -14.8 -23.5 -29.9
-25.7 -32.1 -24.5 -13.7 -7.1 5.5 10.1 8.9 2.9 -14.9 -23.2 -30.1
-36.7 -28 -28.6 -21.9 -10.9 5 10.3 8.8 0.5 -12.2 -24.8 -22.5
-32.7 -29.5 -29.5 -17.7 -6.8 6.2 10.2 7.9 1.5 -15.4 -25.5 -36
-38 -37.1 -35.5 -24 -7 8.9 14.6 9.4 1.1 -8.9 -28.6 -34.5
-25.5 -31.5 -36.2 -23.7 -4.7 6.7 11.1 7 2.3 -12.3 -27.9 -22.1
-32.2 -23.7 -25.1 -9.3 -4.5 8.3 10.3 9.5 1.7 -9 -26.2 -35.8
-26.6 -31.3 -26.9 -17.8 -7 1.3 11.8 8.2 0.9 -12.9 -27 -30.4
-29.4 -30.1 -30.1 -15.9 -5.5 9.9 12.8 8.7 2.9 -9.8 -31.8 -36.3
-33.7 -32.9 -28.7 -18.9 -7.9 4.1 12.9 5.9 -1.7 -10.5 -29.1 -36.6
-33.8 -35.2 -25.2 -17.3 -3.7 3.8 12.4 8.1 -0.1 -2.9 -25.6 -28.1
-30.6 -35.9 -27 -21.2 -6.4 3.1 13.3 8.9 3.3 -7.6 -16.3 -30
-31.7 -31 -22.9 -17.1 -7 0.1 10 7.3 3.3 -6.9 -29.3 -24.6
-35.7 -34.9 -30 -19.5 -6 5.1 10.8 7 1 -13.1 -29.9 -29.4
-38.3 -36.4 -34 -19.2 -8.6 2.3 10 6.2 4.3 -7.1 -26.2 -27.3
-37.5 -28.5 -32.3 -19.7 -7.3 3.7 9.6 6.4 3 -15.6 -28.7 -35.8
-35.5 -28.7 -24 -12.5 -5.2 5.9 16.6 5.9 0.2 -13.1 -24.3 -26.9
-35.1 -33.9 -28.9 -16.9 -8 6.7 10.7 10.8 -1.4 -11.1 -26.4 -23.5
-32.3 -38.8 -35.2 -18.4 -9.9 5.8 12.9 8.5 -0.1 -13.1 -29.1 -36.6
-33.5 -27 -24.5 -23.2 -9.9 5.7 13.8 6.9 1.2 -19.1 -19.4 -25.7
-34.5 -35.4 -28.4 -22.3 -5.9 8.3 11.8 9.8 -3.9 -21.2 -33.9 -35.4
-32.6 -37.1 -32.6 -22.1 -9.6 0.5 13.9 4.7 -2.3 -17.6 -34.8 -38.6
-37.3 -28.2 -22.6 -20.2 -9.6 9.5 13.3 11.8 1.8 -12.7 -26.3 -31.7
-35.6 -39.5 -32.9 -20.5 -7 8 9.8 6.7 0.4 -15.6 -28.6 -23.5
-41.3 -35.5 -21.1 -19.1 -9.3 1.5 9.5 7.1 2 -13.1 -26.3 -34.6
-29.9 -30.6 -26.3 -16.5 -10.1 1.7 11.6 9.7 1.2 -11.8 -28.4 -36.9
-30.6 -30.5 -28.9 -21.4 -10.4 3.9 10.9 8 -1.2 -12.2 -23.8 -33.3
-35.2 -20.4 -33.5 -21.8 -10.7 1.2 12 8.9 3.2 -11.9 -30.8 -27.9
-36.4 -38.3 -26.4 -18.1 -9.9 1.9 13.6 10.7 1.3 -13.9 -31.3 -32.9
-40.6 -41.1 -35.7 -21.1 -8.9 1.9 10.5 7.9 0 -16.7 -29.2 -21.3
-36.7 -32.2 -27.3 -16.4 -8.4 4.3 15.2 7.3 0.9 -4.9 -18.3 -22.1
-32.4 -28.7 -21.5 -18 -9.2 2.3 10.6 6.8 0.3 -13.7 -35.5 -37.4
-35.7 -39.7 -29.9 -20.2 -7.8 4.9 15.1 8.8 -1.2 -13.8 -21.1 -28.5
-34.7 -36.3 -26.5 -21.1 -10.5 2.2 12.6 5.8 0.7 -14.8 -24.4 -28.5
-35.6 -35.1 -25.8 -20.4 -7 4.1 12.1 13.1 2.5 -15 -21.2 -26.3
-37.6 -33.1 -31 -15.9 -11.7 3.8 10.8 7.1 -2 -13 -32.1 -33.2
-34.1 -29.4 -23 -20.4 -8.8 2.9 11.1 9.4 0.2 -14.6 -29.9 -33.8
-38.9 -34.8 -22.1 -16.7 -7.9 1.5 8.6 9 0.9 -19.9 -34.5 -29.2
-32.4 -32.3 -28.4 -18.4 -6.2 6.4 12.7 8.7 1.9 -13.8 -27.7 -20.2
-30.6 -34.5 -29.4 -14.4 -8.4 5 8.8 5.8 0.5 -17.3 -29.6 -35.5
-33.5 -36.5 -31.4 -15.7 -4 4.8 10.4 6.1 -0.3 -18.7 -29.8 -32.6
-39.1 -31.6 -32.4 -21.5 -9.3 5.2 12.9 9.9 0.3 -10.2 -21.7 -38.7
-42.5 -44.9 -33.6 -21.2 -10 8.9 14.7 8.4 0 -16.3 -29.9 -30.3
-34.5 -29.7 -30.7 -17.4 -7.3 1.4 11.4 10.6 1 -8.8 -32.6 -30.8
-21.2 -32.1 -28.2 -16.6 -11 4.2 9.5 9.3 -1.5 -14.6 -21 -30.2
-37.1 -29.3 -31.5 -16 -10 2.7 10.4 10.5 0.6 -19 -33.3 -30.5
-31.1 -30 -25.6 -21.7 -8.2 5.8 9.9 10.2 2.5 -10.7 -19.7 -31.5
-27.5 -32.1 -26.6 -24.3 -8.7 5.5 17.2 7.3 1.8 -12 -27.6 -30.1
-35.2 -32.6 -27.6 -18.9 -9.3 7 10.6 7.6 1.8 -11.4 -21.9 -30.5
-33.9 -29.7 -29.5 -21.4 -8.6 2.2 13.6 7.4 -0.2 -10.6 -21.9 -34.8
-41.3 -35.5 -31.1 -18 -7.7 0.1 11.8 8.6 1 -12.2 -28.5 -33.7
-28.3 -31.7 -27.2 -23.4 -5.9 6.7 9.6 7.7 1.8 -13.7 -25.1 -20.3
-32.6 -27.4 -23.5 -19.6 -5.8 0.3 8.3 6 -1.8 -13.7 -32.1 -27.9
-36.5 -31.1 -19.4 -12.4 -5.5 9.5 11.8 7.6 2.1 -14.1 -32.6 -33.1
-36.2 -37.8 -28.8 -17.1 -7.3 2.8 13.4 7.7 3.7 -13.7 -22.1 -28.2
-32.8 -34 -27.1 -21.1 -6.3 1.9 9.9 7.8 -2.2 -20.4 -27.8 -31
-27.5 -30.8 -23.5 -18.6 -7.8 5.2 7 7.8 1.6 -14.3 -22.9 -30.7
-38.4 -37.6 -22.6 -19.8 -7.4 3.3 12.3 6.2 -0.3 -8.7 -27 -28.2
-32.7 -25.8 -24.7 -16.4 -9.4 3.5 12.2 10.8 -0.2 -12.4 -27.7 -31.9
-35 -26.1 -24.2 -19.1 -8 1 12.8 7.1 -3 -12.5 -19.3 -35.8
-33.6 -36.2 -26.1 -9.4 -3.5 5 12.6 7 3.1 -7.1 -29.2 -34.4
-34.3 -36.2 -24.8 -20.1 -8.7 4.6 10.8 11.1 -2.9 -20.2 -30.3 -31.2
-34.9 -24.4 -32.1 -18.9 -5.2 5.6 11.7 8.1 0.2 -13.9 -24.5 -26.9
-32.5 -28.8 -27.7 -16.8 -5.2 4 12.1 11.5 -0.1 -14.8 -27.8 -37.1
-39.4 -34.8 -29.7 -24 -5.2 9.5 13.8 9.8 1.5 -13.1 -17.4 -25.1
-40.5 -35 -21.6 -20.5 -9.9 9.3 12.9 10.6 -2.6 -13.7 -26 -32.7
-30.2 -37.3 -26.3 -16.5 -5 7.6 10.2 9.7 3.4 -12.4 -29.8 -25.6
-36.5 -38.4 -34 -18.8 -8.7 2.7 10.8 6.9 1.3 -13.6 -23.5 -29.4
-28 -30.1 -27.9 -17.4 -4 7.2 11.3 5.9 3.7 -12 -24.2 -27.6
-29.7 -26.7 -27.5 -22.6 -7.3 5.1 14.7 7.1 -0.1 -14.7 -24.1 -26.2
