lon model_r2 model_r2_adj model_sig par1 par2 par3 par4 par5 par6 par7 par8 par9 threshold_mild
1 -59.7588822079824 0.0604869320639017 -0.0647814769942447 0.626283815801717 -0.000947990553443914 26.5290127860175 -0.000780550514253245 137.222841910374 0.999999695370401 -0.271809596705636 0.999999695370401 0.000780550514253245 0.637781757783287 99999
2 -59.2198930375106 0.146950492352619 0.128202151525204 0.00072331549285483 -0.00588499995046949 27.0848703452036 -0.00114387914040208 155.342555813756 0.999999345770042 -0.210433075785728 0.999999345770042 0.00114387914040208 3.16348347296661 99999
3 -58.7707353954509 0.197461254191678 0.182869640631526 5.56711881124431e-06 -0.0063711207708085 27.1488941686343 -0.00116650468236144 157.370245929313 0.999999319633182 0.16140551865059 0.999999319633182 0.00116650468236144 3.25476338134 2.55329410722171
4 -58.2317462249792 0.188080292540712 0.174660132086839 3.35383368782218e-06 -0.00701087107067791 27.3877691581685 -0.00143583343580553 148.20968019065 0.999998969190641 0.210675295616166 0.999998969190641 0.00143583343580553 3.78250889630034 2.77975395162536
5 -12.2380036780597 0.353129570852444 0.341976632418865 1.06513168970064e-11 -0.00980098191244022 27.7680676060707 0.00376645532413564 60.4330141736108 0.999992906881989 -1.38611215866732 -0.999992906881989 0.00376645532413564 5.26220836109653 4.41762884812651
6 -11.7888460359999 0.352031878607196 0.340762867800364 1.45993763302258e-11 -0.00734361217845516 27.4436444367393 0.00530731336935516 68.8569924498008 0.999985916113222 -1.4412032521977 -0.999985916113222 0.00530731336935516 5.18381573065628 4.44024809239061
7 -11.2498568655282 0.322030681356234 0.310136482783537 2.3931631297067e-10 -0.00470315157781491 27.1125359784278 0.00594998902685632 79.5314353605961 0.999982298658622 -1.47007942343934 -0.999982298658622 0.00594998902685632 4.91664336740713 4.43890980807481
8 -10.7108676950565 0.150992961610789 0.132126138535474 0.00063242361450722 0.00214918409903097 26.7158904491502 0.00651398668206116 97.0628452164297 0.999978783763689 -0.947650376605808 -0.999978783763689 0.00651398668206116 3.91431408736772 4.01402559056165
9 -10.2617100529967 0.0998630832001814 0.080294889356707 0.00791032601313838 0.00149806426793166 26.2353220108657 0.00755977987860105 103.150878810325 0.999971424455813 -0.792109637364212 -0.999971424455813 0.00755977987860105 3.6545225670971 3.82647390028613
10 -9.72272088252502 0.105533986819192 0.0867031233838061 0.00500359975863639 0.00368569515701416 25.8773246406157 0.0102575939711853 101.115420968624 0.999947389499029 -0.811043297126265 -0.999947389499029 0.0102575939711853 4.04219997176244 3.84091306797692
11 -9.27356324046526 0.160902725866745 0.14618172105739 4.54257058831601e-05 0.00623994741087839 25.4162396850296 0.0141333426437445 90.0470097171388 0.999900119324783 -0.90424843086015 -0.999900119324783 0.0141333426437445 4.08526549334915 3.93061311652542
12 -8.73457406999354 0.119291340753638 0.1062438050611 0.000188876524362864 -0.0090283471161817 25.2281807363513 0.0162071925295526 81.6351059625306 0.999868654829378 -0.477010302869204 -0.999868654829378 0.0162071925295526 5.06394387808407 3.38502152894334
13 -8.28541642793378 0.173998568776999 0.162027533541883 1.86928356738096e-06 -0.0143905798564878 25.2743108597583 0.0172400266384194 76.4555567779158 0.999851379696756 -0.282658956463185 -0.999851379696756 0.0172400266384194 5.24296239574366 2.9809105093682
14 -7.74642725746206 0.264621798418625 0.254616652818879 1.54361959970734e-10 0.0208258090385492 25.777259648641 -0.0157927795335857 73.5429642075521 -0.999875286280546 0.184933549610443 -0.999875286280546 0.0157927795335857 5.09242275190269 99999
15 -7.20743808699036 0.452438667517011 0.444937827346011 8.04622795015422e-20 0.0277686562315078 26.3147654935195 -0.0128241356687532 70.4862800161844 -0.999917767391074 0.377691698717773 -0.999917767391074 0.0128241356687532 4.90035936457555 99999
