2.23 3.56 4.23 4.72 5.86 6.3 5.98 5.62 6.33 6.7 6.79 8.53 9.57 8.1 7.27 6.55 6.29 6.6 5.76 5.34 5.25 4.71 4.71 5.24
3.52 4.27 4.84 5.34 5.82 5.92 5.63 5.63 5.9 5.84 6.67 8.27 8.44 7.33 7.3 7.1 6.6 6.5 5.71 5.63 5.73 5.29 5.39 5.66
4.25 4.77 5.14 5.08 4.89 5.19 5.12 5.47 5.75 5.82 6.37 7.37 7.67 7.12 7.66 8 7.24 6.52 6.18 5.56 5.12 5.01 5.19 5.32
4.64 4.56 4.48 4.48 4.33 4.65 5.1 6 5.93 5.81 5.53 6.54 7.29 6.95 8.18 8.11 7.28 6.5 6.3 5.73 5.15 5.33 5.35 5.11
4.92 4.34 4.12 4.05 3.96 4.89 5.9 6.25 6.09 5.96 4.96 5.84 6.99 7.19 7.89 7.65 7.72 7.22 6.81 6.27 5.3 5.37 5.44 5.17
3.62 3.38 3.76 3.89 4.29 5.69 6.12 5.47 5.75 5.79 4.61 5.67 6.89 7.2 7.25 7.6 8.24 7.67 8.02 7.43 5.74 5.39 4.77 4.05
3.29 3.74 4.12 4.15 4.67 5.58 5.58 5.28 5.58 5.69 4.96 6.13 7.03 6.54 6.71 7.64 9 8.52 8.46 7.65 5.69 5.51 5.31 6.4
3.29 4.06 4.38 4.49 4.94 5.3 5.15 5.57 5.7 5.84 5.53 6.11 6.48 5.67 6.37 7.95 9.74 8.85 7.72 7.62 6.34 5.23 5.29 7.01
4.08 3.82 3.98 4.21 4.76 5.02 5.13 5.92 5.95 5.68 5.09 5.51 5.74 5.59 7 8.42 9.03 8.34 7.89 7.77 6.83 5.81 6.08 5.87
5.33 4.13 4.02 3.88 3.84 4.21 5.09 6 5.64 5.31 5 5.53 5.76 6.08 8.05 8.28 7.37 7.91 8.67 7.92 7.48 7.46 6.8 5.59
