15.9 11.08 17.44 12.31 8.75 9.47 11.05 8.68 10.59 10.05 9.68 8.87 9.77 16.08 11.06 10.49 8.73 7.75 8.62 8.25 7.99 8.23
15.63 14.46 16.94 17.08 9.49 9.85 11.47 9.35 8.66 8.03 9.98 15.3 16.44 11.09 14.83 9.21 8.14 7.88 7.85 9.95 10.62 10.98
15.98 11.75 15.79 17.84 18.26 18.4 18.61 10.86 8.18 8.71 7.87 16.17 15.89 17.15 14.18 11.98 11.76 7.98 9.37 9.14 8.77 8.54
15.53 9999 15.87 18.92 17.13 10.89 9.16 18.62 9.16 7.78 8.13 17.41 7.99 8.99 8.61 7.9 8.55 10.92 8.4 8.57 8.58 8.98
11.79 12.3 14.94 18.82 16.78 15.33 9.87 8.59 18.83 16.49 16.1 15.42 8.52 9.42 8.69 9.74 8.52 10.11 10.74 11.31 10.1 8.12
10.39 10.15 13.61 11.14 18.95 16.49 8.15 9.5 11.55 12.78 14.49 9.2 8.62 10.15 10.1 9.71 8.6 11.95 10.06 8.6 12.23 10.22
9.76 8.58 9.75 10.6 16.38 19.23 17.05 14.36 8.69 8.12 10.96 8.81 9.16 11.58 9.26 9.48 9.18 9.79 8.03 9.36 9.11 8.49
9.92 9.93 8.85 9.3 9.15 9.37 15.77 16.92 16.15 8.39 9.58 7.86 8.82 11.35 10.34 8.72 8.64 8 8.67 8.72 8.43 7.99
9.37 9.38 9.81 9.31 8.93 8.52 10.69 8.05 15.78 19.42 17.42 17.28 16.17 8.48 9.64 9.27 8.19 8.24 8.32 11.26 9.1 9.34
8.81 8.51 10.64 10.05 8.53 8.14 8.84 8.54 8.72 8.6 9.19 8.49 8.21 16.04 8.22 9.16 8.78 9.2 10.12 8.7 11.97 9.42
7.8 8.2 8.46 10.74 11.21 11.63 11.78 8.16 8.14 8.47 9.97 8.54 8.39 16.09 8.48 7.67 9.16 8.62 9.06 9.13 12.04 8.38
8.43 8.16 8.17 8.6 9.88 8.67 8.62 12.45 10.84 9.1 8.14 8.81 9.38 8.4 16.21 15.92 7.75 7.61 7.99 9.19 10.54 12.11
10.84 10.08 9.72 9.08 9.18 8.58 8.29 8.04 11.47 13.38 8.92 8.18 8.39 8.82 8.59 8.02 16.2 8.49 9.91 9.19 10.48 8.97
8.97 11.21 11.05 9.18 7.7 8.48 7.52 8.35 9.99 8.63 13.47 9.47 8.27 8.22 9.49 8.94 8.79 18.03 9 9.53 8.92 8.76
11.38 8.26 8.24 8.34 7.91 7.43 8.7 9.48 8.77 12.02 8.01 8 10.74 8.61 9.2 9.61 8.9 9.02 17.61 17.13 9.07 12.82
12.63 8.25 7.96 7.61 9.54 9.13 8.5 8.3 8.5 12.84 15.84 13.27 10.55 9.44 8.46 10.14 9.12 8.98 8.3 8.77 17.85 17.3
12.85 9.66 9.1 8.34 11.54 12.99 11.44 9.94 12.65 11.81 8.48 7.96 13.01 8.32 8.1 9.61 11.59 8.39 8.8 8.17 8.57 8.83
11.78 8.71 8.44 10.09 9.64 9.78 11.82 12.42 11.72 11.12 8.07 8.59 12.35 12.39 10.76 9.35 9.03 9.12 9.19 8.14 8.46 10.24
8.74 8.78 10.47 9.17 8.69 9.5 9.87 8.85 9.8 9.53 9.73 8.75 11.89 14.89 9999 9999 9.11 8.12 9.07 9.44 8.04 8.57
8.52 9.1 8.48 9.89 11.29 13.85 10.97 8.68 9.52 8.68 8.3 8.77 11.77 9999 9999 9999 9999 10.66 9.7 8.61 8.44 9.08
8.51 8.12 8.92 8.33 9.43 9.88 11.88 11.41 8.89 8.19 9.37 8.35 10.12 13.27 9999 9999 9999 9999 9999 9999 12.15 12.43
8.28 8.59 8.97 8.87 8.09 9.14 9.67 12.81 10.63 9.06 8.34 9.15 8.6 8.57 9999 9999 9999 9999 9999 9999 9999 9999
