476.563262939453 474.803283691406 472.884033203125 472.540466308594 471.243682861328 469.396026611328 467.576354980469 466.778167724609 464.702453613281 465.197814941406
472.986480712891 470.987701416016 467.528015136719 466.76708984375 465.665679931641 464.611938476562 464.247283935547 464.389984130859 462.154144287109 460.636901855469
468.2314453125 466.912628173828 465.274444580078 463.250854492188 462.772644042969 460.925262451172 461.063018798828 459.379791259766 458.287078857422 457.013427734375
464.441711425781 463.036437988281 460.789764404297 458.476806640625 456.376190185547 456.258331298828 455.605560302734 456.046691894531 455.222900390625 454.200317382812
458.902648925781 457.599395751953 456.336181640625 454.592163085938 454.231506347656 453.282409667969 452.582763671875 452.997589111328 450.705627441406 449.212310791016
455.388793945312 454.717559814453 453.050537109375 452.072723388672 450.568115234375 448.174926757812 447.500457763672 447.665740966797 446.945556640625 446.798156738281
451.941650390625 450.986663818359 448.85546875 447.933166503906 446.228576660156 445.984954833984 445.018829345703 444.775756835938 444.445831298828 442.356628417969
447.261566162109 447.046020507812 446.028686523438 445.466217041016 443.376220703125 444.150726318359 441.281463623047 440.905700683594 440.458557128906 439.990325927734
444.918762207031 444.080871582031 443.756622314453 441.491912841797 439.625366210938 439.858337402344 439.311187744141 438.059722900391 436.647583007812 436.727508544922
440.305786132812 439.385986328125 439.527099609375 438.67626953125 437.327667236328 437.040283203125 436.888916015625 433.696014404297 431.660308837891 9999
