362.28 361.46 361.01 360.59 360.83 361.54 362.24 362.88 363.46 364.03 364.37 364.36 364.37 364.46 364.75 365.05 365.32
362.05 360.77 359.8 358.87 359.09 360.06 361.03 361.87 362.61 363.33 363.59 363.15 362.73 362.48 362.61 362.75 362.89
361.68 360.27 359.01 357.77 357.94 358.95 359.97 360.8 361.48 362.17 362.31 361.68 361.04 360.61 360.63 360.66 360.7
361.28 359.85 358.43 357.02 357.15 358.09 359.03 359.66 360.04 360.44 360.42 359.85 359.29 358.94 359.03 359.12 359.21
360.91 359.42 357.84 356.27 356.36 357.22 358.09 358.5 358.59 358.7 358.53 358.03 357.54 357.29 357.44 357.58 357.72
360.38 358.82 357.1 355.39 355.57 356.49 357.4 357.7 357.61 357.52 357.16 356.58 356.01 355.75 355.91 356.08 356.23
359.77 358.09 356.24 354.4 354.78 355.92 357.04 357.41 357.38 357.34 356.82 355.92 355.04 354.57 354.63 354.69 354.77
359.17 357.36 355.38 353.41 354.01 355.35 356.68 357.13 357.15 357.16 356.46 355.24 354.04 353.38 353.34 353.3 353.32
358.06 356.13 354.06 352 352.68 354.05 355.44 355.97 356.13 356.28 355.56 354.25 352.91 352.16 352.03 351.9 351.88
356.5 354.42 352.24 350.07 350.54 351.56 352.59 353.04 353.26 353.48 353.03 352.16 351.26 350.76 350.63 350.51 350.54
354.93 352.7 350.42 348.14 348.38 349.04 349.72 350.11 350.4 350.69 350.52 350.1 349.64 349.36 349.24 349.12 349.2
353.6 351.25 348.89 346.54 346.55 346.86 347.18 347.49 347.79 348.09 348.17 348.13 348.08 347.98 347.86 347.72 347.88
352.53 350.2 347.86 345.53 345.41 345.5 345.6 345.84 346.11 346.38 346.57 346.71 346.85 346.93 346.97 347 347.23
351.46 349.15 346.83 344.52 344.26 344.13 344.01 344.19 344.43 344.67 344.98 345.31 345.63 345.88 346.09 346.29 346.6
349.71 347.63 345.51 343.36 343.05 342.76 342.47 342.6 342.8 343 343.42 343.92 344.43 344.85 345.23 345.59 345.98
346.73 345.11 343.48 341.83 341.64 341.46 341.26 341.43 341.64 341.84 342.16 342.51 342.87 343.34 343.86 344.36 344.76
343.76 342.63 341.47 340.33 340.25 340.16 340.07 340.26 340.47 340.68 340.88 341.09 341.3 341.83 342.46 343.08 343.46
