11.28 9.22 12.38 9999 9999 9999 9999 14.19 10.59 7.81 7.57 7.8 8.07 7.99 7.71 7.68 6.16
9.88 11.8 12.04 9999 18.17 11.04 10.73 10.87 8.4 7.12 6.91 6.8 7.07 6.62 6.94 7.32 6.63
11.07 11.58 12.68 18.22 9999 9999 12.42 10.17 7.77 6.81 6.59 6.5 6.76 6.39 6.6 7.01 6.59
12.11 18.3 17.92 12.83 12.18 12.8 12.06 8.73 7.38 6.74 6.46 6.04 6.32 7.78 6.02 6.03 5.81
18.31 11.45 14.25 12.92 12.18 12.45 9.57 7.36 6.94 6.77 6.7 7.05 6.96 6.19 6.35 6.43 6.11
7.85 7.86 10.88 12.46 13.01 11.44 7.36 6.43 6.48 6.57 6.67 8.97 7.61 6.91 6.94 6.77 6.5
6.33 7.11 6.78 7.5 12.34 10.38 6.41 5.75 5.84 6.09 5.82 5.99 6.85 6.94 7.43 7.53 7.53
7.98 7.17 6.79 9 11.3 10.22 6.68 6.37 6.14 6.27 6.1 6.08 6.9 6.89 7.14 7.4 7.73
8.07 7.47 7.57 8.43 8.68 10.61 8.53 7.41 7.17 6.88 6.65 6.77 7.08 6.55 6.8 7.22 8.59
9.17 7.18 7.13 7.02 6.81 6.49 12.3 13.28 13.15 12.04 11.2 10.42 9.18 7.39 7.16 7.95 10.59
9.48 7.3 7.14 6.86 6.59 6.43 7.06 7.61 8.36 8.1 8.21 7.54 6.81 5.98 6.29 6.73 8.37
11.8 8.62 7.62 6.57 6.22 6.05 6.72 6.77 6.94 7.33 7.93 7.09 6.45 5.77 6.04 6.39 7.42
12.73 12.53 8.61 6.3 5.6 5.63 7.01 6.6 6.57 7.36 8.08 6.89 5.98 6.12 5.96 6.37 7.33
11.83 11.68 7.83 6.56 6.18 6.28 7.15 6.73 6.97 7.72 8.37 7.34 6.87 5.99 5.99 6.83 7.5
11.23 11.23 8.4 7.04 6.69 6.77 6.81 6.65 6.78 7.59 7.4 8.77 7.59 6.59 7.06 7.69 7.19
9.39 9.42 8.38 7.7 7.17 6.85 6.3 5.79 5.76 6.57 6.84 6.84 7.77 8.13 7.42 7.21 6.47
10.56 10.92 11.22 8.76 7.27 6.84 6.01 5.72 6.04 6.41 6.41 6.67 7.38 9.15 7.58 6.69 6.5
