7.99 7.98 12.3 11.78 11.32 11.15 10.45 9.86 8.81 8.18 9.04 9.74 8.8 7.99 8.03 7.89 8.79 8.66 8.35 8.56 8.66 9.12
13.06 13.17 9.72 9.04 9.39 10.21 10.49 9.91 9.05 8.65 8.55 9.51 9.62 9.05 7.9 7.56 9.16 9.06 8.08 8.51 8.6 8.71
9.3 9.13 9.24 9.03 9.3 10.03 10.24 9.56 9.09 8.69 8.78 8.69 9.17 9.57 7.81 7.61 9.2 8.8 8.15 8.33 8.36 8.72
8.91 9.01 9.14 9.26 9.5 10.22 10.04 9.43 8.83 8.38 8.4 8.74 8.75 8.84 8.02 8.2 8.91 8.64 8.24 8.19 8.61 9.28
9.65 9.59 9.17 9.62 10.34 10.72 10.22 9.43 8.72 8.6 8.38 8.19 8.02 8.65 8.29 8.26 8.77 8.83 8.38 8.94 9.52 9.93
10.29 9.69 9.44 9.91 10.4 10.45 9.6 9.06 8.88 8.58 8.82 8.38 8.56 8.05 8.94 8.69 9.12 9.08 9.12 10.06 10.27 10
9.92 9.41 9.32 9.7 9.63 9.39 9.06 8.74 8.85 8.35 8.95 8.83 8.61 8.83 8.95 9.46 9.06 8.75 9.93 9.99 9.97 9.67
10.05 9.24 9.2 9.61 9.27 9.23 9.31 8.98 9.24 8.72 8.53 8.56 8.58 8.62 8.38 8.49 8.4 8.5 9.88 9.76 9.89 9.31
9.55 9.54 9.82 9.66 9.08 9.5 9.65 9.46 9.35 8.57 8.32 8.08 8.43 8.33 8.13 7.6 8.1 8.45 9.43 10.08 9.72 9.16
9.12 9.34 9.56 9.03 8.98 9.34 9.31 9.68 9.27 8.25 8.32 8.1 8.34 7.91 7.81 7.89 8.17 9.13 9.56 9.77 9.72 9.43
8.71 9.07 8.85 8.93 9 8.74 9.16 9.8 10.03 8.08 8.31 8.73 8.63 9.3 8.47 7.93 8.84 9.03 9.37 9.57 9.56 9.72
8.86 8.8 8.76 8.67 8.99 8.77 9.23 9.5 9.95 9.64 11.37 8.31 8.4 8.62 8.91 10.48 9.33 9.33 9.3 9.47 9.2 9.3
9.4 8.57 8.75 9.27 8.79 8.5 9.92 9.83 7.91 8.1 8.58 9.62 8.4 10.85 14.17 10.2 10.68 10.59 9.64 9.34 9.26 9.23
8.74 8.78 9.1 9.8 9.47 10.5 10.5 8.32 7.77 7.19 7.62 8.48 10.4 10.1 9 10.65 10.24 10.73 10.63 9.73 9.84 8.19
10.93 7.37 7.8 9.06 10.89 9.27 10.15 8.44 7.52 7.5 7.5 8.31 9.08 8.55 8.59 8.59 8.39 8.47 8.73 9.87 9.94 9
9.37 8.59 7.43 8.3 9.32 9.94 8.82 10.2 8.6 7.64 7.79 8.17 8.44 8.84 8.46 8.54 8.52 8.67 8.51 8.78 8.99 8.63
9.77 8.16 7.71 8.22 8.62 8.72 9.34 9.27 10.44 9.16 8.13 7.87 8.67 8.93 9.5 9.03 8.46 7.82 7.57 7.75 8.87 8.75
9.8 7.42 7.29 8.08 8.16 7.29 7.81 8.98 8.21 9.01 8.91 8.48 8.66 9.74 9.04 7.85 7.86 8.34 7.69 7.98 8.57 8.62
9.43 9 8.28 8.19 7.89 7.45 7.84 8.55 8.79 8.36 9.14 8.92 9.04 10.35 8.51 7.82 7.97 8.61 8.75 8.9 8.42 8.45
9.44 9.53 9.34 9.06 9.02 8.88 8.52 8.73 9.24 8.74 8.76 8.99 9.5 11 8.08 8.11 8.52 9.32 9.45 9.17 9.42 8.91
9.25 9.51 9.32 9.19 9.52 9.53 8.73 9.06 9.66 9.21 8.95 9.13 10.24 10.94 9.93 8.69 10.27 9.79 9.64 9.57 8.77 9.43
10 9.79 9.32 9.16 9.38 9.29 9.41 8.89 9.52 9.8 9.64 10.05 10.76 10.34 10.21 11.1 9.43 12.19 10.05 9.59 9.61 9.73
