7.23 7.46 7.67 7.65 7.7 7.8 7.87 7.93 8.07 8.14 8.12 7.76 7.77 7.9 8.48 9.22 9.47
7.87 7.72 7.61 7.43 7.5 7.65 7.8 7.98 8.28 8.63 8.58 8.23 8.08 8.15 8.66 9.15 9.26
7.74 7.46 7.19 7 7.11 7.28 7.44 7.66 8.01 8.42 8.57 8.53 8.54 8.71 9.41 10.01 9.98
9.99 8.59 7.59 7.05 7.14 7.28 7.37 7.45 7.65 7.91 8.28 8.67 9.21 10.07 11.09 11.99 12.36
7.71 7.73 7.36 7.08 7.18 7.3 7.38 7.51 7.76 8.08 8.43 9.03 9.91 10.44 10.83 10.71 10.29
8.2 8.2 7.63 7.32 7.45 7.64 7.8 7.97 8.31 8.74 9.43 10.37 10.85 10.66 10.55 10.33 9.9
8.88 8.49 7.73 7.4 7.66 8.08 8.46 8.82 9.46 10.56 11.03 11.02 10.8 10.17 10.43 10.54 10.06
9.51 8.88 7.91 7.58 7.86 8.32 8.68 8.87 9.34 10.01 9.99 9.57 9.24 9.11 10.68 11.1 10.52
9.88 9.31 8.36 7.92 8.09 8.46 8.57 8.63 9.09 9.66 9.59 8.97 8.68 8.93 10.76 11.26 10.48
9.98 9.67 8.99 8.48 8.43 8.6 8.63 8.56 9.34 9.93 9.79 8.9 8.74 9.34 10.82 11.28 10.41
9.91 9.85 9.5 9.09 8.92 8.7 8.65 9.87 10.53 11.25 11 9.84 9.92 10.37 11.02 11.37 10.94
9.78 9.86 9.83 9.65 9.41 8.9 11.09 10.97 11.36 12.11 12.21 11.39 11.24 11.14 11.08 11.15 11
9.76 10.08 10.79 12.96 13.98 13.31 11.94 11.65 12.03 13.07 13.43 12.45 11.86 11.45 10.91 10.84 11.08
10.07 10.54 13.12 12.78 9.87 8.64 11.21 11 11.23 11.72 12.2 12.34 11.86 11.6 11.1 10.87 10.99
11.63 14.61 8.86 8.77 9.05 8.55 8.43 9.68 10.02 10.15 10.46 11.08 11.28 11.29 11.12 11.05 10.82
14.39 9.89 8.41 8.63 8.86 8.61 8.46 8.57 9.03 9.32 9.6 9.96 10.34 10.65 10.82 10.85 10.65
12.96 9.45 8.56 9.57 9.07 8.49 8.28 8.44 8.68 8.95 9.19 9.41 9.62 9.88 10.33 10.42 10.13
