Jan_prc Feb_prc Mar_prc Apr_prc Mai_prc Jun_prc Jul_prc Aug_prc Sep_prc Okt_prc Nov_prc Dez_prc
6.8 8.4 5.1 4.4 11.8 32 5.7 25.6 7.1 24.3 10.4 6.1
8.1 10.9 3.1 4.8 7.8 42.1 95.7 41.1 16.8 23.3 10.7 6.3
1.7 5.8 4.5 6.2 23.4 21.9 24.5 30.2 16.2 19 7 14.8
3.7 3.1 4.3 6.3 5.7 22.6 42.2 85.1 17.4 26.5 7.9 4.7
6.5 8.2 6.2 7.5 9.3 22.8 42.4 60.9 21.3 17.2 6.6 7.7
6 9.5 8.2 5.2 5.7 53.9 40.2 49.3 63.1 22.5 8.3 20.2
15.9 8.2 11.1 21.6 27.8 53.7 51.1 35.1 40.1 30.9 9.3 4.3
1.9 8.1 3 29.1 26.3 60.7 68.2 60.3 42.2 45.2 23.1 2.2
33.6 26.2 4.5 12.3 23.7 48.4 91.8 76.3 45.3 25 10.3 17.4
10.1 9.9 4.6 12.3 30.3 30.4 30.2 77.4 49.5 18.3 7.4 6.6
12.1 5.6 6 9.8 24.6 31.7 42.2 46.2 27.7 40.2 18.5 25.7
5.2 6.5 9.7 18.7 32.4 23.4 45.1 56 26.1 12.8 28.6 3.2
3.4 9.8 10.6 10 23.4 30.8 28.1 37.7 42.8 16.9 13.4 10.3
6.8 4.1 4.6 11.2 22 62.9 38.5 49.8 28.2 32.7 7.2 11.1
13.8 6.7 5.6 9.4 32.1 16.7 39.8 50.1 23.4 35.9 11 5.7
8.1 8.6 13.6 7.1 23.3 31.1 39.1 30.2 16.1 31.8 14 28
6.1 8.8 7.7 3.7 8.5 87.3 54.7 36.5 13.2 46.7 24 15.5
10.4 3.1 6 7.2 17.7 33.9 65.3 80.2 21.5 23.6 15.1 10.5
8.7 11 5.6 9.2 18 37.6 71.6 91.3 35.3 20.7 13.6 9.1
3.9 10.7 5.7 10.3 15.1 17.5 53.8 66.6 21 20.2 44.1 27.4
15 23.3 22.3 9.5 18.4 39.8 51.8 37.1 22.1 29.8 20.3 13.3
20.5 5.3 4.4 10.4 10.2 75.9 43.1 38.7 28.1 21.7 12.9 16.1
9.8 15.7 6.8 7.8 8.1 51.1 23.7 19.4 19.4 12.7 19.9 11.2
14.6 5.6 12.1 14.9 19.2 20.6 32.9 20 45.5 14.2 8 12.6
14.8 13.1 7.2 10.1 21.5 33.6 16.5 74.1 32 21.7 11.6 13.1
11.7 17 13.4 11.7 10.8 32.8 10.5 15.8 35.1 19.3 20.9 22.4
9.6 9.6 7.5 8.3 6.7 86.6 36.4 71.1 38 23.1 16.5 30.1
10.5 9.2 23 12.9 27.7 28.7 64.3 11.5 41 36.7 14.3 4.6
23.1 17.3 15.3 20.3 22.6 31.3 26.6 24.6 26.5 26.9 9.3 9.5
10.8 21.1 16.7 13.4 16.5 19.2 70.3 30.1 21.6 30.3 31.5 16.5
11.8 28.7 23.6 9.3 32.2 97.1 30.4 35 31.7 39.1 9 25.4
20.3 3.3 12.1 10 12.8 59.8 26.8 26.8 32.1 21.1 6.5 15.7
13.7 10.1 7.7 14.2 33.9 57.3 65.4 29.5 43.2 26.3 21.1 26.8
16.2 15 12 17.7 11.8 20.3 13.1 52.3 36.2 21.5 31.7 21
7.1 7.9 19.1 18.2 10.6 33.3 62.2 50.5 24 32.5 5.5 32.9
10 13.2 7.2 11.7 12.5 42.2 29.5 22.2 28.3 11.7 18.9 23
7.1 2 8.4 7.6 18.3 41.8 76 33.8 41.4 33.2 20.3 13
14.1 10 2.6 19.3 8.6 17.6 18.9 58.9 17.3 28 28.6 27.9
30.1 15.3 7.2 4.3 26.1 12.9 5 54.7 29.1 23.9 18.9 8.9
14.9 21.8 22.4 12.8 8 21.2 20.2 71.9 18.7 41.6 26.4 9.4
9.7 7.8 15.9 15.4 10.9 25 34.7 50.3 44.7 14.6 39.3 8.9
8.1 9.1 7.4 15.7 27.2 31.7 35.4 16.1 32 24.9 14.9 20.2
20.9 7.4 8.1 10.2 8.8 15.2 28.8 30.8 22.6 45.5 17.3 18.2
8.1 8.1 7.3 28.3 6.9 23.8 54.4 16 25.1 16.5 23 30.5
7.2 13.7 7.9 5.8 10.9 12.4 22.3 27.9 25.3 13 15.1 3.4
4.7 10.9 3.2 4.1 11.2 19.3 14 22.5 35.8 14.5 16.5 17.6
6.3 9.5 9.6 7 27 45.7 15.2 49.4 41.9 44.2 5.4 7.4
17.8 10.1 14.4 19.4 15.2 45.5 3.4 25.4 25.6 6 14.6 22.2
3.8 10.5 7.5 20.3 3.4 49.3 40.3 11.2 49.9 26.2 3.7 12.9
14.3 7.2 7.8 8.8 15.8 12.5 35.6 10.2 25.4 10.1 17.7 12.5
14.2 12.5 7 8.7 16.7 18.9 16.1 57.4 49.7 24.8 12.7 61.5
5 7 45.4 16.1 6.8 14.5 19 56.9 41.2 17.3 23.4 7.3
