221.87 221.39 220.9 220.31 219.6 218.89 218.2 217.51 216.83
222.36 222.01 221.65 221.09 220.29 219.5 218.67 217.83 217
222.86 222.63 222.39 221.86 220.98 220.1 219.15 218.15 217.16
223.36 223.25 223.14 222.63 221.66 220.69 219.62 218.47 217.33
222.81 222.76 222.71 222.19 221.19 220.18 219.11 218 216.89
222.25 222.23 222.22 221.69 220.64 219.59 218.53 217.46 216.38
221.68 221.71 221.74 221.19 220.1 219 217.94 216.91 215.88
221.27 221.22 221.17 220.68 219.76 218.85 217.92 216.99 216.06
220.87 220.73 220.59 220.16 219.48 218.79 218.02 217.21 216.39
