1.84 1.98 1.96 2 1.99 1.9 1.76 1.61 1.36 1.09 0.96 1.24 1.62 1.71 1.21 0.72 0.74
0.95 1.37 1.68 1.96 2 1.92 1.83 1.72 1.48 1.21 1.16 1.45 1.73 1.78 1.31 0.91 0.96
0.95 1.27 1.61 2 2.13 2.08 2.06 1.99 1.76 1.5 1.45 1.62 1.74 1.76 1.35 1 1.05
0.05 0.24 0.67 1.45 1.86 1.95 2.12 2.19 2.04 1.82 1.75 1.72 1.65 1.63 1.29 0.91 0.88
1.06 0.98 1.04 1.7 2.15 2.24 2.33 2.34 2.09 1.69 1.51 1.4 1.34 1.45 1.41 1.4 1.58
1.08 1 1.06 1.78 2.26 2.31 2.32 2.29 1.97 1.44 1.2 1.05 0.99 1.17 1.3 1.44 1.69
0.94 0.97 1.12 1.84 2.26 2.17 2.07 2.02 1.58 0.97 0.84 0.82 0.8 0.9 0.95 1.06 1.23
0.8 0.94 1.21 1.66 1.84 1.77 1.77 1.8 1.44 1.04 1.07 1.22 1.11 0.97 0.68 0.61 0.65
0.84 0.98 1.24 1.44 1.42 1.4 1.52 1.61 1.31 1.03 1.11 1.34 1.3 1.15 0.7 0.5 0.5
0.93 1.03 1.2 1.21 1.04 1.04 1.24 1.34 1 0.65 0.69 0.99 1.26 1.26 0.78 0.39 0.31
0.99 1.05 1.12 1.02 0.79 0.83 1.13 1.24 0.85 0.35 0.24 0.61 1.04 1.12 0.82 0.36 0.33
1.01 1.08 1.09 0.91 0.63 0.66 1.07 1.22 0.84 0.35 0.25 0.53 0.84 0.92 0.87 0.62 0.65
0.93 0.9 0.7 0.41 0.24 0.42 1 1.19 0.81 0.33 0.22 0.44 0.66 0.71 0.85 0.92 0.91
0.65 0.42 0.31 0.29 0.24 0.43 0.98 1.17 0.89 0.48 0.34 0.47 0.62 0.64 0.8 0.95 0.95
0.24 0.05 0.38 0.51 0.41 0.52 0.96 1.13 0.95 0.65 0.52 0.58 0.69 0.7 0.75 0.77 0.78
0 0.23 0.39 0.37 0.39 0.56 0.92 1.05 0.95 0.76 0.69 0.7 0.75 0.76 0.7 0.58 0.57
0.02 0.33 0.38 0.12 0.27 0.55 0.91 1.02 0.95 0.84 0.8 0.83 0.88 0.9 0.77 0.58 0.53
