15.91 15.97 16.52 16.13 16.83
15.25 15.82 15.43 16.14 15.66
15.29 14.87 15.55 15.09 15.82
14.57 15.21 14.74 15.4 14.91
15.07 14.58 15.21 14.73 15.37
