631.34 632.5 632.27 622.47 619.31 616.41 610.22 606.47 600.5 594.68 587.19 582.41 580.4 579.09 579.46 578.85 581.46 582.48 573.01 571.42 569.12 564.79 560.23 555.02
640.25 639.95 642.24 640.5 637.44 632.46 622.32 618.52 612.42 606 600.61 598.91 596.28 589.96 590.44 589.66 589.67 590.15 588.19 583.73 580.43 573.34 568.37 560.87
653.98 650.82 650.11 648.61 646.45 644.09 639.6 634.47 630.3 617.26 611.64 608.5 606.93 606.78 605.03 603.05 600.98 596.24 593.4 590.19 585.38 580.38 575.51 569.32
659.4 659.72 659.22 657.75 658.11 654.35 651.16 646.14 641 635.95 631.2 627.51 618.43 616.5 612.64 610.57 607.72 605.12 602.49 598.74 590.98 586.72 580.95 575.81
663.82 664.85 665.02 664.58 663.71 662.8 662.63 660.23 651.8 648.48 642.23 640.41 637.65 630.49 627.84 619.41 617.15 613.29 609.82 607.06 606.36 597.9 590.07 581.74
669.44 670.26 670.79 668.04 666.87 666.7 666.26 665.34 663.14 658.91 655.52 648.33 646.38 641.52 638.58 635.12 633.16 628.23 623.47 614.65 610.37 603.23 595.56 591.25
672.48 673.37 674.5 675.48 674.76 673.12 670.87 668.76 666.95 664.02 661.89 659.14 656.8 655.21 649.67 644.96 639.88 637.16 628.29 621.36 615 610.88 602.83 598.13
677.63 677.87 677.2 678.1 678.36 677.01 676.28 675.91 673.8 671.3 666.21 663.86 661.89 662.36 659.98 656.56 651.45 640.78 634.01 627.15 620.76 616.41 612.31 608.86
679.51 680.49 680.68 681.11 680.81 679.23 678.08 677.87 675.29 673.2 671.87 672.28 672.99 670.1 668.29 662.71 657.24 652.45 644.79 634.28 627.29 620.89 619.25 614.97
682.46 682.96 682.91 683.07 683.01 682.19 681.52 679.37 676.73 676.07 676.16 675.85 674.95 673.54 669.82 666.12 661.13 656.87 647.07 635.81 632.29 628.63 627.37 624.39
684.5 684.92 685.48 685.79 685.16 683.88 682.92 681.73 680.73 679.61 678.38 677.18 675.99 673.24 671.24 667.28 663.73 656.61 645.82 638.2 636.02 634.2 631.34 628.72
685.89 686.57 686.65 687.08 686.43 685.78 684.52 683.03 681.88 679.94 678.67 677.02 674.12 671.37 668.41 666.66 661.94 654.03 645.43 641.59 640.76 639.99 634.49 632.59
687.95 688.83 688.17 687.69 687.19 686.32 685.31 684.12 682.02 679.53 678.85 675.15 672.27 670.25 667.81 664.69 658.93 649.94 646.04 644.5 643.29 641.2 637.58 634.69
689.63 689.53 688.88 688.49 687.89 686.15 684.63 682.96 681.78 677.96 675.15 672.41 670.23 666.25 665.4 662.08 653.6 647.79 645.8 643.85 642.84 641.53 639.2 635.14
690.73 690 689.95 688.79 687.47 685.51 684.29 682.13 679.19 677.01 673.63 670.63 666.96 663.64 658.73 653.13 648.93 647.64 644.85 643.01 642.09 640.3 638.81 636.53
691.3 690.57 689.5 688.24 686.32 685.12 683.15 680.65 678.19 675 672.12 667.82 664.94 660.42 654.32 652.14 648.23 645.57 643.7 641.76 640.89 639.85 637.16 635.51
691.47 691.15 689.29 687.72 685.12 683.65 680.37 678.05 676.53 673.26 669.55 666.14 662.65 656.73 652.48 649.68 647.63 645.01 642.58 640.68 638.29 636.99 636.25 635.14
691.15 690.04 687.64 686.64 684.42 680.99 678.49 676.16 673.86 670.74 668.01 664.93 659.09 655.03 651.94 647.73 645.08 641.88 640.01 638.94 637.42 635.61 634.48 632.73
690.62 688.93 686.96 684.54 681.8 679.57 676.7 674.59 671.82 669.46 666.73 662.69 658.31 654.18 650.55 646.72 644.07 640.82 637.39 636.14 634.11 632.68 632.01 630.68
688.61 687.35 684.99 682.93 680.79 678.25 675.29 672.9 670.2 667.79 665.09 661.74 657.65 653.79 650.02 646.03 641.36 638.75 636.17 633.45 632.41 630.79 629.36 627.52
687.65 685.14 683.88 681.29 679.64 677.51 675.32 672.74 668.86 666.45 663.16 661.17 656.54 653.73 649.79 644.7 640.84 637.19 634.14 631.25 629.56 628.5 626.89 626.19
684.81 683.8 682.4 680.68 678.67 676.66 674.32 670.89 668.14 665.22 662.33 660.51 656.29 653 648.51 644.73 641.13 636.63 633.36 629.85 627.43 626.19 624.32 622.79
682.82 681.57 680.94 678.99 678.22 675.71 672.34 669.7 667.17 663.5 661.27 659.24 656.2 652.53 648.52 645.02 640.02 636.29 632.23 628.22 625.28 623.47 622.16 621
681.84 681.01 679.55 678.08 676.23 673.86 671.2 668.57 666.68 663.49 660.79 658.57 654.34 651.44 647.73 644.4 640.17 635.4 631.62 625.67 623.46 621.52 619.39 619.95
679.92 678.55 677.16 676.13 674.82 672.79 670.23 667.74 664.18 662.44 659.09 657.12 653.12 650.38 647.72 644.1 639.36 633.19 629.56 626.5 621.99 619.2 617.26 615.04
679.72 677.58 676 674.08 672.69 670.28 668.84 666.63 663.89 660.68 658.08 655.77 652.75 650.11 646.86 643.25 638.07 633.52 629.66 624.78 621.38 618.23 616.34 613.02
679.35 676.86 674.81 672.76 671.34 669.28 667.34 664.29 661.66 659.33 657.07 655.13 651.77 649.68 645.92 641.12 637.64 633.8 629.08 624.79 620.84 617.11 613.13 610.74
