380.29 379.69 379.07 377.86 376.32 374.79 374.63 375.64 376.65 377.55 378.32 379.1 379.58 379.46 379.35 379.36 379.74 380.12 380.48 380.71 380.94 381.2 382.34 383.5 384.68 386.67 388.7 390.72 390.93 390.7 390.45 390.21 390 389.79
378.24 377.87 377.49 376.29 374.69 373.09 373.01 374.07 375.14 375.83 376.14 376.47 376.72 376.78 376.82 376.99 377.57 378.13 378.62 378.77 378.91 379.1 379.97 380.85 381.74 383.6 385.54 387.52 388.09 388.36 388.6 388.5 388.27 388.03
376.2 376.07 375.93 374.72 373.05 371.39 371.39 372.51 373.62 374.08 373.88 373.72 373.73 373.98 374.22 374.61 375.41 376.2 376.85 376.96 377.08 377.24 377.92 378.6 379.3 380.62 381.99 383.4 384.32 385.14 385.92 386.19 386.29 386.37
374.37 374.38 374.41 373.15 371.42 369.69 369.78 370.95 372.11 372.29 371.6 370.94 370.75 371.2 371.63 372.24 373.27 374.28 375.08 375.16 375.25 375.37 375.85 376.34 376.85 377.61 378.4 379.23 380.58 381.94 383.28 383.9 384.32 384.73
373.6 373.39 373.2 371.8 370.01 368.23 367.99 368.6 369.24 369.35 368.97 368.57 368.53 368.94 369.37 369.96 370.89 371.83 372.61 372.83 373.03 373.26 373.67 374.09 374.5 374.85 375.22 375.6 377.2 378.9 380.6 381.49 382.21 382.93
372.82 372.39 371.97 370.43 368.59 366.76 366.17 366.18 366.23 366.28 366.31 366.31 366.48 366.84 367.21 367.7 368.39 369.1 369.73 370.14 370.53 370.93 371.39 371.84 372.28 372.5 372.72 372.96 374.52 376.14 377.76 378.68 379.49 380.29
371.97 371.36 370.73 369.07 367.18 365.29 364.31 363.72 363.17 363.24 363.67 364.08 364.43 364.74 365.05 365.42 365.88 366.35 366.87 367.46 368.04 368.6 369.1 369.6 370.06 370.13 370.22 370.31 371.83 373.37 374.91 375.88 376.76 377.65
370.34 369.96 369.57 368.47 367.2 365.9 364.7 363.58 362.48 362.12 362.18 362.27 362.58 363.04 363.48 363.91 364.32 364.73 365.13 365.54 365.98 366.44 366.89 367.35 367.76 367.76 367.76 367.79 369.25 370.71 372.17 373.14 374.07 375.01
368.73 368.58 368.42 367.93 367.36 366.75 365.38 363.82 362.28 361.46 361.01 360.59 360.83 361.54 362.24 362.88 363.46 364.03 364.37 364.36 364.37 364.46 364.75 365.05 365.32 365.38 365.44 365.56 367.04 368.51 369.98 370.77 371.53 372.3
367.13 367.21 367.28 367.43 367.56 367.65 366.03 364.03 362.05 360.77 359.8 358.87 359.09 360.06 361.03 361.87 362.61 363.33 363.59 363.15 362.73 362.48 362.61 362.75 362.89 363.01 363.12 363.34 364.83 366.31 367.8 368.4 368.99 369.59
365.61 365.86 366.09 366.3 366.5 366.71 365.27 363.49 361.68 360.27 359.01 357.77 357.94 358.95 359.97 360.8 361.48 362.17 362.31 361.68 361.04 360.61 360.63 360.66 360.7 360.83 360.97 361.24 362.64 364.07 365.53 365.97 366.42 366.86
364.09 364.51 364.91 365.06 365.2 365.34 364.15 362.73 361.28 359.85 358.43 357.02 357.15 358.09 359.03 359.66 360.04 360.44 360.42 359.85 359.29 358.94 359.03 359.12 359.21 359.33 359.45 359.67 360.55 361.46 362.38 362.69 363.01 363.34
362.59 363.17 363.74 363.82 363.9 363.98 363.06 361.99 360.91 359.42 357.84 356.27 356.36 357.22 358.09 358.5 358.59 358.7 358.53 358.03 357.54 357.29 357.44 357.58 357.72 357.82 357.93 358.07 358.43 358.82 359.22 359.4 359.6 359.8
360.94 361.89 362.8 362.8 362.81 362.82 362.06 361.23 360.38 358.82 357.1 355.39 355.57 356.49 357.4 357.7 357.61 357.52 357.16 356.58 356.01 355.75 355.91 356.08 356.23 356.32 356.42 356.46 356.31 356.16 356.05 356.11 356.17 356.25
359.28 360.64 361.91 361.85 361.79 361.74 361.11 360.45 359.77 358.09 356.24 354.4 354.78 355.92 357.04 357.41 357.38 357.34 356.82 355.92 355.04 354.57 354.63 354.69 354.77 354.88 354.99 355.05 354.92 354.8 354.69 354.67 354.65 354.61
357.65 359.42 361.01 360.89 360.77 360.66 360.18 359.68 359.17 357.36 355.38 353.41 354.01 355.35 356.68 357.13 357.15 357.16 356.46 355.24 354.04 353.38 353.34 353.3 353.32 353.45 353.57 353.64 353.54 353.44 353.35 353.32 353.28 353.2
