10.06 11.6 10.56 9.75 9.21 9.27 9.38 9.47 9.49 9.45 9.12 9.59 9.03 8.8 8.54 8.26 8.07
7.99 10.64 11.2 11.44 9.79 9.45 9.39 9.33 9.12 8.75 8.5 9.08 9.15 9.33 8.63 8.37 8.27
7.15 8.95 10.35 12.28 11 9.74 9.24 9.03 8.64 8.12 7.86 8.7 9.14 9.58 8.87 8.65 8.67
7.11 7.77 9.11 12.46 11.58 9.27 8.76 8.75 8.42 7.68 7.94 8.53 9.11 9.73 9.12 8.95 9.01
7.15 7.3 7.97 12.34 11.81 9.02 8.53 8.71 8.54 7.92 8.16 8.65 9.21 9.83 9.25 9.08 9.12
7.19 7.18 7.47 12.34 11.8 8.83 8.69 8.75 9.19 9.06 9.24 9.44 9.6 10.12 9.44 9.22 9.22
7.07 7.13 7.32 12.5 11.56 8.41 8.36 8.6 9.74 9.07 8.94 9.4 10.08 10.48 9.64 9.34 9.31
6.92 6.92 7.1 12.52 11.02 7.65 7.33 7.8 8.38 7.6 7.71 8.41 9.82 10.25 9.84 9.82 9.41
6.74 6.75 6.91 12.22 10.55 6.78 6.57 7.06 7.16 6.57 6.68 7.3 9.11 10.16 10.01 9.68 9.91
6.79 6.8 6.94 11.92 10.65 8.46 6.69 6.81 6.83 6.38 6.74 7.55 9.04 9.99 10.03 10.21 9.75
6.98 7.01 7.15 11.82 10.85 9.21 7.42 6.99 6.98 6.57 7.03 7.92 9.14 9.88 10.03 10.37 9.9
7.07 7.13 7.35 11.8 11.22 9.93 8.35 7.5 7.35 7.24 7.28 8.39 9.29 9.9 10.22 10.84 10.37
6.94 7 7.28 11.29 11.89 10.48 9.12 8.08 7.74 7.71 8.14 8.85 9.5 10.03 10.52 11.01 10.8
6.37 6.67 7 11.01 11.48 10.82 10.07 8.5 7.97 8.06 8.53 9.13 9.68 10.2 10.73 11.03 10.72
5.96 6.18 6.52 10.7 11.25 11.02 10.76 9.16 8.46 8.64 8.98 9.36 9.72 10.17 10.53 10.57 10.16
6.08 6.41 6.49 10.41 11.04 11.03 11.11 9.78 8.99 9.08 9.26 9.5 9.81 10.12 10.26 10.13 9.78
6.33 6.68 7.94 10.45 10.95 10.98 11.17 10.05 9.31 9.22 9.38 9.66 10.03 10.18 10.12 9.9 9.61
