;Y;X;Hoehe;Dbasal;Dbrust;Cones;Alter;;;;;;;;;;;
405;16.2;6.8;450;13.69;8.91;1;153;;;;;;;;;;;
406;16.2;22.8;450;13.69;8.91;1;153;;;;;;;;;;;
407;16.2;38.8;450;13.69;8.91;1;153;;;;;;;;;;;
408;16.2;54.8;450;13.69;8.91;1;153;;;;;;;;;;;
409;16.2;70.8;450;13.69;8.91;1;153;;;;;;;;;;;
410;16.2;86.8;450;13.69;8.91;1;153;;;;;;;;;;;
411;91.4;4.4;550;12.10;8.91;1;153;;;;;;;;;;;
412;91.4;20.4;550;12.10;8.91;1;153;;;;;;;;;;;
413;91.4;36.4;550;12.10;8.91;1;153;;;;;;;;;;;
414;91.4;52.4;550;12.10;8.91;1;153;;;;;;;;;;;
415;91.4;68.4;550;12.10;8.91;1;153;;;;;;;;;;;
416;91.4;84.4;550;12.10;8.91;1;153;;;;;;;;;;;
417;61.4;4.4;550;12.10;8.91;1;153;;;;;;;;;;;
418;61.4;20.4;550;12.10;8.91;1;153;;;;;;;;;;;
419;61.4;36.4;550;12.10;8.91;1;153;;;;;;;;;;;
420;61.4;52.4;550;12.10;8.91;1;153;;;;;;;;;;;
421;61.4;68.4;550;12.10;8.91;1;153;;;;;;;;;;;
422;61.4;84.4;550;12.10;8.91;1;153;;;;;;;;;;;
423;31.4;4.4;550;12.10;8.91;1;153;;;;;;;;;;;
424;31.4;20.4;550;12.10;8.91;1;153;;;;;;;;;;;
425;31.4;36.4;550;12.10;8.91;1;153;;;;;;;;;;;
426;31.4;52.4;550;12.10;8.91;1;153;;;;;;;;;;;
427;31.4;68.4;550;12.10;8.91;1;153;;;;;;;;;;;
428;31.4;84.4;550;12.10;8.91;1;153;;;;;;;;;;;
429;1.4;4.4;550;12.10;8.91;1;153;;;;;;;;;;;
430;1.4;20.4;550;12.10;8.91;1;153;;;;;;;;;;;
431;1.4;36.4;550;12.10;8.91;1;153;;;;;;;;;;;
432;1.4;52.4;550;12.10;8.91;1;153;;;;;;;;;;;
433;1.4;68.4;550;12.10;8.91;1;153;;;;;;;;;;;
434;1.4;84.4;550;12.10;8.91;1;153;;;;;;;;;;;
435;79.8;10;600;11.78;8.91;1;153;;;;;;;;;;;
436;79.8;26;600;11.78;8.91;1;153;;;;;;;;;;;
437;79.8;42;600;11.78;8.91;1;153;;;;;;;;;;;
438;79.8;58;600;11.78;8.91;1;153;;;;;;;;;;;
439;79.8;74;600;11.78;8.91;1;153;;;;;;;;;;;
440;79.8;90;600;11.78;8.91;1;153;;;;;;;;;;;
441;49.8;10;600;11.78;8.91;1;153;;;;;;;;;;;
442;49.8;26;600;11.78;8.91;1;153;;;;;;;;;;;
443;49.8;42;600;11.78;8.91;1;153;;;;;;;;;;;
444;49.8;58;600;11.78;8.91;1;153;;;;;;;;;;;
445;49.8;74;600;11.78;8.91;1;153;;;;;;;;;;;
446;49.8;90;600;11.78;8.91;1;153;;;;;;;;;;;
447;19.8;10;600;11.78;8.91;1;153;;;;;;;;;;;
448;19.8;26;600;11.78;8.91;1;153;;;;;;;;;;;
449;19.8;42;600;11.78;8.91;1;153;;;;;;;;;;;
450;19.8;58;600;11.78;8.91;1;153;;;;;;;;;;;
451;19.8;74;600;11.78;8.91;1;153;;;;;;;;;;;
452;19.8;90;600;11.78;8.91;1;153;;;;;;;;;;;
453;89.4;8.4;600;13.05;9.23;1;155;;;;;;;;;;;
454;89.4;24.4;600;13.05;9.23;1;155;;;;;;;;;;;
455;89.4;40.4;600;13.05;9.23;1;155;;;;;;;;;;;
456;89.4;56.4;600;13.05;9.23;1;155;;;;;;;;;;;
457;89.4;72.4;600;13.05;9.23;1;155;;;;;;;;;;;
458;89.4;88.4;600;13.05;9.23;1;155;;;;;;;;;;;
459;59.4;8.4;600;13.05;9.23;1;155;;;;;;;;;;;
460;59.4;24.4;600;13.05;9.23;1;155;;;;;;;;;;;
461;59.4;40.4;600;13.05;9.23;1;155;;;;;;;;;;;
462;59.4;56.4;600;13.05;9.23;1;155;;;;;;;;;;;
463;59.4;72.4;600;13.05;9.23;1;155;;;;;;;;;;;
464;59.4;88.4;600;13.05;9.23;1;155;;;;;;;;;;;
465;29.4;8.4;600;13.05;9.23;1;155;;;;;;;;;;;
466;29.4;24.4;600;13.05;9.23;1;155;;;;;;;;;;;
467;29.4;40.4;600;13.05;9.23;1;155;;;;;;;;;;;
468;29.4;56.4;600;13.05;9.23;1;155;;;;;;;;;;;
469;29.4;72.4;600;13.05;9.23;1;155;;;;;;;;;;;
470;29.4;88.4;600;13.05;9.23;1;155;;;;;;;;;;;
471;85;1.6;500;15.60;9.39;1;156;;;;;;;;;;;
472;85;17.6;500;15.60;9.39;1;156;;;;;;;;;;;
473;85;33.6;500;15.60;9.39;1;156;;;;;;;;;;;
474;85;49.6;500;15.60;9.39;1;156;;;;;;;;;;;
475;85;65.6;500;15.60;9.39;1;156;;;;;;;;;;;
476;85;81.6;500;15.60;9.39;1;156;;;;;;;;;;;
477;85;97.6;500;15.60;9.39;1;156;;;;;;;;;;;
478;55;1.6;500;15.60;9.39;1;156;;;;;;;;;;;
479;55;17.6;500;15.60;9.39;1;156;;;;;;;;;;;
480;55;33.6;500;15.60;9.39;1;156;;;;;;;;;;;
481;55;49.6;500;15.60;9.39;1;156;;;;;;;;;;;
482;55;65.6;500;15.60;9.39;1;156;;;;;;;;;;;
483;55;81.6;500;15.60;9.39;1;156;;;;;;;;;;;
484;55;97.6;500;15.60;9.39;1;156;;;;;;;;;;;
485;25;1.6;500;15.60;9.39;1;156;;;;;;;;;;;
486;25;17.6;500;15.60;9.39;1;156;;;;;;;;;;;
487;25;33.6;500;15.60;9.39;1;156;;;;;;;;;;;
488;25;49.6;500;15.60;9.39;1;156;;;;;;;;;;;
489;25;65.6;500;15.60;9.39;1;156;;;;;;;;;;;
490;25;81.6;500;15.60;9.39;1;156;;;;;;;;;;;
491;25;97.6;500;15.60;9.39;1;156;;;;;;;;;;;
492;73.4;6;550;14.32;9.71;1;159;;;;;;;;;;;
493;73.4;22;550;14.32;9.71;1;159;;;;;;;;;;;
494;73.4;38;550;14.32;9.71;1;159;;;;;;;;;;;
495;73.4;54;550;14.32;9.71;1;159;;;;;;;;;;;
496;73.4;70;550;14.32;9.71;1;159;;;;;;;;;;;
497;73.4;86;550;14.32;9.71;1;159;;;;;;;;;;;
498;43.4;6;550;14.32;9.71;1;159;;;;;;;;;;;
499;43.4;22;550;14.32;9.71;1;159;;;;;;;;;;;
500;43.4;38;550;14.32;9.71;1;159;;;;;;;;;;;
501;43.4;54;550;14.32;9.71;1;159;;;;;;;;;;;
502;43.4;70;550;14.32;9.71;1;159;;;;;;;;;;;
503;43.4;86;550;14.32;9.71;1;159;;;;;;;;;;;
504;13.4;6;550;14.32;9.71;1;159;;;;;;;;;;;
505;13.4;22;550;14.32;9.71;1;159;;;;;;;;;;;
506;13.4;38;550;14.32;9.71;1;159;;;;;;;;;;;
507;13.4;54;550;14.32;9.71;1;159;;;;;;;;;;;
508;13.4;70;550;14.32;9.71;1;159;;;;;;;;;;;
509;13.4;86;550;14.32;9.71;1;159;;;;;;;;;;;
510;85.8;15.6;600;14.01;9.71;1;159;;;;;;;;;;;
511;85.8;31.6;600;14.01;9.71;1;159;;;;;;;;;;;
512;85.8;47.6;600;14.01;9.71;1;159;;;;;;;;;;;
513;85.8;63.6;600;14.01;9.71;1;159;;;;;;;;;;;
514;85.8;79.6;600;14.01;9.71;1;159;;;;;;;;;;;
515;85.8;95.6;600;14.01;9.71;1;159;;;;;;;;;;;
516;55.8;15.6;600;14.01;9.71;1;159;;;;;;;;;;;
517;55.8;31.6;600;14.01;9.71;1;159;;;;;;;;;;;
518;55.8;47.6;600;14.01;9.71;1;159;;;;;;;;;;;
519;55.8;63.6;600;14.01;9.71;1;159;;;;;;;;;;;
520;55.8;79.6;600;14.01;9.71;1;159;;;;;;;;;;;
521;55.8;95.6;600;14.01;9.71;1;159;;;;;;;;;;;
522;25.8;15.6;600;14.01;9.71;1;159;;;;;;;;;;;
523;25.8;31.6;600;14.01;9.71;1;159;;;;;;;;;;;
524;25.8;47.6;600;14.01;9.71;1;159;;;;;;;;;;;
525;25.8;63.6;600;14.01;9.71;1;159;;;;;;;;;;;
526;25.8;79.6;600;14.01;9.71;1;159;;;;;;;;;;;
527;25.8;95.6;600;14.01;9.71;1;159;;;;;;;;;;;
528;96.6;11.6;650;9.55;6.68;1;160;;;;;;;;;;;
529;96.6;27.6;650;9.55;6.68;1;160;;;;;;;;;;;
530;96.6;43.6;650;9.55;6.68;1;160;;;;;;;;;;;
531;96.6;59.6;650;9.55;6.68;1;160;;;;;;;;;;;
532;96.6;75.6;650;9.55;6.68;1;160;;;;;;;;;;;
533;96.6;91.6;650;9.55;6.68;1;160;;;;;;;;;;;
534;66.6;11.6;650;9.55;6.68;1;160;;;;;;;;;;;
535;66.6;27.6;650;9.55;6.68;1;160;;;;;;;;;;;
536;66.6;43.6;650;9.55;6.68;1;160;;;;;;;;;;;
537;66.6;59.6;650;9.55;6.68;1;160;;;;;;;;;;;
538;66.6;75.6;650;9.55;6.68;1;160;;;;;;;;;;;
539;66.6;91.6;650;9.55;6.68;1;160;;;;;;;;;;;
540;36.6;11.6;650;9.55;6.68;1;160;;;;;;;;;;;
541;36.6;27.6;650;9.55;6.68;1;160;;;;;;;;;;;
542;36.6;43.6;650;9.55;6.68;1;160;;;;;;;;;;;
543;36.6;59.6;650;9.55;6.68;1;160;;;;;;;;;;;
544;36.6;75.6;650;9.55;6.68;1;160;;;;;;;;;;;
545;36.6;91.6;650;9.55;6.68;1;160;;;;;;;;;;;
546;6.6;11.6;650;9.55;6.68;1;160;;;;;;;;;;;
547;6.6;27.6;650;9.55;6.68;1;160;;;;;;;;;;;
548;6.6;43.6;650;9.55;6.68;1;160;;;;;;;;;;;
549;6.6;59.6;650;9.55;6.68;1;160;;;;;;;;;;;
550;6.6;75.6;650;9.55;6.68;1;160;;;;;;;;;;;
551;6.6;91.6;650;9.55;6.68;1;160;;;;;;;;;;;
552;82.2;15.6;650;15.28;10.19;1;162;;;;;;;;;;;
553;82.2;31.6;650;15.28;10.19;1;162;;;;;;;;;;;
554;82.2;47.6;650;15.28;10.19;1;162;;;;;;;;;;;
555;82.2;63.6;650;15.28;10.19;1;162;;;;;;;;;;;
556;82.2;79.6;650;15.28;10.19;1;162;;;;;;;;;;;
557;82.2;95.6;650;15.28;10.19;1;162;;;;;;;;;;;
558;52.2;15.6;650;15.28;10.19;1;162;;;;;;;;;;;
559;52.2;31.6;650;15.28;10.19;1;162;;;;;;;;;;;
560;52.2;47.6;650;15.28;10.19;1;162;;;;;;;;;;;
561;52.2;63.6;650;15.28;10.19;1;162;;;;;;;;;;;
562;52.2;79.6;650;15.28;10.19;1;162;;;;;;;;;;;
563;52.2;95.6;650;15.28;10.19;1;162;;;;;;;;;;;
564;22.2;15.6;650;15.28;10.19;1;162;;;;;;;;;;;
565;22.2;31.6;650;15.28;10.19;1;162;;;;;;;;;;;
566;22.2;47.6;650;15.28;10.19;1;162;;;;;;;;;;;
567;22.2;63.6;650;15.28;10.19;1;162;;;;;;;;;;;
568;22.2;79.6;650;15.28;10.19;1;162;;;;;;;;;;;
569;22.2;95.6;650;15.28;10.19;1;162;;;;;;;;;;;
570;71.8;11.2;600;12.73;10.50;1;165;;;;;;;;;;;
571;71.8;27.2;600;12.73;10.50;1;165;;;;;;;;;;;
572;71.8;43.2;600;12.73;10.50;1;165;;;;;;;;;;;
573;71.8;59.2;600;12.73;10.50;1;165;;;;;;;;;;;
574;71.8;75.2;600;12.73;10.50;1;165;;;;;;;;;;;
575;71.8;91.2;600;12.73;10.50;1;165;;;;;;;;;;;
576;41.8;11.2;600;12.73;10.50;1;165;;;;;;;;;;;
577;41.8;27.2;600;12.73;10.50;1;165;;;;;;;;;;;
578;41.8;43.2;600;12.73;10.50;1;165;;;;;;;;;;;
579;41.8;59.2;600;12.73;10.50;1;165;;;;;;;;;;;
580;41.8;75.2;600;12.73;10.50;1;165;;;;;;;;;;;
581;41.8;91.2;600;12.73;10.50;1;165;;;;;;;;;;;
582;11.8;11.2;600;12.73;10.50;1;165;;;;;;;;;;;
583;11.8;27.2;600;12.73;10.50;1;165;;;;;;;;;;;
584;11.8;43.2;600;12.73;10.50;1;165;;;;;;;;;;;
585;11.8;59.2;600;12.73;10.50;1;165;;;;;;;;;;;
586;11.8;75.2;600;12.73;10.50;1;165;;;;;;;;;;;
587;11.8;91.2;600;12.73;10.50;1;165;;;;;;;;;;;
588;87.4;0;800;14.64;10.66;1;167;;;;;;;;;;;
589;87.4;16;800;14.64;10.66;1;167;;;;;;;;;;;
590;87.4;32;800;14.64;10.66;1;167;;;;;;;;;;;
591;87.4;48;800;14.64;10.66;1;167;;;;;;;;;;;
592;87.4;64;800;14.64;10.66;1;167;;;;;;;;;;;
593;87.4;80;800;14.64;10.66;1;167;;;;;;;;;;;
594;87.4;96;800;14.64;10.66;1;167;;;;;;;;;;;
595;57.4;0;800;14.64;10.66;1;167;;;;;;;;;;;
596;57.4;16;800;14.64;10.66;1;167;;;;;;;;;;;
597;57.4;32;800;14.64;10.66;1;167;;;;;;;;;;;
598;57.4;48;800;14.64;10.66;1;167;;;;;;;;;;;
599;57.4;64;800;14.64;10.66;1;167;;;;;;;;;;;
600;57.4;80;800;14.64;10.66;1;167;;;;;;;;;;;
601;57.4;96;800;14.64;10.66;1;167;;;;;;;;;;;
602;27.4;0;800;14.64;10.66;1;167;;;;;;;;;;;
603;27.4;16;800;14.64;10.66;1;167;;;;;;;;;;;
604;27.4;32;800;14.64;10.66;1;167;;;;;;;;;;;
605;27.4;48;800;14.64;10.66;1;167;;;;;;;;;;;
606;27.4;64;800;14.64;10.66;1;167;;;;;;;;;;;
607;27.4;80;800;14.64;10.66;1;167;;;;;;;;;;;
608;27.4;96;800;14.64;10.66;1;167;;;;;;;;;;;
609;94.6;10.8;550;15.92;10.82;1;167;;;;;;;;;;;
610;94.6;26.8;550;15.92;10.82;1;167;;;;;;;;;;;
611;94.6;42.8;550;15.92;10.82;1;167;;;;;;;;;;;
612;94.6;58.8;550;15.92;10.82;1;167;;;;;;;;;;;
613;94.6;74.8;550;15.92;10.82;1;167;;;;;;;;;;;
614;94.6;90.8;550;15.92;10.82;1;167;;;;;;;;;;;
615;64.6;10.8;550;15.92;10.82;1;167;;;;;;;;;;;
616;64.6;26.8;550;15.92;10.82;1;167;;;;;;;;;;;
617;64.6;42.8;550;15.92;10.82;1;167;;;;;;;;;;;
618;64.6;58.8;550;15.92;10.82;1;167;;;;;;;;;;;
619;64.6;74.8;550;15.92;10.82;1;167;;;;;;;;;;;
620;64.6;90.8;550;15.92;10.82;1;167;;;;;;;;;;;
621;34.6;10.8;550;15.92;10.82;1;167;;;;;;;;;;;
622;34.6;26.8;550;15.92;10.82;1;167;;;;;;;;;;;
623;34.6;42.8;550;15.92;10.82;1;167;;;;;;;;;;;
624;34.6;58.8;550;15.92;10.82;1;167;;;;;;;;;;;
625;34.6;74.8;550;15.92;10.82;1;167;;;;;;;;;;;
626;34.6;90.8;550;15.92;10.82;1;167;;;;;;;;;;;
627;4.6;10.8;550;15.92;10.82;1;167;;;;;;;;;;;
628;4.6;26.8;550;15.92;10.82;1;167;;;;;;;;;;;
629;4.6;42.8;550;15.92;10.82;1;167;;;;;;;;;;;
630;4.6;58.8;550;15.92;10.82;1;167;;;;;;;;;;;
631;4.6;74.8;550;15.92;10.82;1;167;;;;;;;;;;;
632;4.6;90.8;550;15.92;10.82;1;167;;;;;;;;;;;
633;74.6;0;750;17.19;10.98;1;169;;;;;;;;;;;
634;74.6;16;750;17.19;10.98;1;169;;;;;;;;;;;
635;74.6;32;750;17.19;10.98;1;169;;;;;;;;;;;
636;74.6;48;750;17.19;10.98;1;169;;;;;;;;;;;
637;74.6;64;750;17.19;10.98;1;169;;;;;;;;;;;
638;74.6;80;750;17.19;10.98;1;169;;;;;;;;;;;
639;74.6;96;750;17.19;10.98;1;169;;;;;;;;;;;
640;44.6;0;750;17.19;10.98;1;169;;;;;;;;;;;
641;44.6;16;750;17.19;10.98;1;169;;;;;;;;;;;
642;44.6;32;750;17.19;10.98;1;169;;;;;;;;;;;
643;44.6;48;750;17.19;10.98;1;169;;;;;;;;;;;
644;44.6;64;750;17.19;10.98;1;169;;;;;;;;;;;
645;44.6;80;750;17.19;10.98;1;169;;;;;;;;;;;
646;44.6;96;750;17.19;10.98;1;169;;;;;;;;;;;
647;14.6;0;750;17.19;10.98;1;169;;;;;;;;;;;
648;14.6;16;750;17.19;10.98;1;169;;;;;;;;;;;
649;14.6;32;750;17.19;10.98;1;169;;;;;;;;;;;
650;14.6;48;750;17.19;10.98;1;169;;;;;;;;;;;
651;14.6;64;750;17.19;10.98;1;169;;;;;;;;;;;
652;14.6;80;750;17.19;10.98;1;169;;;;;;;;;;;
653;14.6;96;750;17.19;10.98;1;169;;;;;;;;;;;
654;97;6;600;13.37;8.59;1;172;;;;;;;;;;;
655;97;22;600;13.37;8.59;1;172;;;;;;;;;;;
656;97;38;600;13.37;8.59;1;172;;;;;;;;;;;
657;97;54;600;13.37;8.59;1;172;;;;;;;;;;;
658;97;70;600;13.37;8.59;1;172;;;;;;;;;;;
659;97;86;600;13.37;8.59;1;172;;;;;;;;;;;
660;67;6;600;13.37;8.59;1;172;;;;;;;;;;;
661;67;22;600;13.37;8.59;1;172;;;;;;;;;;;
662;67;38;600;13.37;8.59;1;172;;;;;;;;;;;
663;67;54;600;13.37;8.59;1;172;;;;;;;;;;;
664;67;70;600;13.37;8.59;1;172;;;;;;;;;;;
665;67;86;600;13.37;8.59;1;172;;;;;;;;;;;
666;37;6;600;13.37;8.59;1;172;;;;;;;;;;;
667;37;22;600;13.37;8.59;1;172;;;;;;;;;;;
668;37;38;600;13.37;8.59;1;172;;;;;;;;;;;
669;37;54;600;13.37;8.59;1;172;;;;;;;;;;;
670;37;70;600;13.37;8.59;1;172;;;;;;;;;;;
671;37;86;600;13.37;8.59;1;172;;;;;;;;;;;
672;7;6;600;13.37;8.59;1;172;;;;;;;;;;;
673;7;22;600;13.37;8.59;1;172;;;;;;;;;;;
674;7;38;600;13.37;8.59;1;172;;;;;;;;;;;
675;7;54;600;13.37;8.59;1;172;;;;;;;;;;;
676;7;70;600;13.37;8.59;1;172;;;;;;;;;;;
677;7;86;600;13.37;8.59;1;172;;;;;;;;;;;
678;73.4;11.6;900;20.37;15.60;1;175;;;;;;;;;;;
679;73.4;27.6;900;20.37;15.60;1;175;;;;;;;;;;;
680;73.4;43.6;900;20.37;15.60;1;175;;;;;;;;;;;
681;73.4;59.6;900;20.37;15.60;1;175;;;;;;;;;;;
682;73.4;75.6;900;20.37;15.60;1;175;;;;;;;;;;;
683;73.4;91.6;900;20.37;15.60;1;175;;;;;;;;;;;
684;43.4;11.6;900;20.37;15.60;1;175;;;;;;;;;;;
685;43.4;27.6;900;20.37;15.60;1;175;;;;;;;;;;;
686;43.4;43.6;900;20.37;15.60;1;175;;;;;;;;;;;
687;43.4;59.6;900;20.37;15.60;1;175;;;;;;;;;;;
688;43.4;75.6;900;20.37;15.60;1;175;;;;;;;;;;;
689;43.4;91.6;900;20.37;15.60;1;175;;;;;;;;;;;
690;13.4;11.6;900;20.37;15.60;1;175;;;;;;;;;;;
691;13.4;27.6;900;20.37;15.60;1;175;;;;;;;;;;;
692;13.4;43.6;900;20.37;15.60;1;175;;;;;;;;;;;
693;13.4;59.6;900;20.37;15.60;1;175;;;;;;;;;;;
694;13.4;75.6;900;20.37;15.60;1;175;;;;;;;;;;;
695;13.4;91.6;900;20.37;15.60;1;175;;;;;;;;;;;
696;80.2;12;700;17.51;13.69;1;190;;;;;;;;;;;
697;80.2;28;700;17.51;13.69;1;190;;;;;;;;;;;
698;80.2;44;700;17.51;13.69;1;190;;;;;;;;;;;
699;80.2;60;700;17.51;13.69;1;190;;;;;;;;;;;
700;80.2;76;700;17.51;13.69;1;190;;;;;;;;;;;
701;80.2;92;700;17.51;13.69;1;190;;;;;;;;;;;
702;50.2;12;700;17.51;13.69;1;190;;;;;;;;;;;
703;50.2;28;700;17.51;13.69;1;190;;;;;;;;;;;
704;50.2;44;700;17.51;13.69;1;190;;;;;;;;;;;
705;50.2;60;700;17.51;13.69;1;190;;;;;;;;;;;
706;50.2;76;700;17.51;13.69;1;190;;;;;;;;;;;
707;50.2;92;700;17.51;13.69;1;190;;;;;;;;;;;
708;20.2;12;700;17.51;13.69;1;190;;;;;;;;;;;
709;20.2;28;700;17.51;13.69;1;190;;;;;;;;;;;
710;20.2;44;700;17.51;13.69;1;190;;;;;;;;;;;
711;20.2;60;700;17.51;13.69;1;190;;;;;;;;;;;
712;20.2;76;700;17.51;13.69;1;190;;;;;;;;;;;
713;20.2;92;700;17.51;13.69;1;190;;;;;;;;;;;
714;87.4;4.8;650;21.33;14.96;1;200;;;;;;;;;;;
715;87.4;20.8;650;21.33;14.96;1;200;;;;;;;;;;;
716;87.4;36.8;650;21.33;14.96;1;200;;;;;;;;;;;
717;87.4;52.8;650;21.33;14.96;1;200;;;;;;;;;;;
718;87.4;68.8;650;21.33;14.96;1;200;;;;;;;;;;;
719;87.4;84.8;650;21.33;14.96;1;200;;;;;;;;;;;
720;57.4;4.8;650;21.33;14.96;1;200;;;;;;;;;;;
721;57.4;20.8;650;21.33;14.96;1;200;;;;;;;;;;;
722;57.4;36.8;650;21.33;14.96;1;200;;;;;;;;;;;
723;57.4;52.8;650;21.33;14.96;1;200;;;;;;;;;;;
724;57.4;68.8;650;21.33;14.96;1;200;;;;;;;;;;;
725;57.4;84.8;650;21.33;14.96;1;200;;;;;;;;;;;
726;27.4;4.8;650;21.33;14.96;1;200;;;;;;;;;;;
727;27.4;20.8;650;21.33;14.96;1;200;;;;;;;;;;;
728;27.4;36.8;650;21.33;14.96;1;200;;;;;;;;;;;
729;27.4;52.8;650;21.33;14.96;1;200;;;;;;;;;;;
730;27.4;68.8;650;21.33;14.96;1;200;;;;;;;;;;;
731;27.4;84.8;650;21.33;14.96;1;200;;;;;;;;;;;
732;92.2;7.6;850;19.74;16.23;1;210;;;;;;;;;;;
733;92.2;23.6;850;19.74;16.23;1;210;;;;;;;;;;;
734;92.2;39.6;850;19.74;16.23;1;210;;;;;;;;;;;
735;92.2;55.6;850;19.74;16.23;1;210;;;;;;;;;;;
736;92.2;71.6;850;19.74;16.23;1;210;;;;;;;;;;;
737;92.2;87.6;850;19.74;16.23;1;210;;;;;;;;;;;
738;62.2;7.6;850;19.74;16.23;1;210;;;;;;;;;;;
739;62.2;23.6;850;19.74;16.23;1;210;;;;;;;;;;;
740;62.2;39.6;850;19.74;16.23;1;210;;;;;;;;;;;
741;62.2;55.6;850;19.74;16.23;1;210;;;;;;;;;;;
742;62.2;71.6;850;19.74;16.23;1;210;;;;;;;;;;;
743;62.2;87.6;850;19.74;16.23;1;210;;;;;;;;;;;
744;32.2;7.6;850;19.74;16.23;1;210;;;;;;;;;;;
745;32.2;23.6;850;19.74;16.23;1;210;;;;;;;;;;;
746;32.2;39.6;850;19.74;16.23;1;210;;;;;;;;;;;
747;32.2;55.6;850;19.74;16.23;1;210;;;;;;;;;;;
748;32.2;71.6;850;19.74;16.23;1;210;;;;;;;;;;;
749;32.2;87.6;850;19.74;16.23;1;210;;;;;;;;;;;
750;2.2;7.6;850;19.74;16.23;1;210;;;;;;;;;;;
751;2.2;23.6;850;19.74;16.23;1;210;;;;;;;;;;;
752;2.2;39.6;850;19.74;16.23;1;210;;;;;;;;;;;
753;2.2;55.6;850;19.74;16.23;1;210;;;;;;;;;;;
754;2.2;71.6;850;19.74;16.23;1;210;;;;;;;;;;;
755;2.2;87.6;850;19.74;16.23;1;210;;;;;;;;;;;
756;86.2;14;750;16.55;10.50;1;211;;;;;;;;;;;
757;86.2;30;750;16.55;10.50;1;211;;;;;;;;;;;
758;86.2;46;750;16.55;10.50;1;211;;;;;;;;;;;
759;86.2;62;750;16.55;10.50;1;211;;;;;;;;;;;
760;86.2;78;750;16.55;10.50;1;211;;;;;;;;;;;
761;86.2;94;750;16.55;10.50;1;211;;;;;;;;;;;
762;56.2;14;750;16.55;10.50;1;211;;;;;;;;;;;
763;56.2;30;750;16.55;10.50;1;211;;;;;;;;;;;
764;56.2;46;750;16.55;10.50;1;211;;;;;;;;;;;
765;56.2;62;750;16.55;10.50;1;211;;;;;;;;;;;
766;56.2;78;750;16.55;10.50;1;211;;;;;;;;;;;
767;56.2;94;750;16.55;10.50;1;211;;;;;;;;;;;
768;26.2;14;750;16.55;10.50;1;211;;;;;;;;;;;
769;26.2;30;750;16.55;10.50;1;211;;;;;;;;;;;
770;26.2;46;750;16.55;10.50;1;211;;;;;;;;;;;
771;26.2;62;750;16.55;10.50;1;211;;;;;;;;;;;
772;26.2;78;750;16.55;10.50;1;211;;;;;;;;;;;
773;26.2;94;750;16.55;10.50;1;211;;;;;;;;;;;
774;95;4.8;750;18.14;12.41;1;225;;;;;;;;;;;
775;95;20.8;750;18.14;12.41;1;225;;;;;;;;;;;
776;95;36.8;750;18.14;12.41;1;225;;;;;;;;;;;
777;95;52.8;750;18.14;12.41;1;225;;;;;;;;;;;
778;95;68.8;750;18.14;12.41;1;225;;;;;;;;;;;
779;95;84.8;750;18.14;12.41;1;225;;;;;;;;;;;
780;65;4.8;750;18.14;12.41;1;225;;;;;;;;;;;
781;65;20.8;750;18.14;12.41;1;225;;;;;;;;;;;
782;65;36.8;750;18.14;12.41;1;225;;;;;;;;;;;
783;65;52.8;750;18.14;12.41;1;225;;;;;;;;;;;
784;65;68.8;750;18.14;12.41;1;225;;;;;;;;;;;
785;65;84.8;750;18.14;12.41;1;225;;;;;;;;;;;
786;35;4.8;750;18.14;12.41;1;225;;;;;;;;;;;
787;35;20.8;750;18.14;12.41;1;225;;;;;;;;;;;
788;35;36.8;750;18.14;12.41;1;225;;;;;;;;;;;
789;35;52.8;750;18.14;12.41;1;225;;;;;;;;;;;
790;35;68.8;750;18.14;12.41;1;225;;;;;;;;;;;
791;35;84.8;750;18.14;12.41;1;225;;;;;;;;;;;
792;5;4.8;750;18.14;12.41;1;225;;;;;;;;;;;
793;5;20.8;750;18.14;12.41;1;225;;;;;;;;;;;
794;5;36.8;750;18.14;12.41;1;225;;;;;;;;;;;
795;5;52.8;750;18.14;12.41;1;225;;;;;;;;;;;
796;5;68.8;750;18.14;12.41;1;225;;;;;;;;;;;
797;5;84.8;750;18.14;12.41;1;225;;;;;;;;;;;
798;88.2;12;800;17.83;11.94;1;233;;;;;;;;;;;
799;88.2;28;800;17.83;11.94;1;233;;;;;;;;;;;
800;88.2;44;800;17.83;11.94;1;233;;;;;;;;;;;
801;88.2;60;800;17.83;11.94;1;233;;;;;;;;;;;
802;88.2;76;800;17.83;11.94;1;233;;;;;;;;;;;
803;88.2;92;800;17.83;11.94;1;233;;;;;;;;;;;
804;58.2;12;800;17.83;11.94;1;233;;;;;;;;;;;
805;58.2;28;800;17.83;11.94;1;233;;;;;;;;;;;
806;58.2;44;800;17.83;11.94;1;233;;;;;;;;;;;
807;58.2;60;800;17.83;11.94;1;233;;;;;;;;;;;
808;58.2;76;800;17.83;11.94;1;233;;;;;;;;;;;
809;58.2;92;800;17.83;11.94;1;233;;;;;;;;;;;
810;28.2;12;800;17.83;11.94;1;233;;;;;;;;;;;
811;28.2;28;800;17.83;11.94;1;233;;;;;;;;;;;
812;28.2;44;800;17.83;11.94;1;233;;;;;;;;;;;
813;28.2;60;800;17.83;11.94;1;233;;;;;;;;;;;
814;28.2;76;800;17.83;11.94;1;233;;;;;;;;;;;
815;28.2;92;800;17.83;11.94;1;233;;;;;;;;;;;
