Jan_prc Feb_prc Mar_prc Apr_prc Mai_prc Jun_prc Jul_prc Aug_prc Sep_prc Okt_prc Nov_prc Dez_prc
12.28 12.11 10.41 30.87 11.33 32.6 66.08 28.66 35.94 24.42 30.87 37.3
11.18 17.81 10.81 8.87 15.33 21.3 33.68 39.46 36.64 20.72 21.77 8.5
8.58 14.81 6.41 7.47 15.13 28.8 24.88 35.46 47.94 22.32 23.37 22.8
10.48 13.21 12.51 10.17 30.43 55.6 25.88 62.76 54.34 52.82 11.07 12.6
21.78 13.81 17.51 22.47 18.63 55.4 15.48 37.66 36.64 13.22 20.87 28.4
7.88 14.51 10.71 23.37 8.23 58.8 52.28 24.06 62.24 34.12 9.67 18.6
18.48 11.01 10.61 12.17 20.03 21.3 47.78 20.46 37.24 17.42 24.27 17.7
18.38 16.71 10.11 11.87 20.73 28.6 28.18 71.16 62.84 32.92 19.17 70
8.98 10.61 48.81 19.27 11.03 23.3 31.18 70.16 52.34 25.12 30.47 12.6
18.88 30.01 10.51 12.77 20.53 52.9 36.18 43.16 31.24 27.02 31.67 11.7
8.78 12.61 28.41 11.67 29.23 45.4 36.38 31.16 15.44 48.52 49.77 19.4
20.88 17.01 15.31 13.47 10.23 48.2 58.28 65.26 89.24 37.52 14.07 25.7
9.28 8.81 22.21 31.17 20.83 38.1 67.28 73.26 53.44 28.82 22.97 15.8
11.18 11.31 22.11 28.87 25.63 42.7 49.08 56.36 13.34 29.92 11.27 25.4
7.08 12.51 11.51 28.17 27.83 22.5 71.28 94.46 17.64 30.72 28.77 16.6
13.48 11.21 24.71 10.47 25.33 45.4 41.38 34.76 33.84 36.92 15.27 25.3
38.08 21.51 24.51 19.57 19.03 37.9 72.38 61.16 29.64 23.42 24.27 33.8
9.98 8.01 11.71 13.87 25.23 34.7 61.28 107.06 42.94 48.92 20.97 14.9
10.08 10.11 10.51 12.07 19.33 33.1 57.58 89.76 37.04 37.22 16.87 13.9
8.58 10.81 8.01 8.87 11.43 27.6 49.08 67.36 27.34 22.32 10.67 11
8.78 12.31 10.21 7.07 8.43 59 48.08 56.96 73.14 27.52 12.37 24.1
18.88 10.91 13.21 22.87 29.73 58.7 57.28 42.46 47.44 36.22 13.37 7.8
