Y;X;Hoehe;Dbasal;Dbrust;Cones;Alter
146;191.8;168;265;9.23;5.41;1;125
147;191.8;184;265;9.23;5.41;1;125
148;161.8;104;265;9.23;5.41;1;125
149;161.8;120;265;9.23;5.41;1;125
150;161.8;136;265;9.23;5.41;1;125
151;161.8;152;265;9.23;5.41;1;125
152;161.8;168;265;9.23;5.41;1;125
153;161.8;184;265;9.23;5.41;1;125
154;131.8;104;265;9.23;5.41;1;125
155;131.8;120;265;9.23;5.41;1;125
156;131.8;136;265;9.23;5.41;1;125
157;131.8;152;265;9.23;5.41;1;125
158;131.8;168;265;9.23;5.41;1;125
159;131.8;184;265;9.23;5.41;1;125
160;101.8;104;265;9.23;5.41;1;125
161;101.8;120;265;9.23;5.41;1;125
162;101.8;136;265;9.23;5.41;1;125
163;101.8;152;265;9.23;5.41;1;125
164;101.8;168;265;9.23;5.41;1;125
165;101.8;184;265;9.23;5.41;1;125
166;196.2;111.6;400;8.59;5.41;1;125
167;196.2;127.6;400;8.59;5.41;1;125
168;196.2;143.6;400;8.59;5.41;1;125
169;196.2;159.6;400;8.59;5.41;1;125
170;196.2;175.6;400;8.59;5.41;1;125
171;196.2;191.6;400;8.59;5.41;1;125
172;166.2;111.6;400;8.59;5.41;1;125
173;166.2;127.6;400;8.59;5.41;1;125
174;166.2;143.6;400;8.59;5.41;1;125
175;166.2;159.6;400;8.59;5.41;1;125
176;166.2;175.6;400;8.59;5.41;1;125
177;166.2;191.6;400;8.59;5.41;1;125
178;136.2;111.6;400;8.59;5.41;1;125
179;136.2;127.6;400;8.59;5.41;1;125
180;136.2;143.6;400;8.59;5.41;1;125
181;136.2;159.6;400;8.59;5.41;1;125
182;136.2;175.6;400;8.59;5.41;1;125
183;136.2;191.6;400;8.59;5.41;1;125
184;106.2;111.6;400;8.59;5.41;1;125
185;106.2;127.6;400;8.59;5.41;1;125
186;106.2;143.6;400;8.59;5.41;1;125
187;106.2;159.6;400;8.59;5.41;1;125
188;106.2;175.6;400;8.59;5.41;1;125
189;106.2;191.6;400;8.59;5.41;1;125
190;198.6;112.8;500;8.75;5.57;1;126
191;198.6;128.8;500;8.75;5.57;1;126
192;198.6;144.8;500;8.75;5.57;1;126
193;198.6;160.8;500;8.75;5.57;1;126
194;198.6;176.8;500;8.75;5.57;1;126
195;198.6;192.8;500;8.75;5.57;1;126
196;168.6;112.8;500;8.75;5.57;1;126
197;168.6;128.8;500;8.75;5.57;1;126
198;168.6;144.8;500;8.75;5.57;1;126
199;168.6;160.8;500;8.75;5.57;1;126
200;168.6;176.8;500;8.75;5.57;1;126
201;168.6;192.8;500;8.75;5.57;1;126
202;138.6;112.8;500;8.75;5.57;1;126
203;138.6;128.8;500;8.75;5.57;1;126
204;138.6;144.8;500;8.75;5.57;1;126
205;138.6;160.8;500;8.75;5.57;1;126
206;138.6;176.8;500;8.75;5.57;1;126
207;138.6;192.8;500;8.75;5.57;1;126
208;108.6;112.8;500;8.75;5.57;1;126
209;108.6;128.8;500;8.75;5.57;1;126
210;108.6;144.8;500;8.75;5.57;1;126
211;108.6;160.8;500;8.75;5.57;1;126
212;108.6;176.8;500;8.75;5.57;1;126
213;108.6;192.8;500;8.75;5.57;1;126
214;190.6;100;500;9.23;5.73;1;128
215;190.6;116;500;9.23;5.73;1;128
216;190.6;132;500;9.23;5.73;1;128
217;190.6;148;500;9.23;5.73;1;128
218;190.6;164;500;9.23;5.73;1;128
219;190.6;180;500;9.23;5.73;1;128
220;190.6;196;500;9.23;5.73;1;128
221;160.6;100;500;9.23;5.73;1;128
222;160.6;116;500;9.23;5.73;1;128
223;160.6;132;500;9.23;5.73;1;128
224;160.6;148;500;9.23;5.73;1;128
225;160.6;164;500;9.23;5.73;1;128
226;160.6;180;500;9.23;5.73;1;128
227;160.6;196;500;9.23;5.73;1;128
228;130.6;100;500;9.23;5.73;1;128
229;130.6;116;500;9.23;5.73;1;128
230;130.6;132;500;9.23;5.73;1;128
231;130.6;148;500;9.23;5.73;1;128
232;130.6;164;500;9.23;5.73;1;128
233;130.6;180;500;9.23;5.73;1;128
234;130.6;196;500;9.23;5.73;1;128
235;100.6;100;500;9.23;5.73;1;128
236;100.6;116;500;9.23;5.73;1;128
237;100.6;132;500;9.23;5.73;1;128
238;100.6;148;500;9.23;5.73;1;128
239;100.6;164;500;9.23;5.73;1;128
240;100.6;180;500;9.23;5.73;1;128
241;100.6;196;500;9.23;5.73;1;128
242;193.4;112;600;10.5;6.37;0;133
243;193.4;128;600;10.5;6.37;0;133
244;193.4;144;600;10.5;6.37;0;133
245;193.4;160;600;10.5;6.37;0;133
246;193.4;176;600;10.5;6.37;0;133
247;193.4;192;600;10.5;6.37;0;133
248;163.4;112;600;10.5;6.37;0;133
249;163.4;128;600;10.5;6.37;0;133
250;163.4;144;600;10.5;6.37;0;133
251;163.4;160;600;10.5;6.37;0;133
252;163.4;176;600;10.5;6.37;0;133
253;163.4;192;600;10.5;6.37;0;133
254;133.4;112;600;10.5;6.37;0;133
255;133.4;128;600;10.5;6.37;0;133
256;133.4;144;600;10.5;6.37;0;133
257;133.4;160;600;10.5;6.37;0;133
258;133.4;176;600;10.5;6.37;0;133
259;133.4;192;600;10.5;6.37;0;133
260;103.4;112;600;10.5;6.37;0;133
261;103.4;128;600;10.5;6.37;0;133
262;103.4;144;600;10.5;6.37;0;133
263;103.4;160;600;10.5;6.37;0;133
264;103.4;176;600;10.5;6.37;0;133
265;103.4;192;600;10.5;6.37;0;133
266;196.2;100.8;500;12.1;7;1;138
267;196.2;116.8;500;12.1;7;1;138
268;196.2;132.8;500;12.1;7;1;138
269;196.2;148.8;500;12.1;7;1;138
270;196.2;164.8;500;12.1;7;1;138
271;196.2;180.8;500;12.1;7;1;138
272;196.2;196.8;500;12.1;7;1;138
273;166.2;100.8;500;12.1;7;1;138
274;166.2;116.8;500;12.1;7;1;138
275;166.2;132.8;500;12.1;7;1;138
276;166.2;148.8;500;12.1;7;1;138
277;166.2;164.8;500;12.1;7;1;138
278;166.2;180.8;500;12.1;7;1;138
279;166.2;196.8;500;12.1;7;1;138
280;136.2;100.8;500;12.1;7;1;138
281;136.2;116.8;500;12.1;7;1;138
282;136.2;132.8;500;12.1;7;1;138
283;136.2;148.8;500;12.1;7;1;138
284;136.2;164.8;500;12.1;7;1;138
285;136.2;180.8;500;12.1;7;1;138
286;136.2;196.8;500;12.1;7;1;138
287;106.2;100.8;500;12.1;7;1;138
288;106.2;116.8;500;12.1;7;1;138
289;106.2;132.8;500;12.1;7;1;138
290;106.2;148.8;500;12.1;7;1;138
291;106.2;164.8;500;12.1;7;1;138
292;106.2;180.8;500;12.1;7;1;138
293;106.2;196.8;500;12.1;7;1;138
294;195.8;109.2;500;12.1;7.16;1;139
295;195.8;125.2;500;12.1;7.16;1;139
296;195.8;141.2;500;12.1;7.16;1;139
297;195.8;157.2;500;12.1;7.16;1;139
298;195.8;173.2;500;12.1;7.16;1;139
299;195.8;189.2;500;12.1;7.16;1;139
300;165.8;109.2;500;12.1;7.16;1;139
301;165.8;125.2;500;12.1;7.16;1;139
302;165.8;141.2;500;12.1;7.16;1;139
303;165.8;157.2;500;12.1;7.16;1;139
304;165.8;173.2;500;12.1;7.16;1;139
305;165.8;189.2;500;12.1;7.16;1;139
306;135.8;109.2;500;12.1;7.16;1;139
307;135.8;125.2;500;12.1;7.16;1;139
308;135.8;141.2;500;12.1;7.16;1;139
309;135.8;157.2;500;12.1;7.16;1;139
310;135.8;173.2;500;12.1;7.16;1;139
311;135.8;189.2;500;12.1;7.16;1;139
312;105.8;109.2;500;12.1;7.16;1;139
313;105.8;125.2;500;12.1;7.16;1;139
314;105.8;141.2;500;12.1;7.16;1;139
315;105.8;157.2;500;12.1;7.16;1;139
316;105.8;173.2;500;12.1;7.16;1;139
317;105.8;189.2;500;12.1;7.16;1;139
318;182.6;109.6;300;11.14;7.32;1;140
319;182.6;125.6;300;11.14;7.32;1;140
320;182.6;141.6;300;11.14;7.32;1;140
321;182.6;157.6;300;11.14;7.32;1;140
322;182.6;173.6;300;11.14;7.32;1;140
323;182.6;189.6;300;11.14;7.32;1;140
324;152.6;109.6;300;11.14;7.32;1;140
325;152.6;125.6;300;11.14;7.32;1;140
326;152.6;141.6;300;11.14;7.32;1;140
327;152.6;157.6;300;11.14;7.32;1;140
328;152.6;173.6;300;11.14;7.32;1;140
329;152.6;189.6;300;11.14;7.32;1;140
330;122.6;109.6;300;11.14;7.32;1;140
331;122.6;125.6;300;11.14;7.32;1;140
332;122.6;141.6;300;11.14;7.32;1;140
333;122.6;157.6;300;11.14;7.32;1;140
334;122.6;173.6;300;11.14;7.32;1;140
335;122.6;189.6;300;11.14;7.32;1;140
336;176.6;104;600;11.14;7.32;1;140
337;176.6;120;600;11.14;7.32;1;140
338;176.6;136;600;11.14;7.32;1;140
339;176.6;152;600;11.14;7.32;1;140
340;176.6;168;600;11.14;7.32;1;140
341;176.6;184;600;11.14;7.32;1;140
342;146.6;104;600;11.14;7.32;1;140
343;146.6;120;600;11.14;7.32;1;140
344;146.6;136;600;11.14;7.32;1;140
345;146.6;152;600;11.14;7.32;1;140
346;146.6;168;600;11.14;7.32;1;140
347;146.6;184;600;11.14;7.32;1;140
348;116.6;104;600;11.14;7.32;1;140
349;116.6;120;600;11.14;7.32;1;140
350;116.6;136;600;11.14;7.32;1;140
351;116.6;152;600;11.14;7.32;1;140
352;116.6;168;600;11.14;7.32;1;140
353;116.6;184;600;11.14;7.32;1;140
354;176.6;104.4;400;10.82;7.64;1;143
355;176.6;120.4;400;10.82;7.64;1;143
356;176.6;136.4;400;10.82;7.64;1;143
357;176.6;152.4;400;10.82;7.64;1;143
358;176.6;168.4;400;10.82;7.64;1;143
359;176.6;184.4;400;10.82;7.64;1;143
360;146.6;104.4;400;10.82;7.64;1;143
361;146.6;120.4;400;10.82;7.64;1;143
362;146.6;136.4;400;10.82;7.64;1;143
363;146.6;152.4;400;10.82;7.64;1;143
364;146.6;168.4;400;10.82;7.64;1;143
365;146.6;184.4;400;10.82;7.64;1;143
366;116.6;104.4;400;10.82;7.64;1;143
367;116.6;120.4;400;10.82;7.64;1;143
368;116.6;136.4;400;10.82;7.64;1;143
369;116.6;152.4;400;10.82;7.64;1;143
370;116.6;168.4;400;10.82;7.64;1;143
371;116.6;184.4;400;10.82;7.64;1;143
372;179.8;100;650;12.73;8.28;1;148
373;179.8;116;650;12.73;8.28;1;148
374;179.8;132;650;12.73;8.28;1;148
375;179.8;148;650;12.73;8.28;1;148
376;179.8;164;650;12.73;8.28;1;148
377;179.8;180;650;12.73;8.28;1;148
378;179.8;196;650;12.73;8.28;1;148
379;149.8;100;650;12.73;8.28;1;148
380;149.8;116;650;12.73;8.28;1;148
381;149.8;132;650;12.73;8.28;1;148
382;149.8;148;650;12.73;8.28;1;148
383;149.8;164;650;12.73;8.28;1;148
384;149.8;180;650;12.73;8.28;1;148
385;149.8;196;650;12.73;8.28;1;148
386;119.8;100;650;12.73;8.28;1;148
387;119.8;116;650;12.73;8.28;1;148
388;119.8;132;650;12.73;8.28;1;148
389;119.8;148;650;12.73;8.28;1;148
390;119.8;164;650;12.73;8.28;1;148
391;119.8;180;650;12.73;8.28;1;148
392;119.8;196;650;12.73;8.28;1;148
393;176.2;106.8;450;13.69;8.91;1;153
394;176.2;122.8;450;13.69;8.91;1;153
395;176.2;138.8;450;13.69;8.91;1;153
396;176.2;154.8;450;13.69;8.91;1;153
397;176.2;170.8;450;13.69;8.91;1;153
398;176.2;186.8;450;13.69;8.91;1;153
399;146.2;106.8;450;13.69;8.91;1;153
400;146.2;122.8;450;13.69;8.91;1;153
401;146.2;138.8;450;13.69;8.91;1;153
402;146.2;154.8;450;13.69;8.91;1;153
403;146.2;170.8;450;13.69;8.91;1;153
404;146.2;186.8;450;13.69;8.91;1;153
405;116.2;106.8;450;13.69;8.91;1;153
406;116.2;122.8;450;13.69;8.91;1;153
407;116.2;138.8;450;13.69;8.91;1;153
408;116.2;154.8;450;13.69;8.91;1;153
409;116.2;170.8;450;13.69;8.91;1;153
410;116.2;186.8;450;13.69;8.91;1;153
411;191.4;104.4;550;12.1;8.91;1;153
412;191.4;120.4;550;12.1;8.91;1;153
413;191.4;136.4;550;12.1;8.91;1;153
414;191.4;152.4;550;12.1;8.91;1;153
415;191.4;168.4;550;12.1;8.91;1;153
416;191.4;184.4;550;12.1;8.91;1;153
417;161.4;104.4;550;12.1;8.91;1;153
418;161.4;120.4;550;12.1;8.91;1;153
419;161.4;136.4;550;12.1;8.91;1;153
420;161.4;152.4;550;12.1;8.91;1;153
421;161.4;168.4;550;12.1;8.91;1;153
422;161.4;184.4;550;12.1;8.91;1;153
423;131.4;104.4;550;12.1;8.91;1;153
424;131.4;120.4;550;12.1;8.91;1;153
425;131.4;136.4;550;12.1;8.91;1;153
426;131.4;152.4;550;12.1;8.91;1;153
427;131.4;168.4;550;12.1;8.91;1;153
428;131.4;184.4;550;12.1;8.91;1;153
429;101.4;104.4;550;12.1;8.91;1;153
430;101.4;120.4;550;12.1;8.91;1;153
431;101.4;136.4;550;12.1;8.91;1;153
432;101.4;152.4;550;12.1;8.91;1;153
433;101.4;168.4;550;12.1;8.91;1;153
434;101.4;184.4;550;12.1;8.91;1;153
435;179.8;110;600;11.78;8.91;1;153
436;179.8;126;600;11.78;8.91;1;153
437;179.8;142;600;11.78;8.91;1;153
438;179.8;158;600;11.78;8.91;1;153
439;179.8;174;600;11.78;8.91;1;153
440;179.8;190;600;11.78;8.91;1;153
441;149.8;110;600;11.78;8.91;1;153
442;149.8;126;600;11.78;8.91;1;153
443;149.8;142;600;11.78;8.91;1;153
444;149.8;158;600;11.78;8.91;1;153
445;149.8;174;600;11.78;8.91;1;153
446;149.8;190;600;11.78;8.91;1;153
447;119.8;110;600;11.78;8.91;1;153
448;119.8;126;600;11.78;8.91;1;153
449;119.8;142;600;11.78;8.91;1;153
450;119.8;158;600;11.78;8.91;1;153
451;119.8;174;600;11.78;8.91;1;153
452;119.8;190;600;11.78;8.91;1;153
453;189.4;108.4;600;13.05;9.23;1;155
454;189.4;124.4;600;13.05;9.23;1;155
455;189.4;140.4;600;13.05;9.23;1;155
456;189.4;156.4;600;13.05;9.23;1;155
457;189.4;172.4;600;13.05;9.23;1;155
458;189.4;188.4;600;13.05;9.23;1;155
459;159.4;108.4;600;13.05;9.23;1;155
460;159.4;124.4;600;13.05;9.23;1;155
461;159.4;140.4;600;13.05;9.23;1;155
462;159.4;156.4;600;13.05;9.23;1;155
463;159.4;172.4;600;13.05;9.23;1;155
464;159.4;188.4;600;13.05;9.23;1;155
465;129.4;108.4;600;13.05;9.23;1;155
466;129.4;124.4;600;13.05;9.23;1;155
467;129.4;140.4;600;13.05;9.23;1;155
468;129.4;156.4;600;13.05;9.23;1;155
469;129.4;172.4;600;13.05;9.23;1;155
470;129.4;188.4;600;13.05;9.23;1;155
471;185;101.6;500;15.6;9.39;1;156
472;185;117.6;500;15.6;9.39;1;156
473;185;133.6;500;15.6;9.39;1;156
474;185;149.6;500;15.6;9.39;1;156
475;185;165.6;500;15.6;9.39;1;156
476;185;181.6;500;15.6;9.39;1;156
477;185;197.6;500;15.6;9.39;1;156
478;155;101.6;500;15.6;9.39;1;156
479;155;117.6;500;15.6;9.39;1;156
480;155;133.6;500;15.6;9.39;1;156
481;155;149.6;500;15.6;9.39;1;156
482;155;165.6;500;15.6;9.39;1;156
483;155;181.6;500;15.6;9.39;1;156
484;155;197.6;500;15.6;9.39;1;156
485;125;101.6;500;15.6;9.39;1;156
486;125;117.6;500;15.6;9.39;1;156
487;125;133.6;500;15.6;9.39;1;156
488;125;149.6;500;15.6;9.39;1;156
489;125;165.6;500;15.6;9.39;1;156
490;125;181.6;500;15.6;9.39;1;156
491;125;197.6;500;15.6;9.39;1;156
492;173.4;106;550;14.32;9.71;1;159
493;173.4;122;550;14.32;9.71;1;159
494;173.4;138;550;14.32;9.71;1;159
495;173.4;154;550;14.32;9.71;1;159
496;173.4;170;550;14.32;9.71;1;159
497;173.4;186;550;14.32;9.71;1;159
498;143.4;106;550;14.32;9.71;1;159
499;143.4;122;550;14.32;9.71;1;159
500;143.4;138;550;14.32;9.71;1;159
501;143.4;154;550;14.32;9.71;1;159
502;143.4;170;550;14.32;9.71;1;159
503;143.4;186;550;14.32;9.71;1;159
504;113.4;106;550;14.32;9.71;1;159
505;113.4;122;550;14.32;9.71;1;159
506;113.4;138;550;14.32;9.71;1;159
507;113.4;154;550;14.32;9.71;1;159
508;113.4;170;550;14.32;9.71;1;159
509;113.4;186;550;14.32;9.71;1;159
510;185.8;115.6;600;14.01;9.71;1;159
511;185.8;131.6;600;14.01;9.71;1;159
512;185.8;147.6;600;14.01;9.71;1;159
513;185.8;163.6;600;14.01;9.71;1;159
514;185.8;179.6;600;14.01;9.71;1;159
515;185.8;195.6;600;14.01;9.71;1;159
516;155.8;115.6;600;14.01;9.71;1;159
517;155.8;131.6;600;14.01;9.71;1;159
518;155.8;147.6;600;14.01;9.71;1;159
519;155.8;163.6;600;14.01;9.71;1;159
520;155.8;179.6;600;14.01;9.71;1;159
521;155.8;195.6;600;14.01;9.71;1;159
522;125.8;115.6;600;14.01;9.71;1;159
523;125.8;131.6;600;14.01;9.71;1;159
524;125.8;147.6;600;14.01;9.71;1;159
525;125.8;163.6;600;14.01;9.71;1;159
526;125.8;179.6;600;14.01;9.71;1;159
527;125.8;195.6;600;14.01;9.71;1;159
528;196.6;111.6;650;9.55;6.68;1;160
529;196.6;127.6;650;9.55;6.68;1;160
530;196.6;143.6;650;9.55;6.68;1;160
531;196.6;159.6;650;9.55;6.68;1;160
532;196.6;175.6;650;9.55;6.68;1;160
533;196.6;191.6;650;9.55;6.68;1;160
534;166.6;111.6;650;9.55;6.68;1;160
535;166.6;127.6;650;9.55;6.68;1;160
536;166.6;143.6;650;9.55;6.68;1;160
537;166.6;159.6;650;9.55;6.68;1;160
538;166.6;175.6;650;9.55;6.68;1;160
539;166.6;191.6;650;9.55;6.68;1;160
540;136.6;111.6;650;9.55;6.68;1;160
541;136.6;127.6;650;9.55;6.68;1;160
542;136.6;143.6;650;9.55;6.68;1;160
543;136.6;159.6;650;9.55;6.68;1;160
544;136.6;175.6;650;9.55;6.68;1;160
545;136.6;191.6;650;9.55;6.68;1;160
546;106.6;111.6;650;9.55;6.68;1;160
547;106.6;127.6;650;9.55;6.68;1;160
548;106.6;143.6;650;9.55;6.68;1;160
549;106.6;159.6;650;9.55;6.68;1;160
550;106.6;175.6;650;9.55;6.68;1;160
551;106.6;191.6;650;9.55;6.68;1;160
552;182.2;115.6;650;15.28;10.19;1;162
553;182.2;131.6;650;15.28;10.19;1;162
554;182.2;147.6;650;15.28;10.19;1;162
555;182.2;163.6;650;15.28;10.19;1;162
556;182.2;179.6;650;15.28;10.19;1;162
557;182.2;195.6;650;15.28;10.19;1;162
558;152.2;115.6;650;15.28;10.19;1;162
559;152.2;131.6;650;15.28;10.19;1;162
560;152.2;147.6;650;15.28;10.19;1;162
561;152.2;163.6;650;15.28;10.19;1;162
562;152.2;179.6;650;15.28;10.19;1;162
563;152.2;195.6;650;15.28;10.19;1;162
564;122.2;115.6;650;15.28;10.19;1;162
565;122.2;131.6;650;15.28;10.19;1;162
566;122.2;147.6;650;15.28;10.19;1;162
567;122.2;163.6;650;15.28;10.19;1;162
568;122.2;179.6;650;15.28;10.19;1;162
569;122.2;195.6;650;15.28;10.19;1;162
570;171.8;111.2;600;12.73;10.5;1;165
571;171.8;127.2;600;12.73;10.5;1;165
572;171.8;143.2;600;12.73;10.5;1;165
573;171.8;159.2;600;12.73;10.5;1;165
574;171.8;175.2;600;12.73;10.5;1;165
575;171.8;191.2;600;12.73;10.5;1;165
576;141.8;111.2;600;12.73;10.5;1;165
577;141.8;127.2;600;12.73;10.5;1;165
578;141.8;143.2;600;12.73;10.5;1;165
579;141.8;159.2;600;12.73;10.5;1;165
580;141.8;175.2;600;12.73;10.5;1;165
581;141.8;191.2;600;12.73;10.5;1;165
582;111.8;111.2;600;12.73;10.5;1;165
583;111.8;127.2;600;12.73;10.5;1;165
584;111.8;143.2;600;12.73;10.5;1;165
585;111.8;159.2;600;12.73;10.5;1;165
586;111.8;175.2;600;12.73;10.5;1;165
587;111.8;191.2;600;12.73;10.5;1;165
588;187.4;100;800;14.64;10.66;1;167
589;187.4;116;800;14.64;10.66;1;167
590;187.4;132;800;14.64;10.66;1;167
591;187.4;148;800;14.64;10.66;1;167
592;187.4;164;800;14.64;10.66;1;167
593;187.4;180;800;14.64;10.66;1;167
594;187.4;196;800;14.64;10.66;1;167
595;157.4;100;800;14.64;10.66;1;167
596;157.4;116;800;14.64;10.66;1;167
597;157.4;132;800;14.64;10.66;1;167
598;157.4;148;800;14.64;10.66;1;167
599;157.4;164;800;14.64;10.66;1;167
600;157.4;180;800;14.64;10.66;1;167
601;157.4;196;800;14.64;10.66;1;167
602;127.4;100;800;14.64;10.66;1;167
