4.9 5.08 5.15 5.17 5.27 5.47 5.55 5.53 5.46 5.18 4.91 5.06 5.32 5.44 5.57 5.65 5.67
5.03 5.11 5.12 5.13 5.21 5.37 5.4 5.31 5.2 4.98 4.82 4.99 5.23 5.34 5.48 5.56 5.59
4.99 5.05 5.05 5.05 5.11 5.25 5.27 5.14 5 4.85 4.77 4.92 5.14 5.27 5.42 5.5 5.54
5.02 5.05 5.06 5.01 5 5.12 5.15 5.03 4.92 4.86 4.81 4.93 5.16 5.29 5.42 5.48 5.5
5.01 5.1 5.04 4.87 4.81 5 5.12 5.03 4.97 4.91 4.79 4.91 5.18 5.31 5.37 5.37 5.38
4.94 5.07 4.95 4.69 4.64 4.9 5.08 5.01 4.96 4.86 4.7 4.83 5.14 5.27 5.27 5.22 5.25
4.95 5.05 4.82 4.55 4.6 4.97 5.18 5.09 5.06 4.94 4.73 4.87 5.2 5.32 5.25 5.18 5.19
4.94 4.91 4.69 4.6 4.78 5.09 5.18 5.13 5.18 5.02 4.77 4.88 5.2 5.32 5.24 5.16 5.07
4.84 4.75 4.6 4.63 4.81 5.02 5.04 5.07 5.2 5 4.69 4.77 5.11 5.24 5.15 5.07 4.88
4.76 4.7 4.7 4.88 5.08 5.17 5.06 5.09 5.21 4.86 4.51 4.64 5 5.14 5.04 4.97 4.75
4.77 4.83 4.97 5.23 5.4 5.32 5 4.94 4.95 4.62 4.45 4.61 4.91 5 4.94 4.92 4.82
4.79 4.88 5.05 5.34 5.46 5.23 4.78 4.69 4.7 4.49 4.46 4.61 4.83 4.89 4.88 4.9 4.89
4.85 5.18 5.65 6.07 6.15 5.75 4.97 4.64 4.63 4.52 4.62 4.75 4.88 4.9 4.92 4.96 5
5.12 5.97 6.79 7.17 7.03 6.37 5.17 4.53 4.64 4.6 4.76 4.87 4.92 4.9 4.92 4.96 4.97
5.4 6.65 7.44 7.55 7.18 6.38 5.07 4.3 4.48 4.49 4.72 4.84 4.84 4.79 4.82 4.89 4.88
5.66 7.09 7.46 6.99 6.42 5.55 4.44 3.59 3.99 4.25 4.63 4.78 4.75 4.71 4.8 4.84 4.76
5.7 6.95 6.93 6.07 5.44 4.45 3.77 2.81 3.66 4.19 4.6 4.74 4.73 4.74 4.78 4.66 4.56
