9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 430.07 430.98 432.7 434.53 439.27 448.23 457.5 462.63 466.17 471.06 474.49 478.71 481.62 483.54 485.07 484.71 485.28 485.12 485.56 486.93 488.88 492.84 495.26 498.45 503.79 504.33 504.59 504.97 506.84 506.18 506 508.53 511.28 515.12 516.61 520 522.4 525.28 529.1 531.53 534.35 535.77 537.15 538.84 540 541.81 543.04 544.38 547.52 549.22 551.12 552.95 554.16 559.05 563.2 566.1 569.42 571.32 574.57 577.55 581.22 584.59 587.78 591.98 593.95 596.77 597.72 599.96 602.08 603.25 603.7 603.77 602.72 602.56 601.89 603.44 604.99 607.22 609.48 612.32 615.2 619.44 623.08 624.74 626.44 628.61 630.02 632.74 636.08 637.49 641.07 642.6 645.62 649.68 652.8 655.94 656.59 657.07 657.72 658.96 659.75 661.12 662.16 662.82 663.65 664.37 665.01 665.65 665.87 667.33 668.08 669.48 671 671.91 672.82 674.39
9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 430.91 431.03 431.1 432.65 434.79 444.38 452.16 460.94 465.2 467.16 469.92 473.48 478.63 481.09 483.37 482.01 482.81 482.8 481.81 483.25 484.26 487.81 491.52 492.93 494.66 495.7 495.86 499.22 498.3 500.86 502.82 506.09 509.35 511.75 515.8 518.41 520.82 523.89 527.11 528.27 531.34 532.96 535.59 537.57 539.28 539.77 541.48 543.08 544.46 547.22 548.85 550.57 553.38 556.64 559.7 562.9 567.11 569.68 572.88 576.1 578.65 582.45 585.27 588.24 592.15 594.33 596.09 596.55 598.22 599.12 599.83 600.62 600.24 599.1 600.01 601.33 603.23 606.07 608.95 612.76 617.25 620.43 624.08 626.42 628.73 629.91 631.27 633.25 635.04 636.85 639.45 641.34 643.14 645.89 649.34 651.67 653.46 654.85 656.96 658.31 659.44 661.11 662.18 663.18 663.58 664.94 665.18 666.02 666.77 667.45 668.61 669.37 670.28 671.5 672.94 673.68
9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 429.15 430.68 430.72 431.51 431.66 434.53 445.58 453.77 463.47 465.34 466.77 469.48 473.56 476.91 480.14 482.23 481.64 480.69 481.08 482.64 483.23 484.25 486.23 487.99 489.36 491.33 493.03 492.32 499.03 502.85 504.67 506.41 509.61 512.03 512.78 514.66 516.84 520.26 523.78 526.25 528.83 531.12 534.01 535.05 536.63 539.26 540.33 541.23 542.46 544.14 547.05 548.61 551.67 554.6 558.17 560.88 563.61 568.29 570.52 573.92 576.45 579.67 582.85 585.38 588.4 589.44 591.08 594.72 595.29 596.57 597.5 597.23 599.12 600.32 601.03 602.54 603.49 607.05 611.3 614.52 619.19 622.37 625.12 628.21 630.28 631.55 633.11 634.61 636.08 636.67 638.34 640.59 643.71 644.99 647.45 649.59 651.89 653.92 655.7 657.47 659.67 660.76 662.37 663.22 663.74 664.68 665.44 666.02 666.71 667.06 668.06 669.11 670.31 671.62 673.42 673.64
9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 429.02 431.05 430.8 430.99 431.19 431.31 436.14 446.05 453.23 459.87 461.92 466.17 471.03 473.31 477.1 478.76 477.41 477.48 479.52 481.23 482.64 483.1 484.99 486.34 487.32 488.87 489.45 493.49 499.59 502.65 505.92 508.45 509.85 511.27 511.66 512.91 515.08 517.68 520.45 523.76 526.71 530.65 532.36 533.84 535.58 535.84 536.62 537.93 540.93 541.99 544.3 546.89 549.48 552.76 555.52 560.24 563.75 566.3 569.25 571.15 573.21 575.64 579.77 583.59 584.77 586.89 588.54 590.55 594.18 595.57 596.92 599.36 601.4 602.53 604.26 605.42 607.52 609.39 612.58 616.89 620.78 624.96 627.79 630.78 633.4 633.77 635.26 636.02 637.19 638.12 639.32 640.67 641.78 644.14 645.76 647.7 650.29 652.36 654.35 657.3 658.93 660.19 661.98 662.34 664.07 664.5 666.3 666.49 666.81 667.06 667.95 668.84 669.68 671.34 672.81 674.21
428.85 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 429.36 431.13 430.99 431.17 430.85 431.17 432.26 436.6 445.08 450.04 453.75 454.64 462.16 469.71 474.23 476.05 475.83 475.81 479.33 482.16 482.79 482.53 483.38 485.05 484.99 485 487.43 494.45 496.78 501.43 503.92 505.66 507.88 508.71 511.11 512.05 514.5 517.21 519.46 521.88 525.39 527.79 529.33 532.01 532.3 533.29 534.05 535.6 536.37 538.13 541.26 545.31 547.62 551.09 554.52 557.49 560.04 563.58 568.1 570.24 571.61 573.39 576.2 577.54 580.15 583.34 586.48 592.18 594.94 597.29 599.55 602.3 604.71 605.45 605.71 607.53 609.43 612.49 615.68 619.37 622.76 626.06 629.39 632.73 634.61 636.44 637.99 639.36 638.58 640.03 640.86 641.83 642.82 643.99 644.87 647.05 648.75 651.37 653.63 655.38 657.67 658.73 661.8 662.46 664.12 664.77 665.65 665.89 666.59 667.37 667.81 668.43 670.17 670.63 672.44 674.06
431.95 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 429.62 431.11 431.05 431.64 431.01 431.49 431.83 432.31 432.95 441.71 449.37 447.34 451.95 460.24 466.68 470.82 471.67 475.9 477.61 479.63 481.21 480.12 482.87 481.95 482.13 483.16 486.57 491.02 494.22 497.14 499.51 501.03 506 508.05 510.23 512.16 513.87 515.52 517.91 521.71 523.29 525.65 527.36 528.52 528.9 530.41 530.59 532.94 533.4 535.58 538.87 541.51 545.58 548.76 552.52 555.31 558.27 561.53 564.48 567.19 568.4 570.7 571.93 575.55 580.59 585.41 589.48 593.88 595.9 598.29 600.78 603.45 606.13 607.17 609.23 611 611.6 614.38 617.29 620.85 624.91 628.08 631.84 634.69 636.11 637.47 639.55 640.85 641.91 642.86 644.17 643.51 643.71 644.57 645.57 646.2 648.31 649.96 652.81 654.58 656.74 658.13 659.85 662.11 664.46 665 666.02 666.32 666.46 667.54 668.05 668.98 669.62 670.81 672.81 674.35
433.59 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 429.5 431.14 430.84 430.79 430.89 431.08 431.77 431.76 432.24 436.33 444.09 445.37 446.99 453.59 459.32 463.53 471.36 474.52 473.6 473.79 476.42 476.13 476.91 479.22 481.48 483.85 484.56 487.27 490.75 493.5 496.75 498.74 502.56 504.48 507.02 510.02 512.06 514.17 516.34 518.77 520.83 522.49 524.3 526.24 527.32 527 527.85 528.48 529.17 531.44 536.51 540.23 544.25 546.98 549.27 552.14 555.32 559.2 562.56 564.03 564.47 566.81 571.93 575.72 581.11 585.83 591.43 593.59 595.68 597.45 600.11 602.13 605.92 608.42 610.71 612.16 614.35 616.95 619.55 622.38 626.97 630.02 632.3 635.58 637.61 638.92 641.16 642.06 643.67 644.82 645.84 646.6 646.56 646.81 646.23 646.7 647.86 649.13 650.81 652.04 653.88 656.59 659.98 661.75 663.68 665.01 665.52 666.08 666.21 667.68 668.18 669.22 670.73 671.71 672.74 674.6
434.31 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 429.36 430.41 430.86 430.99 431.11 431.35 431.78 431.86 433.05 434.9 441.36 444.6 445.58 448.38 454.3 456 467.4 470.7 470.25 467.93 468.74 472.18 475.76 479.13 481.04 482.55 483.59 483.99 485.94 491.47 495 498.13 500.64 502.7 503.82 504.48 507.62 510.18 514.72 517.72 518.39 520.14 521.65 522.93 523.42 524.61 525.23 525.65 526.62 528.97 534.37 538.63 541.88 544.88 546.89 549.91 552.68 555.21 556.43 557.34 561.45 566.11 571.91 576.09 580.5 584.36 588.53 591.93 593.66 596.28 599.18 601.23 606.56 608.86 610.81 612.47 614.99 617.05 619.6 624.51 627.35 630.48 633.08 635.12 637.86 639.52 642.8 644.46 645.96 647.13 647.48 648.56 648.46 648.24 647.32 647.01 646.76 648.36 649.81 650.77 653.13 655.76 657.88 660.15 663.04 664.73 665.64 666.25 667.49 667.59 668.49 668.86 670.26 671.93 673.32 674.98
433.85 428.52 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 429.7 430.73 430.49 430.83 430.94 431.47 431.62 432.16 433.21 434.21 437.25 443.84 445.51 447.26 449.72 450.14 453.35 455.25 457.56 463.47 469.07 472.56 474.78 475.45 477.28 479.74 480.41 480.78 485.9 490.26 493.25 496.32 498.04 498.6 500.77 502.28 505.02 507.61 509.41 512.67 516.31 519.26 520 520.38 520.94 519.88 520.72 521.65 523.12 527.41 532.9 536.15 538.94 540.83 543.76 546.57 550.36 552.22 553.05 554.51 560.5 566.27 570.35 576.57 581.28 584.23 586.45 588.29 591.04 593.66 595.8 601.27 604.02 607.49 609.76 612.03 614.2 616.55 620.8 624.16 627.73 629.34 633.43 636.41 638.32 640.94 642.87 645.2 646.81 648.59 649.12 650.42 650.44 649.06 648.17 647.14 646.76 647.31 648.51 649.7 652.16 654.3 656.1 658.98 661.38 663.7 665.3 666.05 667.13 667.81 669.19 669.29 671.26 672.84 674.28 675.65
434.42 430.26 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 429.59 430.87 430.45 430.74 430.78 431.39 432.09 432.3 433.42 434.01 435.68 440.01 443.49 443.73 445.72 446.02 446.74 449.17 452.44 456.97 463.77 469.33 471.97 474.18 474.04 475.62 474.59 479.05 483.68 489.09 492 494.86 496.86 499.03 499.91 501.28 503.26 505.09 507.66 511 513.58 516.2 516.94 516.95 518.4 517.92 517.96 518.31 520.98 523.54 526.5 532.82 536.07 539.5 541.21 544.38 545.99 546.27 548.72 553.62 559.65 564.94 570.13 574.59 578.38 580.99 583.5 586.58 588.72 592.27 595.63 598.56 601.37 605.2 608.22 610.27 612.68 616.23 620.1 623.08 626.36 629.95 633.04 635.34 639.13 641.28 643.86 645.68 647.18 648.61 650.03 651.1 651.4 649.89 649.6 647.97 647.44 646.82 647.98 649.09 650.21 652.49 654.47 657.21 660.18 663.22 664.7 665.89 667.23 668.04 669.08 670.4 672.22 673.27 675.07 676.08
