156.21 155.59 155.06 154.53 154.33 154.19 154.04 154.03 154.03 154.02 153.96 153.9 153.82 153.69 153.56 153.56 153.86 154.15 154.09 153.55 153.01 152.67 152.51 152.35 152.2 152.07 151.93 152.23 152.66 153.1 154.06 155.09 156.13 156.91 157.69 158.38 158.18 157.97 157.85 158.03 158.21 158.45 158.82 159.18 159.5 159.74 159.98 160.15 160.27 160.38 160.47 160.56 160.65 161.18 161.85 162.53 164.06 165.73 167.4 168.83 170.26 171.7 173.11 174.52 176.13 178.6 181.07 183.64 186.43 189.23 191.73 193.78 195.84 197.9 199.96 202 203.33 204.24 205.15 205.63 205.95 206.26 206.3 206.29
156.01 155.52 155.06 154.6 154.42 154.27 154.13 154.12 154.12 154.12 154.1 154.09 154.08 154.1 154.12 154.28 154.73 155.19 155.2 154.65 154.09 153.72 153.5 153.28 153.18 153.14 153.1 153.56 154.18 154.8 155.86 156.99 158.12 158.66 159.21 159.66 159.2 158.74 158.41 158.57 158.72 158.96 159.35 159.75 160.13 160.48 160.83 161.03 161.09 161.15 161.2 161.26 161.31 161.97 162.83 163.68 165.33 167.12 168.9 170.07 171.23 172.41 173.88 175.34 177.04 179.68 182.32 184.91 187.39 189.86 192.11 194.01 195.9 197.96 200.16 202.37 203.7 204.53 205.37 205.77 206 206.25 206.23 206.17
155.81 155.44 155.06 154.68 154.51 154.36 154.21 154.21 154.21 154.21 154.25 154.29 154.36 154.55 154.74 155.08 155.7 156.32 156.43 155.89 155.36 154.96 154.67 154.38 154.34 154.42 154.49 155.17 156.03 156.88 158.04 159.24 160.45 160.68 160.91 161.05 160.32 159.59 159.04 159.15 159.26 159.47 159.87 160.27 160.73 161.24 161.75 161.99 161.99 161.99 162 162.02 162.03 162.89 164.01 165.12 166.88 168.73 170.59 171.6 172.61 173.65 175.06 176.48 178.17 180.96 183.74 186.4 188.81 191.22 193.52 195.67 197.81 199.87 201.86 203.84 204.83 205.26 205.7 205.75 205.68 205.62 205.57 205.51
155.63 155.37 155.06 154.76 154.59 154.45 154.3 154.3 154.3 154.31 154.4 154.49 154.64 155.01 155.37 155.87 156.66 157.45 157.65 157.14 156.63 156.21 155.84 155.48 155.5 155.69 155.89 156.79 157.87 158.96 160.22 161.5 162.78 162.69 162.61 162.44 161.43 160.43 159.67 159.73 159.8 159.98 160.39 160.8 161.33 162.01 162.68 162.95 162.89 162.83 162.8 162.77 162.75 163.81 165.19 166.57 168.43 170.35 172.27 173.13 173.98 174.89 176.25 177.61 179.3 182.23 185.16 187.89 190.23 192.57 194.94 197.34 199.73 201.78 203.55 205.32 205.95 205.98 206.02 205.74 205.36 204.98 204.9 204.86
155.5 155.3 155.08 154.86 154.82 154.8 154.78 154.85 154.91 155.01 155.32 155.63 156.05 156.85 157.64 158.37 159.02 159.68 159.83 159.38 158.94 158.47 158 157.53 157.17 156.87 156.58 157.55 158.83 160.12 161.46 162.8 164.12 163.77 163.42 163 162.06 161.11 160.38 160.37 160.36 160.49 160.88 161.27 161.83 162.58 163.33 163.63 163.59 163.54 163.52 163.51 163.5 164.76 166.37 167.97 169.79 171.63 173.48 174.41 175.34 176.32 177.86 179.38 181.22 184.21 187.2 189.95 192.2 194.45 196.75 199.1 201.46 203.34 204.82 206.32 206.65 206.39 206.13 205.62 205.03 204.44 204.33 204.29
155.38 155.24 155.1 154.96 155.06 155.19 155.31 155.46 155.6 155.8 156.38 156.94 157.69 158.99 160.29 161.28 161.74 162.2 162.29 161.93 161.56 161.07 160.49 159.91 159.02 157.99 156.97 157.94 159.4 160.86 162.24 163.61 164.95 164.32 163.7 163.08 162.39 161.69 161.14 161.05 160.96 161.02 161.36 161.7 162.23 162.98 163.73 164.07 164.09 164.11 164.16 164.23 164.3 165.73 167.53 169.32 170.89 172.45 174.01 175.34 176.66 178.07 180.18 182.27 184.55 187.5 190.46 193.15 195.33 197.52 199.44 201.06 202.7 203.96 204.94 205.93 206.07 205.8 205.52 205.13 204.7 204.27 204.13 204.04
155.26 155.18 155.12 155.06 155.31 155.58 155.84 156.07 156.29 156.61 157.44 158.26 159.34 161.15 162.94 164.18 164.45 164.73 164.74 164.47 164.19 163.67 162.98 162.3 160.85 159.09 157.35 158.33 159.97 161.6 163.02 164.43 165.77 164.87 163.98 163.16 162.72 162.28 161.9 161.72 161.55 161.54 161.83 162.12 162.63 163.38 164.13 164.5 164.59 164.68 164.8 164.95 165.09 166.71 168.69 170.67 171.99 173.26 174.55 176.27 178 179.83 182.5 185.16 187.88 190.8 193.72 196.35 198.46 200.58 202.12 203.01 203.92 204.58 205.05 205.53 205.49 205.2 204.91 204.64 204.38 204.11 203.94 203.78
156.39 156.45 156.52 156.59 156.86 157.15 157.44 157.81 158.19 158.64 159.56 160.49 161.63 163.4 165.17 166.35 166.54 166.74 166.73 166.51 166.29 165.73 164.96 164.19 162.35 160.07 157.8 158.72 160.36 162.01 163.39 164.75 166.03 165.12 164.2 163.39 163.19 162.99 162.77 162.51 162.26 162.18 162.4 162.62 163.13 163.94 164.76 165.15 165.24 165.34 165.56 165.84 166.12 167.81 169.83 171.85 172.98 174.04 175.12 177.06 179 181.11 184.24 187.37 190.45 193.4 196.34 198.96 200.99 203.02 204.23 204.51 204.8 204.95 205.01 205.07 204.91 204.64 204.36 204.21 204.08 203.95 203.74 203.52
157.74 157.98 158.21 158.43 158.72 159.01 159.31 159.87 160.43 161.06 162.04 163.01 164.14 165.68 167.22 168.23 168.38 168.52 168.5 168.31 168.11 167.52 166.66 165.81 163.65 160.98 158.31 159.11 160.64 162.17 163.44 164.69 165.86 165.11 164.37 163.74 163.78 163.81 163.74 163.42 163.1 162.95 163.08 163.2 163.74 164.72 165.69 166.09 166.11 166.13 166.51 167.02 167.53 169.11 170.92 172.74 173.77 174.74 175.74 177.47 179.21 181.18 184.44 187.71 190.91 193.97 197.02 199.61 201.42 203.24 204.19 204.19 204.2 204.23 204.28 204.33 204.31 204.26 204.2 204.09 203.98 203.86 203.52 203.17
159.11 159.51 159.89 160.27 160.57 160.86 161.19 161.94 162.68 163.48 164.51 165.54 166.65 167.96 169.27 170.11 170.21 170.31 170.27 170.1 169.94 169.3 168.36 167.43 164.94 161.87 158.81 159.49 160.91 162.33 163.49 164.64 165.69 165.12 164.54 164.1 164.37 164.63 164.71 164.32 163.94 163.72 163.75 163.79 164.37 165.5 166.63 167.04 166.98 166.93 167.45 168.2 168.95 170.4 172.01 173.62 174.55 175.44 176.37 177.89 179.42 181.25 184.65 188.05 191.38 194.54 197.7 200.26 201.86 203.46 204.14 203.87 203.6 203.51 203.55 203.59 203.72 203.88 204.03 203.98 203.87 203.77 203.3 202.81
161.53 162.16 162.81 163.45 163.64 163.8 164 164.64 165.28 165.98 166.9 167.83 168.79 169.8 170.82 171.49 171.61 171.73 171.77 171.71 171.65 170.87 169.68 168.49 165.8 162.55 159.3 160.09 161.62 163.15 164.03 164.88 165.66 165.21 164.76 164.46 164.95 165.43 165.64 165.15 164.67 164.38 164.38 164.37 165.01 166.26 167.51 167.96 167.91 167.85 168.49 169.4 170.31 171.64 173.05 174.47 175.39 176.28 177.2 178.67 180.13 181.92 185.36 188.8 192.16 195.32 198.48 200.94 202.29 203.65 204.07 203.55 203.03 202.84 202.87 202.9 203.15 203.5 203.85 203.84 203.75 203.67 203.08 202.45
164.31 165.2 166.18 167.15 167.18 167.18 167.22 167.63 168.05 168.52 169.26 170 170.72 171.39 172.07 172.55 172.74 172.93 173.07 173.17 173.27 172.29 170.69 169.09 166.27 163.04 159.8 160.92 162.78 164.64 165.08 165.47 165.81 165.41 165.02 164.83 165.52 166.22 166.51 165.85 165.2 164.84 164.91 164.97 165.68 166.98 168.28 168.84 168.96 169.07 169.75 170.63 171.51 172.72 174 175.27 176.43 177.58 178.78 180.8 182.82 185.03 188.23 191.43 194.48 197.17 199.87 201.85 202.74 203.63 203.83 203.34 202.85 202.72 202.8 202.89 202.94 203 203.06 202.91 202.73 202.55 202.16 201.76
167.08 168.25 169.56 170.86 170.73 170.57 170.44 170.62 170.8 171.06 171.61 172.16 172.64 172.97 173.31 173.61 173.87 174.12 174.38 174.64 174.91 173.7 171.69 169.68 166.75 163.52 160.29 161.74 163.94 166.14 166.12 166.04 165.95 165.62 165.29 165.2 166.1 167 167.38 166.55 165.73 165.3 165.44 165.58 166.35 167.7 169.05 169.73 170.01 170.3 171 171.86 172.71 173.8 174.93 176.07 177.47 178.88 180.37 182.94 185.51 188.14 191.09 194.05 196.79 199.02 201.25 202.75 203.17 203.6 203.58 203.13 202.67 202.59 202.73 202.87 202.73 202.49 202.26 201.99 201.71 201.43 201.25 201.06
169.85 171.04 172.37 173.7 173.56 173.4 173.26 173.29 173.33 173.44 173.79 174.14 174.42 174.54 174.66 174.82 175.03 175.24 175.5 175.81 176.12 174.65 172.23 169.81 167.05 164.15 161.25 162.8 165.02 167.25 166.89 166.48 166.08 165.83 165.58 165.58 166.58 167.58 168.01 167.16 166.3 165.86 165.99 166.13 166.93 168.31 169.69 170.48 170.94 171.4 172.15 173 173.85 174.85 175.87 176.89 178.64 180.38 182.23 185.29 188.34 191.32 193.97 196.63 199.03 200.79 202.57 203.6 203.58 203.56 203.33 202.92 202.5 202.47 202.66 202.86 202.51 201.98 201.46 201.06 200.68 200.31 200.33 200.37
172.61 173.69 174.86 176.03 175.96 175.89 175.81 175.76 175.7 175.69 175.82 175.96 176.07 176.09 176.11 176.16 176.22 176.3 176.44 176.66 176.87 175.07 172.23 169.39 167.12 164.99 162.86 164.17 165.96 167.76 167.24 166.7 166.2 166.06 165.92 165.99 166.86 167.73 168.14 167.56 166.98 166.63 166.58 166.54 167.23 168.55 169.88 170.76 171.41 172.05 172.89 173.8 174.7 175.74 176.8 177.86 180.49 183.14 185.82 189.03 192.23 195.15 196.98 198.83 200.49 201.71 202.94 203.58 203.42 203.26 202.97 202.56 202.16 202.03 202.06 202.09 201.76 201.31 200.86 200.58 200.33 200.08 200.22 200.36
175.38 176.34 177.35 178.36 178.37 178.38 178.37 178.22 178.07 177.93 177.86 177.78 177.71 177.64 177.56 177.49 177.42 177.35 177.38 177.5 177.62 175.48 172.22 168.96 167.2 165.85 164.48 165.54 166.9 168.27 167.6 166.92 166.32 166.29 166.26 166.39 167.13 167.87 168.27 167.98 167.68 167.4 167.17 166.94 167.54 168.8 170.06 171.04 171.88 172.71 173.64 174.6 175.57 176.64 177.73 178.82 182.37 185.91 189.42 192.77 196.12 198.96 199.98 201.01 201.93 202.61 203.3 203.56 203.26 202.96 202.61 202.21 201.82 201.58 201.44 201.3 200.99 200.64 200.28 200.14 200.04 199.93 200.18 200.43
