Jan_prc Feb_prc Mar_prc Apr_prc Mai_prc Jun_prc Jul_prc Aug_prc Sep_prc Okt_prc Nov_prc Dez_prc
8.7 9.7 4.2 7 14.4 47.8 26.1 51 12.9 50.5 15.2 6.9
13.8 22.7 6.1 7.8 10.9 53.4 116.9 59 18.5 23.8 19.9 6.2
2.4 5.6 10.4 9.6 21.2 61.8 32 36.3 28.8 41.2 13.3 26
13.9 17.3 7.9 10.3 28.7 32.4 35.9 105.8 35.5 46.8 15.3 9.8
10 10.8 9.5 14.6 22 17.1 48.7 61.3 26.7 19.2 15.7 7.9
7.9 11 11.1 13.1 13.4 50.7 37.8 91.9 74.9 19.8 20.5 21
15 6.9 13.3 18.4 28.9 45.2 38 58.4 34.8 28.6 15 11.2
6.5 8 2 17.4 13.6 78.9 75.4 69.1 37.5 40.6 23.4 8.2
25.2 18.6 4.4 8.5 19.1 56.3 75.2 61.3 41.8 29.6 13.4 18.8
22.1 23 9.1 19.5 31.7 20 67.6 86.1 43.2 27.9 14.2 16.5
21.9 7.9 8.9 19.2 33.7 28.9 43.1 76.5 48.3 57 23.8 20.4
13.6 14 10.5 14.3 46.4 27.7 45.4 70.9 33.2 21.5 24 16.7
5.2 11.1 11 17.5 20.4 42.7 48.2 32.2 39.7 21 16.7 9.4
12.1 5.5 7 14.1 31.3 63.5 58.8 58.5 28.5 34.7 7.7 15.8
19.7 11.3 8 21.8 26.7 21.6 52.9 40 38.2 40.9 13.2 9.3
15.1 12.7 11.8 15.4 31 31.1 40.5 54.8 27.4 58.7 23.9 26.7
7.8 11.8 10.5 7.2 24.9 104.7 46 41.4 28 60.9 25.6 25.6
14.7 8.1 10.9 20.5 29.7 43.2 50.5 91 33.5 36.4 16.5 21.7
13.7 14.7 5.8 8.2 29.1 56.6 80.3 83.2 46.4 22.1 22.7 7.5
4.4 11.6 5.3 18.5 17.9 44 54.4 75.5 39.3 22.5 23.5 27.3
14.9 14.7 21.9 5.1 16.9 54.2 38 42 35 30.1 31.3 20.2
17.5 7.2 5.5 21 17.1 40.3 29.7 52.3 24 23.2 18.4 21.2
17.4 19.9 12.7 18 10.5 83.9 26.7 24.5 35.4 22 36.4 14.2
21.6 20.8 14.1 15.3 28.6 31.1 29 23.9 43.9 17.4 12.2 13.9
24.7 15.7 8.3 15.2 23.4 59.3 22.4 99.1 30.9 33.5 21.3 20.1
19.3 22.5 32.9 12.2 20.2 36.9 12.5 17.5 28.3 20.8 30.7 35.1
