127.88 133.67 139.62 145.44 151.27 156.38 160.57 163.15 167.59 165.67 165.05 165.55 165.16 164.81 166.63 171.43 174.45 176.38 179.33 178.03 172.29 175.37 175.49 171.78 168.05 160.34 149.46 152.57 154.39 157.44 157.52 153.4 150.24 146.13 143.85 143.07 144.02 144.94 150.29 146.48 145.34 141.11 135.67 134.97 137.47 140.66 141.53 140.34 140.07 138.7 135.94 137.43 139.76 138.14 137.22 136.62 137.59 134.58 133.25 133.24 132.55 133.33 134.06 132.23 131.72 133.08 132.85 135.26 137.65 138.45 135.24 135.3 136.8 137.88 138.99 141.83 142.75 145.9 146.32 151.91 155.31 157.37 160.49 161.39 164.35 166.68 170.09 172.99 174.77 177.24 179.9 181.18 186.23 194.45 197.83 206.11 205.67 205.73 205.58 204.03 202.97 205.35 204.96 202.01 198.05 197.59 195.15 198.19 198.94 201.6 204.56
120.3 129.8 135.7 142.11 148.85 156.43 159.45 162.34 163.44 161.91 160.55 159.39 160.67 164.81 161.21 165.02 167.36 167 168.45 168.64 169.84 175.72 172.12 170.05 167.22 160.07 149.46 143.19 144.95 146.85 146.34 146.85 148.58 141.93 140.52 137.21 137.56 136.93 143.93 146.48 141.03 142.03 137.66 133.82 132.7 135.29 136.54 140.09 138.48 138.4 134.45 134.31 135.47 134.47 134.7 135.21 134.53 134.58 131.43 132.01 131.82 131.99 131.54 130.89 132.77 133.22 134.81 134.74 135.71 134.26 134.59 134.91 137.43 137.08 137.16 140.13 141.56 144.68 146.26 147.11 154.4 156.39 160.88 164.01 167.18 167.71 171.26 173.73 169.93 172.12 177.58 179.26 185.6 191.66 195.56 198.44 205.4 205.73 205.06 204.51 203.75 202.43 201.76 199.86 195.19 193.74 191.95 193.48 193.98 196.64 196.45
122.67 124.12 130.93 136.48 145.62 152.72 158.35 158.36 157.21 157.15 155.99 154.99 155.16 158.29 155.05 156.56 158.23 159.09 161.6 161.16 165.57 168.18 165.76 164.51 160.77 154.26 146.3 140.7 138.65 139.81 140.69 142.39 144.68 142.12 139.78 135.92 132.48 131.25 134.61 139.84 132.49 136.5 138.76 136.68 133.25 131.52 134.64 136.1 138.96 135.9 133.61 130.32 130.4 130.69 131.87 134.18 137.08 132.37 129.12 131.59 131.05 129.39 129.54 130.77 130.37 130.48 130.77 132.96 133.96 133.08 133.44 132.77 135 137.09 136.91 140.81 141.85 143.8 144.55 145.75 149.5 153.72 157.77 163.82 167.18 165.25 167.17 169.32 170.24 169.02 174.9 177.7 183.67 189.61 192.38 196.21 198.73 204.45 198.83 200.12 200.78 198.71 197.08 195.58 193.72 190.66 188.76 189.48 189.72 192.23 190.17
120.82 118.71 122.85 128.71 138.84 146.78 153.75 156.95 158.24 159.47 154.83 152.1 151.91 152.82 151.02 151.58 152.6 154.72 156.93 155.51 161.94 162.66 162.26 159.54 153.19 148.59 142.16 140.7 136.23 134.22 136.17 139.61 141.42 139.13 137.76 134.3 131.43 127.26 128.45 132.87 132.49 130.61 132.74 133.09 134.74 132.02 130.18 132.48 135.58 131.59 130.58 131.06 128.79 128.75 130.45 131.05 132.83 129.99 129.12 127.33 127.95 126.13 128.56 127.83 128.37 128.29 129.67 131.78 131.73 133.47 132.71 132.77 133.79 137.21 136.51 139.52 140.47 142.53 145 147.61 149.11 150.58 152.98 157.86 162.18 161.24 165.16 168.73 169.11 168.83 176.22 176.84 184.01 188.9 192.52 193.38 194.59 197.09 198.84 195.12 193.1 193.96 194.57 191.75 188.93 187.64 185.2 184.72 185.99 186.09 186.79
115.47 118.71 121.24 125.66 130.34 143.89 150.06 152.72 152.47 156.62 156.05 150.71 149.18 149.16 151.02 148.99 148.63 150.48 153.06 151.17 153.31 160.54 159.3 154.4 146.71 143.22 138.94 138.34 133.5 131.45 132.67 138.08 139.26 136.16 133.22 129.95 129.74 124.18 125.81 129.61 127.63 126.65 128.48 129.44 130.82 133.23 131.94 129.62 131.79 129.07 128.28 129.1 129.84 127.48 129.42 127.62 129.19 128.73 126.55 124.4 125.59 128.04 127.09 125.18 125.61 128.36 126.42 128.74 131.79 135.05 132.16 132.47 134.52 135.37 139.39 143.61 144.15 143.16 144.29 147 147.22 149.53 150.42 150.8 157.01 161.24 164.19 165.2 166.88 166.34 174.51 177.78 183.16 186.87 189.17 189.78 192.08 193.06 193.57 190.63 187.99 190.95 187.39 187.22 185.04 184.89 182.99 181.31 181.37 182.69 184.61
9999 116.2 120.44 124.32 130.69 135.69 145.4 148.87 149.87 153.17 154.99 150.59 147.79 147.28 148.52 145.83 146.97 147.88 149.01 147.66 148.41 152.83 150.18 145.19 141.54 138.27 135.54 135.04 133.5 130.5 128.74 131.84 132.72 130.93 128.7 127.68 127.1 124.74 123.71 125.95 125 126.65 126.82 127.58 126.54 128.51 129.14 128.6 128.74 128.73 125.84 125.54 127.74 125.84 126.57 126.42 127.29 127.01 125.19 124.93 122.49 125.33 123.02 123.99 125.87 127.19 124.59 125.08 127.07 129.27 132.62 131.61 134.52 135.94 140.24 142.35 143.55 142.6 145.82 146.73 146.94 147.36 149.83 149.37 151.86 159.22 159.53 164.13 163.33 165.52 172.57 176.3 181.25 184.28 186.21 188.79 190.48 189.95 187.74 190.63 185.89 184.89 183.93 184.08 181.41 181.48 180.5 179.44 179.33 180.87 183.29
9999 119.24 120.44 125.25 128.88 131.91 137.16 140.18 148.18 150.12 153.64 155.23 147.99 144.34 144.87 145.83 143.58 144.26 146.3 145.22 142.74 144.87 145.28 139.44 137.55 134.85 134.16 135.92 132.62 129.42 127.29 125.56 127.31 126.83 125.39 126.03 125.04 122.6 121.93 124.47 122.32 123.08 122 124.1 123.58 122.88 125.62 127.36 126.78 127.14 124.69 124.96 128.32 126.18 125.37 125.49 125.46 125.36 125.89 124.93 122.47 123.98 122.28 125.86 128.13 127.9 124.21 124.3 127.46 130.23 131.08 130.56 133.01 136.68 140.36 141.26 142.68 143.44 144.76 144.91 146.49 146.51 148.39 148.18 150.94 154.63 158.01 161.92 161.8 166.24 169.85 174.17 179.59 182.91 184.82 185.85 185.25 187.17 183.55 185.25 182.23 182.44 179.33 179.76 176.51 176.62 178.81 178.34 180.22 183.55 184.81
9999 119.83 121.95 123.26 127.49 132.31 135.4 137.57 140.81 148.54 150.1 149.96 150.58 145.37 141.41 142.71 141.15 141.09 145.01 143.85 138.64 138.43 138.08 136.99 135.31 131.06 131.04 134.05 131.09 126.71 126.33 124.77 122.82 122.62 121.3 123.48 124.04 121.33 121.42 122.79 121.38 120.92 122 124.67 124.13 124.4 124.66 125.55 125.51 124.94 124.96 124.98 127.45 124.47 121.96 122.5 124.67 123.7 122.24 123.76 124.28 123.47 124.24 123.13 127.19 126.75 125.99 125.57 128.15 129.96 130.05 131.35 132.16 136.68 139.02 139.62 142.22 142.65 144.26 145.25 146.75 146.69 148.74 149.85 151.1 152.93 157.36 157.86 157.3 165.28 169.79 172.56 176.33 178.34 179.81 181.37 181.07 184.72 184.91 182.3 182.23 179.93 177.58 174.72 174.26 174.8 176.67 179.05 183.31 186.36 186.37
118.22 118.75 121.56 123.26 125.73 129.31 133.95 135.06 136.68 137.19 146.17 145.93 146.66 145.21 145.26 143.17 141.15 138.6 141.78 142.07 136.66 134.53 132.48 132.55 130.79 130.06 127.2 129.62 128.94 126.71 125.1 124.51 122.8 120.41 119.5 119.79 119.58 121.03 121.2 121.04 118.97 118.79 120.46 121.34 121.66 122.99 123.98 123.53 125.01 123.45 122.89 123.34 123.88 123.25 122.08 121.09 125.56 124.42 120.02 122.24 124.28 124.56 125.54 126.92 125.19 125.07 127.26 126.84 126.06 126.83 129.37 130.01 131.18 132.59 136.53 140.32 141.76 143.22 141.76 141.95 144.53 145.88 147.46 148.2 147.76 150.84 155.92 157.86 152.44 162.8 164.52 167.76 172.59 174.6 177.59 180.02 181.42 184.35 183.76 182.28 180.26 177.98 176.16 173.88 171.87 174.63 177.76 182.26 185.01 186.81 187.41
117.48 119.44 124.44 124.78 124.86 127.04 128.51 132.15 134.78 134.69 135.37 138.65 142.11 143.26 142.24 142.51 144.74 139.47 138.45 138.26 134.85 131.66 129.79 127.66 127.13 127.14 124.19 124.9 125.84 125.57 123.63 122.75 122.04 120.99 119.42 119.16 118.99 119.67 121.38 119.97 118.66 117.04 116.53 121.34 118.78 121.33 121.08 121.41 123.59 122.39 122.76 123.71 122.95 123.38 122.54 119.68 119.23 122.54 122.28 121.7 125.42 124.36 126.12 125.79 125.6 125.5 125.75 127.06 126.56 124.93 128.58 129.9 130.64 132.36 135.87 139.76 139.81 139.97 141.72 144.16 144.97 144.79 144.87 146.84 146.91 151.05 153.73 155.63 149.89 153.97 159.22 167.44 169.78 170.45 175.52 175.63 175.82 179.1 179.67 179.92 178.09 177.98 173.24 171.38 171.18 172.14 179.26 182.58 185.92 190.03 189.79
