Jan_tmp Feb_tmp Mar_tmp Apr_tmp Mai_tmp Jun_tmp Jul_tmp Aug_tmp Sep_tmp Okt_tmp Nov_tmp Dez_tmp
-35.8 -38.5 -33 -17.4 -2.3 5.6 12.9 7.8 -1.2 -13.2 -21.9 -32.6
-32.1 -26.8 -26.5 -17 -6.2 7.5 13.5 7.7 2.5 -12.8 -24.8 -31.2
-29 -35.8 -19.6 -12.7 -4 6.1 11.3 8.9 1.7 -11.7 -24.8 -26.9
-31.9 -38 -26.6 -15.9 -3.6 6.1 10.8 7.5 -1.3 -13.6 -24 -35.5
-27.1 -37.7 -31.4 -15.1 -7.8 5.8 12.7 7.3 1.8 -9.8 -25.4 -38.6
-28.1 -34.6 -27.9 -18.8 -5.7 4 8.8 8.1 0.4 -10.8 -25 -32.6
-28.1 -44.1 -28.4 -14.6 -8.8 4.1 10.1 7 -0.2 -10.3 -28.5 -34.4
-31.8 -29.3 -28.5 -24 -8.8 3.8 13.8 6.2 -1.2 -17 -26.3 -28.6
-30.6 -32.4 -29.2 -18.8 -5.4 5.8 10.7 4.7 2.3 -13.3 -25.9 -29.9
-37.8 -40.3 -35.4 -20.2 -10 1.4 10 5.6 -0.2 -15.1 -25 -32
-32.5 -38.8 -27.6 -18.2 -6.2 6.2 9.5 10.2 2.1 -13.8 -31.7 -27.9
-42.2 -37.1 -22.9 -21.9 -11.2 8.1 12 8.9 -4 -15.4 -27.7 -35.1
-41.4 -36.9 -31.1 -25.4 -6.6 8.2 12.8 8.5 -0.1 -14.7 -18.8 -26.9
-34.8 -30.4 -29.4 -17.5 -6.9 2.9 10.9 10.5 -1.4 -16.4 -29.8 -39.2
-37 -26.6 -33.9 -20.1 -6.4 4.1 11 6.8 -1.2 -15.3 -26.4 -28.8
-36.5 -38.1 -26.3 -21.3 -10.1 3.2 10.1 10.2 -4.4 -21.6 -32.3 -34.5
-35.6 -38.2 -27.6 -11 -4.7 3.7 11.8 5.8 2.2 -8.5 -31 -36.3
-37.2 -31.7 -26 -20.5 -3 -0.1 11.9 6.1 -4.6 -13.6 -21.6 -37.7
-33.3 -27.9 -27 -17.3 -10.5 2.2 11.4 9.4 -1.7 -13.5 -29.1 -34
-32.6 -30.1 -27.2 -17.5 -7.5 5 12.8 9.6 0.6 -13.2 -28.1 -27.3
-33 -33.6 -28.6 -18.9 -5.8 6.5 13 8.6 1.7 -14 -28.3 -21.8
-40.4 -32.3 -23.5 -16.7 -8.1 4.7 8.8 8.9 0.7 -20 -36 -34.8
-35.8 -29.4 -23.6 -20.8 -8.7 2.8 11.6 9.4 0 -14.7 -31.7 -35.2
-38.5 -34.1 -31.1 -16 -11.6 3.9 11 7 -2.4 -13.5 -32.7 -34.2
-36.3 -35.9 -26.2 -20.6 -7.1 4.1 13 12.9 2 -15.3 -21.6 -27.4
-35.2 -37.3 -26.8 -21.2 -10.5 2.2 13.1 5.7 0.4 -15.4 -25.1 -27.8
-36.6 -40.7 -30.1 -20.4 -7.9 4.8 15.4 8.7 -1.3 -14.4 -21.9 -29.5
-33.4 -29.7 -21.3 -14 -10.1 2.3 11 6.7 -0.2 -14.1 -36.3 -38.3
-37.2 -33.3 -27.5 -14.7 -8.5 4.4 15.6 7.2 0.5 -5.4 -19 -23.2
-41.2 -42 -35.8 -21.7 -8.8 2 10.8 7.8 -0.3 -17.1 -30.1 -22.4
-37.3 -38.2 -26.5 -18.2 -9.9 -1.2 13.9 9.8 0.8 -14.3 -32.3 -29.9
-35.8 -21.5 -33.3 -21.9 -10.7 1.2 12.4 8.8 3.2 -12.5 -23.6 -29
-31.4 -31 -28.9 -21.5 -10.3 3.9 11.3 8.3 -1.6 -12.6 -23.6 -34.5
-30.6 -31.4 -26.9 -16.7 -10.1 2.3 12 9.7 0.9 -12.3 -29.2 -37.8
-42 -36.3 -21.4 -19.2 -9.3 1.5 9.9 6.9 1.6 -13.7 -26.5 -35.7
-36.5 -40.2 -33.1 -20.6 -7.1 7.8 10.2 6.5 0 -16.1 -29.6 -24.6
-38.1 -29.2 -22.8 -20.2 -9.6 9.4 13.6 11.5 1.4 -13.3 -26.9 -33
-33.3 -37.8 -32.8 -22.3 -9.6 0.6 14.2 4.6 -2.6 -18.1 -35.3 -39.8
-34.9 -36.3 -28.6 -22.3 -6 8.2 12.2 9.6 -5.2 -21.4 -34.8 -36.5
-32.8 -33.8 -27.4 -19.4 -4.7 8.5 13.8 10.3 -0.5 -16.5 -30.3 -27.9
-31.8 -32.4 -27.4 -17.7 -4.6 7.7 14.2 9.8 2.9 -12.8 -27.1 -20.6
-39.2 -31.1 -22.3 -15.5 -6.9 5.9 10 10.1 1.9 -18.8 -34.8 -33.6
-34.6 -28.2 -22.4 -19.6 -7.5 4 12.8 10.6 1.2 -13.5 -30.5 -34
-37.3 -32.9 -29.9 -14.8 -10.4 5.1 12.2 8.2 -1.2 -12.3 -31.5 -33
-35.1 -34.7 -25 -19.4 -5.9 5.3 14.2 14.1 3.2 -14.1 -20.4 -26.2
-34 -36.1 -25.6 -20 -9.3 3.4 14.3 6.9 1.6 -14.2 -23.9 -26.6
-35.4 -39.5 -28.9 -19.2 -6.7 6 16.6 9.9 -0.1 -13.2 -20.7 -28.3
-32.2 -28.5 -20.1 -12.8 -8.9 3.5 12.2 7.9 1 -12.9 -35.1 -37.1
-36 -32.1 -26.3 -13.5 -7.3 5.6 16.8 8.4 1.7 -4.2 -17.8 -22
-40 -40.8 -34.6 -20.5 -7.6 3.2 12 9 0.9 -15.9 -28.9 -21.2
-36.1 -37 -25.3 -17 -8.7 0 15.1 11 2 -13.1 -31.1 -28.7
-34.6 -20.3 -32.1 -20.7 -9.5 2.4 13.6 10 4.4 -11.3 -22.4 -27.8
-30.2 -29.8 -27.7 -20.3 -9.1 5.1 12.5 9.5 -0.4 -11.4 -22.4 -33.3
-29.4 -30.2 -25.7 -15.5 -8.9 3.5 13.2 10.9 2.1 -11.1 -28 -36.6
-40.8 -35.1 -20.2 -18 -8.1 2.7 11.1 8.1 2.8 -12.5 -25.3 -34.5
-35.3 -39 -31.9 -19.4 -5.9 9 11.4 7.7 1.2 -14.9 -28.4 -23.4
-36.9 -28 -21.6 -19 -8.4 10.6 14.8 12.7 2.6 -12.1 -25.7 -31.8
-32.1 -36.6 -31.6 -21.1 -8.4 1.8 15.4 5.8 -1.4 -16.9 -34.1 -38.6
-33.7 -35.1 -27.4 -21.1 -4.8 9.4 13.4 10.8 -4 -20.2 -33.6 -35.3
-35.1 -32.5 -27.1 -23.1 -8.4 6.5 12.8 7.8 -2.6 -20.8 -27.8 -32.1
-35 -28.3 -25.3 -23.6 -10.3 5.3 13.8 6.4 0.4 -19.8 -20.5 -27.4
-23.6 -40 -35.8 -18.9 -10.2 5.4 12.9 8 -0.9 -14 -30.2 -38.3
-36.4 -35.3 -29.2 -17.5 -8.5 6.3 10.7 10.3 -2.2 -12.1 -27.4 -25.2
-36.7 -30 -24.7 -13.1 -5.7 5.5 16.5 5.4 -0.6 -13.8 -25.5 -28.4
-38.5 -29.9 -32.9 -20.2 -7.8 3.3 9.6 5.9 2.2 -16.6 -29.9 -37.4
-39.5 -37.9 -34.5 -19.7 -9 1.9 10 5.7 3.4 -8.1 -27.2 -28.7
-37 -36.3 -30.1 -20.1 -6.3 5.1 11.1 6.6 0.4 -14.4 -31.1 -31.2
-32.7 -32.1 -23.3 -17.5 -7.4 0 10.5 7 2.8 -8.2 -30.6 -26
-31.8 -37.2 -27.3 -21.6 -7 3.2 13.3 8.5 3 -8.5 -17.8 -31.4
-35.1 -36.6 -25.7 -17.6 -3.8 3.9 12.8 7.8 -0.8 -7.1 -26.9 -30
-39.9 -38.1 -28.9 -18.9 -9.3 3.1 13.2 5.6 -2.6 -11.8 -30.5 -38.2
-29.5 -33.6 -30.2 -16.5 -5.9 8.7 12.4 7.9 2.2 -10.7 -32.2 -36.6
-27.8 -32.4 -27.3 -18.1 -7.3 1.5 11 8.2 1.1 -14.1 -28.4 -30.6
-33.4 -25.3 -25.4 -9.6 -4.8 8 10.6 9.3 1.3 -10.1 -27.3 -37.6
-26.7 -32.8 -36.5 -24.1 -5.2 6.5 11.6 6.9 2 -13.5 -29.7 -24
-39.6 -38.5 -36.2 -24.2 -7.4 9.1 14.9 9.2 0.6 -10 -30.1 -36.4
-34.3 -31 -29.8 -18.2 -7 6.5 11 7.6 0.9 -16.5 -27.1 -37.7
-38.1 -29.5 -28.8 -22.3 -11.5 5.3 10.3 8.7 0 -13 -26.2 -24.1
-27.2 -33.6 -24.8 -14.1 -7.4 5.4 10.5 8.7 2.3 -15.9 -23.8 -31.4
-29.5 -29.3 -23.4 -17.2 -7.3 6.9 13.8 9.1 2.9 -16.2 -20.5 -27.8
-33.4 -26.7 -23.7 -22 -8.7 6.9 15.4 8 2 -18.2 -18.9 -25.8
-22 -38.4 -34.2 -17.3 -8.6 7 14.5 9.6 0.7 -12.4 -28.6 -36.7
-34.8 -33.7 -27.6 -15.9 -6.9 7.9 12.3 11.9 -0.6 -10.5 -25.8 -23.6
-35.1 -28.4 -23.1 -11.5 -4.1 7.1 18.1 7 1 -12.2 -23.9 -26.8
-36.9 -28.3 -31.3 -18.6 -6.2 4.9 11.2 7.5 3.8 -15 -28.3 -35.8
-37.9 -36.3 -32.9 -18.1 -7.4 3.5 11.6 7.3 5 -6.5 -25.6 -27.1
-35.4 -34.7 -28.5 -18.5 -4.7 6.7 12.7 8.2 2 -12.8 -29.5 -29.6
-31.1 -30.5 -21.7 -15.9 -5.8 1.6 12.1 8.6 4.4 -6.6 -29 -24.4
-30.2 -35.6 -25.7 -20 -5.4 4.8 14.9 10.1 4.6 -6.9 -16.2 -29.8
-33.5 -35 -24.1 -16 -2.2 5.5 14.4 9.4 0.8 -5.5 -25.3 -28.4
-38.3 -36.5 -27.3 -17.3 -7.7 4.7 14.8 7.2 -1 -10.2 -28.9 -36.6
-27.9 -32 -28.6 -14.9 -4.3 10.3 14 9.5 3.8 -9.1 -30.6 -35
-26.2 -30.8 -25.7 -16.5 -5.7 3.1 12.6 9.8 2.7 -12.5 -26.8 -29
-31.8 -23.7 -23.8 -8 -3.2 9.6 12.2 10.9 2.9 -8.5 -25.7 -36
-25.1 -31.2 -34.9 -22.5 -3.6 8.1 13.2 8.5 3.6 -11.9 -28.1 -22.4
-38 -36.9 -34.6 -22.6 -5.8 10.7 16.5 10.8 2.2 -8.4 -28.5 -34.8
-32.7 -29.4 -28.2 -16.6 -5.4 8.1 12.6 9.2 2.5 -14.9 -25.5 -36.1
-36.5 -27.9 -27.2 -20.7 -9.9 6.9 11.9 10.3 1.6 -11.4 -24.6 -22.5
-25.6 -32 -23.2 -12.5 -5.8 7 12.1 10.3 3.9 -14.3 -22.2 -29.8
-31.7 -36.3 -29.1 -15.9 -5 5.3 11.5 8.1 0.3 -14.7 -23 -32.2
-35.6 -38.3 -32.8 -17.2 -2.1 5.8 13.1 8 -1 -13 -21.7 -32.4
-31.9 -26.6 -26.3 -16.8 -6 7.7 13.7 7.9 2.7 -12.6 -24.6 -31
-28.8 -35.6 -19.4 -12.5 -3.8 6.3 11.5 9.1 1.9 -11.5 -24.6 -26.7
-31.7 -37.8 -26.4 -15.7 -3.4 6.3 11 7.7 -1.1 -13.4 -23.8 -35.3
-26.9 -37.5 -31.2 -14.9 -7.6 6 12.9 7.5 2 -9.6 -25.2 -38.4
-27.9 -34.4 -27.7 -18.6 -5.5 4.2 9 8.3 0.6 -10.6 -24.8 -32.4
-27.9 -43.9 -28.2 -14.4 -8.6 4.3 10.3 7.2 0 -10.1 -28.3 -34.2
-31.6 -29.1 -28.3 -23.8 -8.6 4 14 6.4 -1 -16.8 -26.1 -28.4
-30.4 -32.2 -29 -18.6 -5.2 6 10.9 4.9 2.5 -13.1 -25.7 -29.7
-37.6 -40.1 -35.2 -20 -9.8 1.6 10.2 5.8 0 -14.9 -24.8 -31.8
-32.3 -38.6 -27.4 -18 -6 6.4 9.7 10.4 2.3 -13.6 -31.5 -27.7
-42 -36.9 -22.7 -21.7 -11 8.3 12.2 9.1 -3.8 -15.2 -27.5 -34.9
-41.2 -36.7 -30.9 -25.2 -6.4 8.4 13 8.7 0.1 -14.5 -18.6 -26.7
-34.6 -30.2 -29.2 -17.3 -6.7 3.1 11.1 10.7 -1.2 -16.2 -29.6 -39
-36.8 -26.4 -33.7 -19.9 -6.2 4.3 11.2 7 -1 -15.1 -26.2 -28.6
-36.3 -37.9 -26.1 -21.1 -9.9 3.4 10.3 10.4 -4.2 -21.4 -32.1 -34.3
-35.4 -38 -27.4 -10.8 -4.5 3.9 12 6 2.4 -8.3 -30.8 -36.1
-37 -31.5 -25.8 -20.3 -2.8 0.1 12.1 6.3 -4.4 -13.4 -21.4 -37.5
-33.1 -27.7 -26.8 -17.1 -10.3 2.4 11.6 9.6 -1.5 -13.3 -28.9 -33.8
-35.4 -34 -30.8 -18.1 -7.2 3.1 11.3 7.8 -2.3 -14.2 -26.3 -34.1
-36.6 -39.3 -33.8 -18.2 -3.1 4.8 12.1 7 -2 -14 -22.7 -33.4
-32.9 -27.6 -27.3 -17.8 -7 6.7 12.7 6.9 1.7 -13.6 -25.6 -32
-29.8 -36.6 -20.4 -13.5 -4.8 5.3 10.5 8.1 0.9 -12.5 -25.6 -27.7
-32.7 -38.8 -27.4 -16.7 -4.4 5.3 10 6.7 -2.1 -14.4 -24.8 -36.3
-27.9 -38.5 -32.2 -15.9 -8.6 5 11.9 6.5 1 -10.6 -26.2 -39.4
-28.9 -35.4 -28.7 -19.6 -6.5 3.2 8 7.3 -0.4 -11.6 -25.8 -33.4
-28.9 -44.9 -29.2 -15.4 -9.6 3.3 9.3 6.2 -1 -11.1 -29.3 -35.2
-32.6 -30.1 -29.3 -24.8 -9.6 3 13 5.4 -2 -17.8 -27.1 -29.4
-31.4 -33.2 -30 -19.6 -6.2 5 9.9 3.9 1.5 -14.1 -26.7 -30.7
-38.6 -41.1 -36.2 -21 -10.8 0.6 9.2 4.8 -1 -15.9 -25.8 -32.8
-33.3 -39.6 -28.4 -19 -7 5.4 8.7 9.4 1.3 -14.6 -32.5 -28.7
-43 -37.9 -23.7 -22.7 -12 7.3 11.2 8.1 -4.8 -16.2 -28.5 -35.9
-42.2 -37.7 -31.9 -26.2 -7.4 7.4 12 7.7 -0.9 -15.5 -19.6 -27.7
-35.6 -31.2 -30.2 -18.3 -7.7 2.1 10.1 9.7 -2.2 -17.2 -30.6 -40
-37.8 -27.4 -34.7 -20.9 -7.2 3.3 10.2 6 -2 -16.1 -27.2 -29.6
-37.3 -38.9 -27.1 -22.1 -10.9 2.4 9.3 9.4 -5.2 -22.4 -33.1 -35.3
-36.4 -39 -28.4 -11.8 -5.5 2.9 11 5 1.4 -9.3 -31.8 -37.1
-38 -32.5 -26.8 -21.3 -3.8 -0.9 11.1 5.3 -5.4 -14.4 -22.4 -38.5
-34.1 -28.7 -27.8 -18.1 -11.3 1.4 10.6 8.6 -2.5 -14.3 -29.9 -34.8
-35.1 -33.7 -30.5 -17.8 -6.9 3.4 11.6 8.1 -2 -13.9 -26 -33.8
-36.3 -39 -33.5 -17.9 -2.8 5.1 12.4 7.3 -1.7 -13.7 -22.4 -33.1
-32.6 -27.3 -27 -17.5 -6.7 7 13 7.2 2 -13.3 -25.3 -31.7
-29.5 -36.3 -20.1 -13.2 -4.5 5.6 10.8 8.4 1.2 -12.2 -25.3 -27.4
-32.4 -38.5 -27.1 -16.4 -4.1 5.6 10.3 7 -1.8 -14.1 -24.5 -36
-27.6 -38.2 -31.9 -15.6 -8.3 5.3 12.2 6.8 1.3 -10.3 -25.9 -39.1
-28.6 -35.1 -28.4 -19.3 -6.2 3.5 8.3 7.6 -0.1 -11.3 -25.5 -33.1
-28.6 -44.6 -28.9 -15.1 -9.3 3.6 9.6 6.5 -0.7 -10.8 -29 -34.9
-32.3 -29.8 -29 -24.5 -9.3 3.3 13.3 5.7 -1.7 -17.5 -26.8 -29.1
-31.1 -32.9 -29.7 -19.3 -5.9 5.3 10.2 4.2 1.8 -13.8 -26.4 -30.4
-38.3 -40.8 -35.9 -20.7 -10.5 0.899999999999999 9.5 5.1 -0.7 -15.6 -25.5 -32.5
-33 -39.3 -28.1 -18.7 -6.7 5.7 9 9.7 1.6 -14.3 -32.2 -28.4
-42.7 -37.6 -23.4 -22.4 -11.7 7.6 11.5 8.4 -4.5 -15.9 -28.2 -35.6
-41.9 -37.4 -31.6 -25.9 -7.1 7.7 12.3 8 -0.6 -15.2 -19.3 -27.4
-35.3 -30.9 -29.9 -18 -7.4 2.4 10.4 10 -1.9 -16.9 -30.3 -39.7
-37.5 -27.1 -34.4 -20.6 -6.9 3.6 10.5 6.3 -1.7 -15.8 -26.9 -29.3
-37 -38.6 -26.8 -21.8 -10.6 2.7 9.6 9.7 -4.9 -22.1 -32.8 -35
-36.1 -38.7 -28.1 -11.5 -5.2 3.2 11.3 5.3 1.7 -9 -31.5 -36.8
-37.7 -32.2 -26.5 -21 -3.5 -0.6 11.4 5.6 -5.1 -14.1 -22.1 -38.2
-33.8 -28.4 -27.5 -17.8 -11 1.7 10.9 8.9 -2.2 -14 -29.6 -34.5
-31.9 -29.4 -26.5 -16.8 -6.8 5.7 13.5 10.3 1.3 -12.5 -27.4 -26.6
-32.3 -32.9 -27.9 -18.2 -5.1 7.2 13.7 9.3 2.4 -13.3 -27.6 -21.1
-39.7 -31.6 -22.8 -16 -7.4 5.4 9.5 9.6 1.4 -19.3 -35.3 -34.1
-35.1 -28.7 -22.9 -20.1 -8 3.5 12.3 10.1 0.7 -14 -31 -34.5
-37.8 -33.4 -30.4 -15.3 -10.9 4.6 11.7 7.7 -1.7 -12.8 -32 -33.5
-35.6 -35.2 -25.5 -19.9 -6.4 4.8 13.7 13.6 2.7 -14.6 -20.9 -26.7
-34.5 -36.6 -26.1 -20.5 -9.8 2.9 13.8 6.4 1.1 -14.7 -24.4 -27.1
-35.9 -40 -29.4 -19.7 -7.2 5.5 16.1 9.4 -0.6 -13.7 -21.2 -28.8
-32.7 -29 -20.6 -13.3 -9.4 3 11.7 7.4 0.5 -13.4 -35.6 -37.6
-36.5 -32.6 -26.8 -14 -7.8 5.1 16.3 7.9 1.2 -4.7 -18.3 -22.5
-40.5 -41.3 -35.1 -21 -8.1 2.7 11.5 8.5 0.4 -16.4 -29.4 -21.7
-36.6 -37.5 -25.8 -17.5 -9.2 -0.5 14.6 10.5 1.5 -13.6 -31.6 -29.2
-35.1 -20.8 -32.6 -21.2 -10 1.9 13.1 9.5 3.9 -11.8 -22.9 -28.3
-30.7 -30.3 -28.2 -20.8 -9.6 4.6 12 9 -0.9 -11.9 -22.9 -33.8
-29.9 -30.7 -26.2 -16 -9.4 3 12.7 10.4 1.6 -11.6 -28.5 -37.1
-41.3 -35.6 -20.7 -18.5 -8.6 2.2 10.6 7.6 2.3 -13 -25.8 -35
-35.8 -39.5 -32.4 -19.9 -6.4 8.5 10.9 7.2 0.7 -15.4 -28.9 -23.9
-37.4 -28.5 -22.1 -19.5 -8.9 10.1 14.3 12.2 2.1 -12.6 -26.2 -32.3
-32.6 -37.1 -32.1 -21.6 -8.9 1.3 14.9 5.3 -1.9 -17.4 -34.6 -39.1
-34.2 -35.6 -27.9 -21.6 -5.3 8.9 12.9 10.3 -4.5 -20.7 -34.1 -35.8
-35.6 -36 -24.3 -19.8 -5.6 7 13.9 8.8 -1.7 -13.8 -30 -32.6
-37.6 -36.9 -21.3 -18.7 -6.5 4.5 14.2 6.7 0.5 -7.6 -26.6 -30
-26.7 -29.8 -21.8 -17.8 -5.8 6.2 8.9 9 2.5 -13.2 -23.1 -29.9
-32.3 -33.2 -25.8 -19.9 -4.8 3.2 11.5 9 -1.4 -18.9 -27.4 -30.6
-35.6 -37.2 -28 -16 -6.2 4.4 15.1 9 4.8 -12.6 -22.5 -28.4
-36 -31 -18.3 -11.6 -4.1 10.5 13.7 8.8 2.9 -12.6 -31.8 -33
-32.4 -26.8 -22.7 -18.4 -4.5 1.5 9.9 7.2 -1 -12.5 -31.7 -27.4
-28.1 -31.5 -26.3 -22.6 -4.9 8 11.4 8.8 3 -12.5 -24.4 -20.1
-40.7 -34.7 -29.7 -17.4 -6.4 1.3 13.3 9.9 2.1 -11.2 -28.5 -33
-33.9 -29 -28.8 -20.1 -7.4 3.8 15.2 8.7 0.8 -9.7 -21.9 -33.8
-34.7 -32.7 -26.6 -18 -8.1 8.3 12.4 9 2.7 -10.4 -21.5 -30.2
-26.8 -31.9 -25.8 -23.6 -7.3 6.8 19 8.5 3.3 -11.5 -27.4 -29.8
-29.9 -29.9 -24.2 -21 -6.8 6.8 11.5 11.4 3.6 -9.9 -18.8 -31
-37 -28.6 -30.7 -15.3 -8.7 4 11.9 11.9 1.5 -18.1 -31.9 -30.5
-20.8 -31.5 -27.4 -15.4 -9.6 5.4 11.6 10.4 -0.2 -13.8 -20.3 -29.4
-34 -29.8 -29.3 -15.9 -6.3 2.7 13.1 12 2.2 -7.9 -31.7 -21.5
-42.5 -44.9 -32.2 -19.6 -9 9.8 16.4 9.2 1.1 -15 -28.7 -29.4
-38.8 -31 -30 -19.9 -4.6 5.9 14.7 11.3 1.1 -9.2 -20.5 -38.9
-33.2 -36.4 -30.5 -14.7 -2.8 6 11.9 7.2 0.4 -17.8 -28.8 -34.9
-29.9 -34.7 -28.8 -13 -7.5 6.1 10.6 7.2 1.6 -16.1 -28.7 -36.5
-34.5 -36.6 -25.9 -16.7 -7.8 4.5 11.6 6.2 0.2 -12.7 -28.4 -34
-38.4 -37.7 -22.1 -19.5 -7.3 3.7 13.4 5.9 -0.3 -8.4 -27.4 -30.8
-27.5 -30.6 -22.6 -18.6 -6.6 5.4 8.1 8.2 1.7 -14 -23.9 -30.7
-33.1 -34 -26.6 -20.7 -5.6 2.4 10.7 8.2 -2.2 -19.7 -28.2 -31.4
-36.4 -38 -28.8 -16.8 -7 3.6 14.3 8.2 4 -13.4 -23.3 -29.2
-36.8 -31.8 -19.1 -12.4 -4.9 9.7 12.9 8 2.1 -13.4 -32.6 -33.8
-33.2 -27.6 -23.5 -19.2 -5.3 0.7 9.1 6.4 -1.8 -13.3 -32.5 -28.2
-28.9 -32.3 -27.1 -23.4 -5.7 7.2 10.6 8 2.2 -13.3 -25.2 -20.9
-41.5 -35.5 -30.5 -18.2 -7.2 0.5 12.5 9.1 1.3 -12 -29.3 -33.8
-34.7 -29.8 -29.6 -20.9 -8.2 3 14.4 7.9 0 -10.5 -22.7 -34.6
-35.5 -33.5 -27.4 -18.8 -8.9 7.5 11.6 8.2 1.9 -11.2 -22.3 -31
-27.6 -32.7 -26.6 -24.4 -8.1 6 18.2 7.7 2.5 -12.3 -28.2 -30.6
-30.7 -30.7 -25 -21.8 -7.6 6 10.7 10.6 2.8 -10.7 -19.6 -31.8
-37.8 -29.4 -31.5 -16.1 -9.5 3.2 11.1 11.1 0.7 -18.9 -32.7 -31.3
-21.6 -32.3 -28.2 -16.2 -10.4 4.6 10.8 9.6 -1 -14.6 -21.1 -30.2
-34.8 -30.6 -30.1 -16.7 -7.1 1.9 12.3 11.2 1.4 -8.7 -32.5 -22.3
-43.3 -45.7 -33 -20.4 -9.8 9 15.6 8.4 0.3 -15.8 -29.5 -30.2
-39.6 -31.8 -30.8 -20.7 -5.4 5.1 13.9 10.5 0.3 -10 -21.3 -39.7
-34 -37.2 -31.3 -15.5 -3.6 5.2 11.1 6.4 -0.4 -18.6 -29.6 -35.7
-30.7 -35.5 -29.6 -13.8 -8.3 5.3 9.8 6.4 0.8 -16.9 -29.5 -37.3
-33.2 -36.9 -31.3 -15.6 -5.2 5.5 11.4 7.1 -0.2 -15 -25.7 -34.9
-34.9 -37.6 -32.1 -16.5 -1.4 6.5 13.8 8.7 -0.3 -12.3 -21 -31.7
-31.2 -25.9 -25.6 -16.1 -5.3 8.4 14.4 8.6 3.4 -11.9 -23.9 -30.3
-28.1 -34.9 -18.7 -11.8 -3.1 7 12.2 9.8 2.6 -10.8 -23.9 -26
-31 -37.1 -25.7 -15 -2.7 7 11.7 8.4 -0.4 -12.7 -23.1 -34.6
-26.2 -36.8 -30.5 -14.2 -6.9 6.7 13.6 8.2 2.7 -8.9 -24.5 -37.7
-27.2 -33.7 -27 -17.9 -4.8 4.9 9.7 9 1.3 -9.9 -24.1 -31.7
-27.2 -43.2 -27.5 -13.7 -7.9 5 11 7.9 0.7 -9.4 -27.6 -33.5
-30.9 -28.4 -27.6 -23.1 -7.9 4.7 14.7 7.1 -0.3 -16.1 -25.4 -27.7
-29.7 -31.5 -28.3 -17.9 -4.5 6.7 11.6 5.6 3.2 -12.4 -25 -29
-36.9 -39.4 -34.5 -19.3 -9.1 2.3 10.9 6.5 0.7 -14.2 -24.1 -31.1
-31.6 -37.9 -26.7 -17.3 -5.3 7.1 10.4 11.1 3 -12.9 -30.8 -27
-41.3 -36.2 -22 -21 -10.3 9 12.9 9.8 -3.1 -14.5 -26.8 -34.2
-40.5 -36 -30.2 -24.5 -5.7 9.1 13.7 9.4 0.8 -13.8 -17.9 -26
-33.9 -29.5 -28.5 -16.6 -6 3.8 11.8 11.4 -0.5 -15.5 -28.9 -38.3
-36.1 -25.7 -33 -19.2 -5.5 5 11.9 7.7 -0.3 -14.4 -25.5 -27.9
-35.6 -37.2 -25.4 -20.4 -9.2 4.1 11 11.1 -3.5 -20.7 -31.4 -33.6
-34.7 -37.3 -26.7 -10.1 -3.8 4.6 12.7 6.7 3.1 -7.6 -30.1 -35.4
-36.3 -30.8 -25.1 -19.6 -2.1 0.8 12.8 7 -3.7 -12.7 -20.7 -36.8
-32.4 -27 -26.1 -16.4 -9.6 3.1 12.3 10.3 -0.8 -12.6 -28.2 -33.1
-34.9 -33.5 -30.3 -17.6 -6.7 3.6 11.8 8.3 -1.8 -13.7 -25.8 -33.6
-36.1 -38.8 -33.3 -17.7 -2.6 5.3 12.6 7.5 -1.5 -13.5 -22.2 -32.9
-32.4 -27.1 -26.8 -17.3 -6.5 7.2 13.2 7.4 2.2 -13.1 -25.1 -31.5
-29.3 -36.1 -19.9 -13 -4.3 5.8 11 8.6 1.4 -12 -25.1 -27.2
-32.2 -38.3 -26.9 -16.2 -3.9 5.8 10.5 7.2 -1.6 -13.9 -24.3 -35.8
-27.4 -38 -31.7 -15.4 -8.1 5.5 12.4 7 1.5 -10.1 -25.7 -38.9
-28.4 -34.9 -28.2 -19.1 -6 3.7 8.5 7.8 0.1 -11.1 -25.3 -32.9
-28.4 -44.4 -28.7 -14.9 -9.1 3.8 9.8 6.7 -0.5 -10.6 -28.8 -34.7
-32.1 -29.6 -28.8 -24.3 -9.1 3.5 13.5 5.9 -1.5 -17.3 -26.6 -28.9
-30.9 -32.7 -29.5 -19.1 -5.7 5.5 10.4 4.4 2 -13.6 -26.2 -30.2
-38.1 -40.6 -35.7 -20.5 -10.3 1.1 9.7 5.3 -0.5 -15.4 -25.3 -32.3
-32.8 -39.1 -27.9 -18.5 -6.5 5.9 9.2 9.9 1.8 -14.1 -32 -28.2
-42.5 -37.4 -23.2 -22.2 -11.5 7.8 11.7 8.6 -4.3 -15.7 -28 -35.4
-41.7 -37.2 -31.4 -25.7 -6.9 7.9 12.5 8.2 -0.4 -15 -19.1 -27.2
-35.1 -30.7 -29.7 -17.8 -7.2 2.6 10.6 10.2 -1.7 -16.7 -30.1 -39.5
-37.3 -26.9 -34.2 -20.4 -6.7 3.8 10.7 6.5 -1.5 -15.6 -26.7 -29.1
-36.8 -38.4 -26.6 -21.6 -10.4 2.9 9.8 9.9 -4.7 -21.9 -32.6 -34.8
-35.9 -38.5 -27.9 -11.3 -5 3.4 11.5 5.5 1.9 -8.8 -31.3 -36.6
