Jan_tmp Feb_tmp Mar_tmp Apr_tmp Mai_tmp Jun_tmp Jul_tmp Aug_tmp Sep_tmp Okt_tmp Nov_tmp Dez_tmp
-29.2 -29.2 -23.5 -20.3 -6.1 7.5 12.2 12.1 4.3 -9.2 -18.1 -30.3
-36.3 -27.9 -30 -14.6 -8 4.7 12.6 12.6 2.2 -17.4 -31.2 -29.8
-20.1 -30.8 -26.7 -14.7 -8.9 6.1 12.3 11.1 0.5 -13.1 -19.6 -28.7
-33.3 -29.1 -28.6 -15.2 -5.6 3.4 13.8 12.7 2.9 -7.2 -31 -20.8
-41.8 -44.2 -31.5 -18.9 -8.3 10.5 17.1 9.9 1.8 -14.3 -28 -28.7
-38.1 -30.3 -29.3 -19.2 -3.9 6.6 15.4 12 1.8 -8.5 -19.8 -38.2
-32.5 -35.7 -29.8 -14 -2.1 6.7 12.6 7.9 1.1 -17.1 -28.1 -34.2
-29.2 -34 -28.1 -12.3 -6.8 6.8 11.3 7.9 2.3 -15.4 -28 -35.8
-33.2 -32.2 -27.8 -19 -9.6 5 11.4 6.1 0.2 -18.7 -25.4 -32.7
-34.9 -28.2 -25.2 -23.5 -10.2 5.4 13.9 6.5 0.5 -19.7 -20.4 -27.3
-23.5 -39.9 -35.7 -18.8 -10.1 5.5 13 8.1 -0.8 -13.9 -30.1 -38.2
-36.3 -35.2 -29.1 -17.4 -8.4 6.4 10.8 10.4 -2.1 -12 -27.3 -25.1
-36.6 -29.9 -24.6 -13 -5.6 5.6 16.6 5.5 -0.5 -13.7 -25.4 -28.3
-38.4 -29.8 -32.8 -20.1 -7.7 3.4 9.7 6 2.3 -16.5 -29.8 -37.3
-39.4 -37.8 -34.4 -19.6 -8.9 2 10.1 5.8 3.5 -8 -27.1 -28.6
-36.9 -36.2 -30 -20 -6.2 5.2 11.2 6.7 0.5 -14.3 -31 -31.1
-32.6 -32 -23.2 -17.4 -7.3 0.0999999999999999 10.6 7.1 2.9 -8.1 -30.5 -25.9
-31.7 -37.1 -27.2 -21.5 -6.9 3.3 13.4 8.6 3.1 -8.4 -17.7 -31.3
-35 -36.5 -25.6 -17.5 -3.7 4 12.9 7.9 -0.7 -7 -26.8 -29.9
-39.8 -38 -28.8 -18.8 -9.2 3.2 13.3 5.7 -2.5 -11.7 -30.4 -38.1
-29.4 -33.5 -30.1 -16.4 -5.8 8.8 12.5 8 2.3 -10.6 -32.1 -36.5
-27.7 -32.3 -27.2 -18 -7.2 1.6 11.1 8.3 1.2 -14 -28.3 -30.5
-33.3 -25.2 -25.3 -9.5 -4.7 8.1 10.7 9.4 1.4 -10 -27.2 -37.5
-26.6 -32.7 -36.4 -24 -5.1 6.6 11.7 7 2.1 -13.4 -29.6 -23.9
-39.5 -38.4 -36.1 -24.1 -7.3 9.2 15 9.3 0.7 -9.9 -30 -36.3
-34.2 -30.9 -29.7 -18.1 -6.9 6.6 11.1 7.7 1 -16.4 -27 -37.6
-38 -29.4 -28.7 -22.2 -11.4 5.4 10.4 8.8 0.0999999999999999 -12.9 -26.1 -24
-27.1 -33.5 -24.7 -14 -7.3 5.5 10.6 8.8 2.4 -15.8 -23.7 -31.3
-32.7 -35.5 -23.3 -16.6 -7.2 4.7 12.1 7.5 1.2 -12 -25.4 -30.9
-38.7 -38 -22.4 -19.8 -7.6 3.4 13.1 5.6 -0.6 -8.7 -27.7 -31.1
-27.8 -30.9 -22.9 -18.9 -6.9 5.1 7.8 7.9 1.4 -14.3 -24.2 -31
-33.4 -34.3 -26.9 -21 -5.9 2.1 10.4 7.9 -2.5 -20 -28.5 -31.7
-36.7 -38.3 -29.1 -17.1 -7.3 3.3 14 7.9 3.7 -13.7 -23.6 -29.5
-37.1 -32.1 -19.4 -12.7 -5.2 9.4 12.6 7.7 1.8 -13.7 -32.9 -34.1
-33.5 -27.9 -23.8 -19.5 -5.6 0.4 8.8 6.1 -2.1 -13.6 -32.8 -28.5
-29.2 -32.6 -27.4 -23.7 -6 6.9 10.3 7.7 1.9 -13.6 -25.5 -21.2
-41.8 -35.8 -30.8 -18.5 -7.5 0.2 12.2 8.8 1 -12.3 -29.6 -34.1
-35 -30.1 -29.9 -21.2 -8.5 2.7 14.1 7.6 -0.3 -10.8 -23 -34.9
-35.8 -33.8 -27.7 -19.1 -9.2 7.2 11.3 7.9 1.6 -11.5 -22.6 -31.3
-27.9 -33 -26.9 -24.7 -8.4 5.7 17.9 7.4 2.2 -12.6 -28.5 -30.9
-31 -31 -25.3 -22.1 -7.9 5.7 10.4 10.3 2.5 -11 -19.9 -32.1
-38.1 -29.7 -31.8 -16.4 -9.8 2.9 10.8 10.8 0.4 -19.2 -33 -31.6
-21.9 -32.6 -28.5 -16.5 -10.7 4.3 10.5 9.3 -1.3 -14.9 -21.4 -30.5
-35.1 -30.9 -30.4 -17 -7.4 1.6 12 10.9 1.1 -9 -32.8 -22.6
-43.6 -46 -33.3 -20.7 -10.1 8.7 15.3 8.1 0 -16.1 -29.8 -30.5
-39.9 -32.1 -31.1 -21 -5.7 4.8 13.6 10.2 0 -10.3 -21.6 -40
-34.3 -37.5 -31.6 -15.8 -3.9 4.9 10.8 6.1 -0.7 -18.9 -29.9 -36
-31 -35.8 -29.9 -14.1 -8.6 5 9.5 6.1 0.5 -17.2 -29.8 -37.6
-31.9 -34.6 -29.2 -16.4 -7.1 5.9 11.4 7.5 1.2 -15.5 -28.9 -29.6
-32.8 -33.4 -28.4 -18.7 -5.6 6.7 13.2 8.8 1.9 -13.8 -28.1 -21.6
-40.2 -32.1 -23.3 -16.5 -7.9 4.9 9 9.1 0.9 -19.8 -35.8 -34.6
-35.6 -29.2 -23.4 -20.6 -8.5 3 11.8 9.6 0.2 -14.5 -31.5 -35
-38.3 -33.9 -30.9 -15.8 -11.4 4.1 11.2 7.2 -2.2 -13.3 -32.5 -34
-36.1 -35.7 -26 -20.4 -6.9 4.3 13.2 13.1 2.2 -15.1 -21.4 -27.2
-35 -37.1 -26.6 -21 -10.3 2.4 13.3 5.9 0.6 -15.2 -24.9 -27.6
-36.4 -40.5 -29.9 -20.2 -7.7 5 15.6 8.9 -1.1 -14.2 -21.7 -29.3
-33.2 -29.5 -21.1 -13.8 -9.9 2.5 11.2 6.9 0 -13.9 -36.1 -38.1
-37 -33.1 -27.3 -14.5 -8.3 4.6 15.8 7.4 0.7 -5.2 -18.8 -23
-41 -41.8 -35.6 -21.5 -8.6 2.2 11 8 -0.1 -16.9 -29.9 -22.2
-37.1 -38 -26.3 -18 -9.7 -1 14.1 10 1 -14.1 -32.1 -29.7
-35.6 -21.3 -33.1 -21.7 -10.5 1.4 12.6 9 3.4 -12.3 -23.4 -28.8
-31.2 -30.8 -28.7 -21.3 -10.1 4.1 11.5 8.5 -1.4 -12.4 -23.4 -34.3
-30.4 -31.2 -26.7 -16.5 -9.9 2.5 12.2 9.9 1.1 -12.1 -29 -37.6
-41.8 -36.1 -21.2 -19 -9.1 1.7 10.1 7.1 1.8 -13.5 -26.3 -35.5
-36.3 -40 -32.9 -20.4 -6.9 8 10.4 6.7 0.2 -15.9 -29.4 -24.4
-37.9 -29 -22.6 -20 -9.4 9.6 13.8 11.7 1.6 -13.1 -26.7 -32.8
-33.1 -37.6 -32.6 -22.1 -9.4 0.8 14.4 4.8 -2.4 -17.9 -35.1 -39.6
-34.7 -36.1 -28.4 -22.1 -5.8 8.4 12.4 9.8 -5 -21.2 -34.6 -36.3
-35.1 -37.2 -30.6 -19.7 -3.9 7.1 12.7 8.9 -3 -17.1 -28.1 -34.4
-35 -37.7 -32.2 -16.6 -1.5 6.4 13.7 8.6 -0.4 -12.4 -21.1 -31.8
-31.3 -26 -25.7 -16.2 -5.4 8.3 14.3 8.5 3.3 -12 -24 -30.4
-28.2 -35 -18.8 -11.9 -3.2 6.9 12.1 9.7 2.5 -10.9 -24 -26.1
-31.1 -37.2 -25.8 -15.1 -2.8 6.9 11.6 8.3 -0.5 -12.8 -23.2 -34.7
-26.3 -36.9 -30.6 -14.3 -7 6.6 13.5 8.1 2.6 -9 -24.6 -37.8
-27.3 -33.8 -27.1 -18 -4.9 4.8 9.6 8.9 1.2 -10 -24.2 -31.8
-27.3 -43.3 -27.6 -13.8 -8 4.9 10.9 7.8 0.6 -9.5 -27.7 -33.6
-31 -28.5 -27.7 -23.2 -8 4.6 14.6 7 -0.4 -16.2 -25.5 -27.8
-29.8 -31.6 -28.4 -18 -4.6 6.6 11.5 5.5 3.1 -12.5 -25.1 -29.1
-37 -39.5 -34.6 -19.4 -9.2 2.2 10.8 6.4 0.6 -14.3 -24.2 -31.2
-31.7 -38 -26.8 -17.4 -5.4 7 10.3 11 2.9 -13 -30.9 -27.1
-41.4 -36.3 -22.1 -21.1 -10.4 8.9 12.8 9.7 -3.2 -14.6 -26.9 -34.3
-40.6 -36.1 -30.3 -24.6 -5.8 9 13.6 9.3 0.7 -13.9 -18 -26.1
-34 -29.6 -28.6 -16.7 -6.1 3.7 11.7 11.3 -0.6 -15.6 -29 -38.4
-36.2 -25.8 -33.1 -19.3 -5.6 4.9 11.8 7.6 -0.4 -14.5 -25.6 -28
-35.7 -37.3 -25.5 -20.5 -9.3 4 10.9 11 -3.6 -20.8 -31.5 -33.7
-34.8 -37.4 -26.8 -10.2 -3.9 4.5 12.6 6.6 3 -7.7 -30.2 -35.5
-36.4 -30.9 -25.2 -19.7 -2.2 0.7 12.7 6.9 -3.8 -12.8 -20.8 -36.9
-32.5 -27.1 -26.2 -16.5 -9.7 3 12.2 10.2 -0.9 -12.7 -28.3 -33.2
-32.5 -26.4 -24.5 -18.7 -8.7 5.5 14.3 9.6 1 -14.9 -23.1 -29
-33.7 -27 -24 -22.3 -9 6.6 15.1 7.7 1.7 -18.5 -19.2 -26.1
-22.3 -38.7 -34.5 -17.6 -8.9 6.7 14.2 9.3 0.4 -12.7 -28.9 -37
-35.1 -34 -27.9 -16.2 -7.2 7.6 12 11.6 -0.9 -10.8 -26.1 -23.9
-35.4 -28.7 -23.4 -11.8 -4.4 6.8 17.8 6.7 0.7 -12.5 -24.2 -27.1
-37.2 -28.6 -31.6 -18.9 -6.5 4.6 10.9 7.2 3.5 -15.3 -28.6 -36.1
-38.2 -36.6 -33.2 -18.4 -7.7 3.2 11.3 7 4.7 -6.8 -25.9 -27.4
-35.7 -35 -28.8 -18.8 -5 6.4 12.4 7.9 1.7 -13.1 -29.8 -29.9
-31.4 -30.8 -22 -16.2 -6.1 1.3 11.8 8.3 4.1 -6.9 -29.3 -24.7
-30.5 -35.9 -26 -20.3 -5.7 4.5 14.6 9.8 4.3 -7.2 -16.5 -30.1
-33.8 -35.3 -24.4 -16.3 -2.5 5.2 14.1 9.1 0.5 -5.8 -25.6 -28.7
-38.6 -36.8 -27.6 -17.6 -8 4.4 14.5 6.9 -1.3 -10.5 -29.2 -36.9
-28.2 -32.3 -28.9 -15.2 -4.6 10 13.7 9.2 3.5 -9.4 -30.9 -35.3
-26.5 -31.1 -26 -16.8 -6 2.8 12.3 9.5 2.4 -12.8 -27.1 -29.3
-32.1 -24 -24.1 -8.3 -3.5 9.3 11.9 10.6 2.6 -8.8 -26 -36.3
-25.4 -31.5 -35.2 -22.8 -3.9 7.8 12.9 8.2 3.3 -12.2 -28.4 -22.7
-38.3 -37.2 -34.9 -22.9 -6.1 10.4 16.2 10.5 1.9 -8.7 -28.8 -35.1
-33 -29.7 -28.5 -16.9 -5.7 7.8 12.3 8.9 2.2 -15.2 -25.8 -36.4
-36.8 -28.2 -27.5 -21 -10.2 6.6 11.6 10 1.3 -11.7 -24.9 -22.8
-25.9 -32.3 -23.5 -12.8 -6.1 6.7 11.8 10 3.6 -14.6 -22.5 -30.1
-30.6 -30.4 -24.5 -18.3 -8.4 5.8 12.7 8 1.8 -17.3 -21.6 -28.9
-34.5 -27.8 -24.8 -23.1 -9.8 5.8 14.3 6.9 0.9 -19.3 -20 -26.9
-23.1 -39.5 -35.3 -18.4 -9.7 5.9 13.4 8.5 -0.4 -13.5 -29.7 -37.8
-35.9 -34.8 -28.7 -17 -8 6.8 11.2 10.8 -1.7 -11.6 -26.9 -24.7
-36.2 -29.5 -24.2 -12.6 -5.2 6 17 5.9 -0.0999999999999999 -13.3 -25 -27.9
-38 -29.4 -32.4 -19.7 -7.3 3.8 10.1 6.4 2.7 -16.1 -29.4 -36.9
-39 -37.4 -34 -19.2 -8.5 2.4 10.5 6.2 3.9 -7.6 -26.7 -28.2
-36.5 -35.8 -29.6 -19.6 -5.8 5.6 11.6 7.1 0.9 -13.9 -30.6 -30.7
-32.2 -31.6 -22.8 -17 -6.9 0.5 11 7.5 3.3 -7.7 -30.1 -25.5
-31.3 -36.7 -26.8 -21.1 -6.5 3.7 13.8 9 3.5 -8 -17.3 -30.9
-34.6 -36.1 -25.2 -17.1 -3.3 4.4 13.3 8.3 -0.3 -6.6 -26.4 -29.5
-39.4 -37.6 -28.4 -18.4 -8.8 3.6 13.7 6.1 -2.1 -11.3 -30 -37.7
-29 -33.1 -29.7 -16 -5.4 9.2 12.9 8.4 2.7 -10.2 -31.7 -36.1
-27.3 -31.9 -26.8 -17.6 -6.8 2 11.5 8.7 1.6 -13.6 -27.9 -30.1
-32.9 -24.8 -24.9 -9.1 -4.3 8.5 11.1 9.8 1.8 -9.6 -26.8 -37.1
-26.2 -32.3 -36 -23.6 -4.7 7 12.1 7.4 2.5 -13 -29.2 -23.5
-39.1 -38 -35.7 -23.7 -6.9 9.6 15.4 9.7 1.1 -9.5 -29.6 -35.9
-33.8 -30.5 -29.3 -17.7 -6.5 7 11.5 8.1 1.4 -16 -26.6 -37.2
-37.6 -29 -28.3 -21.8 -11 5.8 10.8 9.2 0.5 -12.5 -25.7 -23.6
-26.7 -33.1 -24.3 -13.6 -6.9 5.9 11 9.2 2.8 -15.4 -23.3 -30.9
-30.1 -29.9 -24 -17.8 -7.9 6.3 13.2 8.5 2.3 -16.8 -21.1 -28.4
-34 -27.3 -24.3 -22.6 -9.3 6.3 14.8 7.4 1.4 -18.8 -19.5 -26.4
-22.6 -39 -34.8 -17.9 -9.2 6.4 13.9 9 0.1 -13 -29.2 -37.3
-35.4 -34.3 -28.2 -16.5 -7.5 7.3 11.7 11.3 -1.2 -11.1 -26.4 -24.2
-35.7 -29 -23.7 -12.1 -4.7 6.5 17.5 6.4 0.4 -12.8 -24.5 -27.4
-37.5 -28.9 -31.9 -19.2 -6.8 4.3 10.6 6.9 3.2 -15.6 -28.9 -36.4
-38.5 -36.9 -33.5 -18.7 -8 2.9 11 6.7 4.4 -7.1 -26.2 -27.7
-36 -35.3 -29.1 -19.1 -5.3 6.1 12.1 7.6 1.4 -13.4 -30.1 -30.2
-31.7 -31.1 -22.3 -16.5 -6.4 1 11.5 8 3.8 -7.2 -29.6 -25
-30.8 -36.2 -26.3 -20.6 -6 4.2 14.3 9.5 4 -7.5 -16.8 -30.4
-34.1 -35.6 -24.7 -16.6 -2.8 4.9 13.8 8.8 0.2 -6.1 -25.9 -29
-38.9 -37.1 -27.9 -17.9 -8.3 4.1 14.2 6.6 -1.6 -10.8 -29.5 -37.2
-28.5 -32.6 -29.2 -15.5 -4.9 9.7 13.4 8.9 3.2 -9.7 -31.2 -35.6
-26.8 -31.4 -26.3 -17.1 -6.3 2.5 12 9.2 2.1 -13.1 -27.4 -29.6
-32.4 -24.3 -24.4 -8.6 -3.8 9 11.6 10.3 2.3 -9.1 -26.3 -36.6
-25.7 -31.8 -35.5 -23.1 -4.2 7.5 12.6 7.9 3 -12.5 -28.7 -23
-38.6 -37.5 -35.2 -23.2 -6.4 10.1 15.9 10.2 1.6 -9 -29.1 -35.4
-33.3 -30 -28.8 -17.2 -6 7.5 12 8.6 1.9 -15.5 -26.1 -36.7
-37.1 -28.5 -27.8 -21.3 -10.5 6.3 11.3 9.7 1 -12 -25.2 -23.1
-26.2 -32.6 -23.8 -13.1 -6.4 6.4 11.5 9.7 3.3 -14.9 -22.8 -30.4
-31.5 -36.1 -28.9 -15.7 -4.8 5.5 11.7 8.3 0.5 -14.5 -22.8 -32
-35.4 -38.1 -32.6 -17 -1.9 6 13.3 8.2 -0.8 -12.8 -21.5 -32.2
-31.7 -26.4 -26.1 -16.6 -5.8 7.9 13.9 8.1 2.9 -12.4 -24.4 -30.8
-28.6 -35.4 -19.2 -12.3 -3.6 6.5 11.7 9.3 2.1 -11.3 -24.4 -26.5
-31.5 -37.6 -26.2 -15.5 -3.2 6.5 11.2 7.9 -0.9 -13.2 -23.6 -35.1
-26.7 -37.3 -31 -14.7 -7.4 6.2 13.1 7.7 2.2 -9.4 -25 -38.2
-27.7 -34.2 -27.5 -18.4 -5.3 4.4 9.2 8.5 0.8 -10.4 -24.6 -32.2
-27.7 -43.7 -28 -14.2 -8.4 4.5 10.5 7.4 0.2 -9.9 -28.1 -34
-31.4 -28.9 -28.1 -23.6 -8.4 4.2 14.2 6.6 -0.8 -16.6 -25.9 -28.2
-30.2 -32 -28.8 -18.4 -5 6.2 11.1 5.1 2.7 -12.9 -25.5 -29.5
-37.4 -39.9 -35 -19.8 -9.6 1.8 10.4 6 0.2 -14.7 -24.6 -31.6
-32.1 -38.4 -27.2 -17.8 -5.8 6.6 9.9 10.6 2.5 -13.4 -31.3 -27.5
-41.8 -36.7 -22.5 -21.5 -10.8 8.5 12.4 9.3 -3.6 -15 -27.3 -34.7
-41 -36.5 -30.7 -25 -6.2 8.6 13.2 8.9 0.3 -14.3 -18.4 -26.5
-34.4 -30 -29 -17.1 -6.5 3.3 11.3 10.9 -1 -16 -29.4 -38.8
-36.6 -26.2 -33.5 -19.7 -6 4.5 11.4 7.2 -0.8 -14.9 -26 -28.4
-36.1 -37.7 -25.9 -20.9 -9.7 3.6 10.5 10.6 -4 -21.2 -31.9 -34.1
-35.2 -37.8 -27.2 -10.6 -4.3 4.1 12.2 6.2 2.6 -8.1 -30.6 -35.9
-36.8 -31.3 -25.6 -20.1 -2.6 0.3 12.3 6.5 -4.2 -13.2 -21.2 -37.3
-32.9 -27.5 -26.6 -16.9 -10.1 2.6 11.8 9.8 -1.3 -13.1 -28.7 -33.6
-33.8 -32.4 -29.2 -16.5 -5.6 4.7 12.9 9.4 -0.7 -12.6 -24.7 -32.5
-35 -37.7 -32.2 -16.6 -1.5 6.4 13.7 8.6 -0.4 -12.4 -21.1 -31.8
-31.3 -26 -25.7 -16.2 -5.4 8.3 14.3 8.5 3.3 -12 -24 -30.4
-28.2 -35 -18.8 -11.9 -3.2 6.9 12.1 9.7 2.5 -10.9 -24 -26.1
-31.1 -37.2 -25.8 -15.1 -2.8 6.9 11.6 8.3 -0.5 -12.8 -23.2 -34.7
-26.3 -36.9 -30.6 -14.3 -7 6.6 13.5 8.1 2.6 -9 -24.6 -37.8
-27.3 -33.8 -27.1 -18 -4.9 4.8 9.6 8.9 1.2 -10 -24.2 -31.8
-27.3 -43.3 -27.6 -13.8 -8 4.9 10.9 7.8 0.6 -9.5 -27.7 -33.6
-31 -28.5 -27.7 -23.2 -8 4.6 14.6 7 -0.4 -16.2 -25.5 -27.8
-29.8 -31.6 -28.4 -18 -4.6 6.6 11.5 5.5 3.1 -12.5 -25.1 -29.1
-37 -39.5 -34.6 -19.4 -9.2 2.2 10.8 6.4 0.6 -14.3 -24.2 -31.2
-31.7 -38 -26.8 -17.4 -5.4 7 10.3 11 2.9 -13 -30.9 -27.1
-41.4 -36.3 -22.1 -21.1 -10.4 8.9 12.8 9.7 -3.2 -14.6 -26.9 -34.3
-40.6 -36.1 -30.3 -24.6 -5.8 9 13.6 9.3 0.7 -13.9 -18 -26.1
-34 -29.6 -28.6 -16.7 -6.1 3.7 11.7 11.3 -0.6 -15.6 -29 -38.4
-36.2 -25.8 -33.1 -19.3 -5.6 4.9 11.8 7.6 -0.4 -14.5 -25.6 -28
-35.7 -37.3 -25.5 -20.5 -9.3 4 10.9 11 -3.6 -20.8 -31.5 -33.7
-34.8 -37.4 -26.8 -10.2 -3.9 4.5 12.6 6.6 3 -7.7 -30.2 -35.5
-36.4 -30.9 -25.2 -19.7 -2.2 0.7 12.7 6.9 -3.8 -12.8 -20.8 -36.9
-32.5 -27.1 -26.2 -16.5 -9.7 3 12.2 10.2 -0.9 -12.7 -28.3 -33.2
-32.7 -26.6 -24.7 -18.9 -8.9 5.3 14.1 9.4 0.8 -15.1 -23.3 -29.2
-33.9 -27.2 -24.2 -22.5 -9.2 6.4 14.9 7.5 1.5 -18.7 -19.4 -26.3
-22.5 -38.9 -34.7 -17.8 -9.1 6.5 14 9.1 0.2 -12.9 -29.1 -37.2
-35.3 -34.2 -28.1 -16.4 -7.4 7.4 11.8 11.4 -1.1 -11 -26.3 -24.1
-35.6 -28.9 -23.6 -12 -4.6 6.6 17.6 6.5 0.5 -12.7 -24.4 -27.3
-37.4 -28.8 -31.8 -19.1 -6.7 4.4 10.7 7 3.3 -15.5 -28.8 -36.3
-38.4 -36.8 -33.4 -18.6 -7.9 3 11.1 6.8 4.5 -7 -26.1 -27.6
-35.9 -35.2 -29 -19 -5.2 6.2 12.2 7.7 1.5 -13.3 -30 -30.1
-31.6 -31 -22.2 -16.4 -6.3 1.1 11.6 8.1 3.9 -7.1 -29.5 -24.9
-30.7 -36.1 -26.2 -20.5 -5.9 4.3 14.4 9.6 4.1 -7.4 -16.7 -30.3
-34 -35.5 -24.6 -16.5 -2.7 5 13.9 8.9 0.3 -6 -25.8 -28.9
-38.8 -37 -27.8 -17.8 -8.2 4.2 14.3 6.7 -1.5 -10.7 -29.4 -37.1
-28.4 -32.5 -29.1 -15.4 -4.8 9.8 13.5 9 3.3 -9.6 -31.1 -35.5
-26.7 -31.3 -26.2 -17 -6.2 2.6 12.1 9.3 2.2 -13 -27.3 -29.5
-32.3 -24.2 -24.3 -8.5 -3.7 9.1 11.7 10.4 2.4 -9 -26.2 -36.5
-25.6 -31.7 -35.4 -23 -4.1 7.6 12.7 8 3.1 -12.4 -28.6 -22.9
-38.5 -37.4 -35.1 -23.1 -6.3 10.2 16 10.3 1.7 -8.9 -29 -35.3
-33.2 -29.9 -28.7 -17.1 -5.9 7.6 12.1 8.7 2 -15.4 -26 -36.6
-37 -28.4 -27.7 -21.2 -10.4 6.4 11.4 9.8 1.1 -11.9 -25.1 -23
-26.1 -32.5 -23.7 -13 -6.3 6.5 11.6 9.8 3.4 -14.8 -22.7 -30.3
-30.3 -30.1 -24.2 -18 -8.1 6.1 13 8.3 2.1 -17 -21.3 -28.6
-34.2 -27.5 -24.5 -22.8 -9.5 6.1 14.6 7.2 1.2 -19 -19.7 -26.6
-22.8 -39.2 -35 -18.1 -9.4 6.2 13.7 8.8 -0.1 -13.2 -29.4 -37.5
-35.6 -34.5 -28.4 -16.7 -7.7 7.1 11.5 11.1 -1.4 -11.3 -26.6 -24.4
-35.9 -29.2 -23.9 -12.3 -4.9 6.3 17.3 6.2 0.2 -13 -24.7 -27.6
-37.7 -29.1 -32.1 -19.4 -7 4.1 10.4 6.7 3 -15.8 -29.1 -36.6
-38.7 -37.1 -33.7 -18.9 -8.2 2.7 10.8 6.5 4.2 -7.3 -26.4 -27.9
-36.2 -35.5 -29.3 -19.3 -5.5 5.9 11.9 7.4 1.2 -13.6 -30.3 -30.4
-31.9 -31.3 -22.5 -16.7 -6.6 0.8 11.3 7.8 3.6 -7.4 -29.8 -25.2
-31 -36.4 -26.5 -20.8 -6.2 4 14.1 9.3 3.8 -7.7 -17 -30.6
-34.3 -35.8 -24.9 -16.8 -3 4.7 13.6 8.6 0 -6.3 -26.1 -29.2
-39.1 -37.3 -28.1 -18.1 -8.5 3.9 14 6.4 -1.8 -11 -29.7 -37.4
-28.7 -32.8 -29.4 -15.7 -5.1 9.5 13.2 8.7 3 -9.9 -31.4 -35.8
-27 -31.6 -26.5 -17.3 -6.5 2.3 11.8 9 1.9 -13.3 -27.6 -29.8
-32.6 -24.5 -24.6 -8.8 -4 8.8 11.4 10.1 2.1 -9.3 -26.5 -36.8
-25.9 -32 -35.7 -23.3 -4.4 7.3 12.4 7.7 2.8 -12.7 -28.9 -23.2
-38.8 -37.7 -35.4 -23.4 -6.6 9.9 15.7 10 1.4 -9.2 -29.3 -35.6
-33.5 -30.2 -29 -17.4 -6.2 7.3 11.8 8.4 1.7 -15.7 -26.3 -36.9
-37.3 -28.7 -28 -21.5 -10.7 6.1 11.1 9.5 0.8 -12.2 -25.4 -23.3
-26.4 -32.8 -24 -13.3 -6.6 6.2 11.3 9.5 3.1 -15.1 -23 -30.6
-33 -35.8 -23.6 -16.9 -7.5 4.4 11.8 7.2 0.9 -12.3 -25.7 -31.2
-39 -38.3 -22.7 -20.1 -7.9 3.1 12.8 5.3 -0.9 -9 -28 -31.4
-28.1 -31.2 -23.2 -19.2 -7.2 4.8 7.5 7.6 1.1 -14.6 -24.5 -31.3
-33.7 -34.6 -27.2 -21.3 -6.2 1.8 10.1 7.6 -2.8 -20.3 -28.8 -32
-37 -38.6 -29.4 -17.4 -7.6 3 13.7 7.6 3.4 -14 -23.9 -29.8
-37.4 -32.4 -19.7 -13 -5.5 9.1 12.3 7.4 1.5 -14 -33.2 -34.4
-33.8 -28.2 -24.1 -19.8 -5.9 0.0999999999999999 8.5 5.8 -2.4 -13.9 -33.1 -28.8
-29.5 -32.9 -27.7 -24 -6.3 6.6 10 7.4 1.6 -13.9 -25.8 -21.5
-42.1 -36.1 -31.1 -18.8 -7.8 -0.1 11.9 8.5 0.7 -12.6 -29.9 -34.4
-35.3 -30.4 -30.2 -21.5 -8.8 2.4 13.8 7.3 -0.6 -11.1 -23.3 -35.2
-36.1 -34.1 -28 -19.4 -9.5 6.9 11 7.6 1.3 -11.8 -22.9 -31.6
-28.2 -33.3 -27.2 -25 -8.7 5.4 17.6 7.1 1.9 -12.9 -28.8 -31.2
-31.3 -31.3 -25.6 -22.4 -8.2 5.4 10.1 10 2.2 -11.3 -20.2 -32.4
-38.4 -30 -32.1 -16.7 -10.1 2.6 10.5 10.5 0.0999999999999999 -19.5 -33.3 -31.9
-22.2 -32.9 -28.8 -16.8 -11 4 10.2 9 -1.6 -15.2 -21.7 -30.8
-35.4 -31.2 -30.7 -17.3 -7.7 1.3 11.7 10.6 0.8 -9.3 -33.1 -22.9
-43.9 -46.3 -33.6 -21 -10.4 8.4 15 7.8 -0.3 -16.4 -30.1 -30.8
-40.2 -32.4 -31.4 -21.3 -6 4.5 13.3 9.9 -0.3 -10.6 -21.9 -40.3
-34.6 -37.8 -31.9 -16.1 -4.2 4.6 10.5 5.8 -1 -19.2 -30.2 -36.3
-31.3 -36.1 -30.2 -14.4 -8.9 4.7 9.2 5.8 0.2 -17.5 -30.1 -37.9
-32.2 -31.2 -26.8 -18 -8.6 6 12.4 7.1 1.2 -17.7 -24.4 -31.7
-33.9 -27.2 -24.2 -22.5 -9.2 6.4 14.9 7.5 1.5 -18.7 -19.4 -26.3
-22.5 -38.9 -34.7 -17.8 -9.1 6.5 14 9.1 0.2 -12.9 -29.1 -37.2
-35.3 -34.2 -28.1 -16.4 -7.4 7.4 11.8 11.4 -1.1 -11 -26.3 -24.1
-35.6 -28.9 -23.6 -12 -4.6 6.6 17.6 6.5 0.5 -12.7 -24.4 -27.3
-37.4 -28.8 -31.8 -19.1 -6.7 4.4 10.7 7 3.3 -15.5 -28.8 -36.3
-38.4 -36.8 -33.4 -18.6 -7.9 3 11.1 6.8 4.5 -7 -26.1 -27.6
-35.9 -35.2 -29 -19 -5.2 6.2 12.2 7.7 1.5 -13.3 -30 -30.1
-31.6 -31 -22.2 -16.4 -6.3 1.1 11.6 8.1 3.9 -7.1 -29.5 -24.9
-30.7 -36.1 -26.2 -20.5 -5.9 4.3 14.4 9.6 4.1 -7.4 -16.7 -30.3
