0 0 0.01 9999 9999 9999 9999 0 1.02 2.78 2.95 1.96 1.43 0.95 0.77 1.05 3.07
0.01 0.01 0 9999 0 0 0 0 1.7 3.64 3.3 2.34 1.92 1.6 1.29 1.1 2.82
0.01 0.01 0 0 9999 9999 0 0.4 2.48 3.99 3.43 2.34 1.89 1.55 1.51 1.48 2.8
0.05 0 0 0 0 0 0 1.17 3.41 4.2 3.4 1.92 1.15 0.21 1.54 2.07 3.09
0.02 0 0 0 0 0 0.68 2.8 3.85 3.57 2.53 0.86 1.02 2.05 3.05 3.49 4.13
0.31 0.55 0.77 0.18 0 0.2 2.17 3.87 3.54 2.91 1.76 0.11 1.28 2.41 3.36 3.76 4.2
1.12 0.51 0.57 0.82 0.22 1.2 3.15 3.27 2.3 1.88 1.5 1.85 2.3 2.63 3.3 3.65 3.86
2.68 1.96 0.83 0.38 0.72 1.44 2.01 2.5 3.13 3.4 3.6 3.12 2.21 2.07 3.28 3.72 3.45
3.06 2.56 1.5 0.67 1.3 1.6 0.41 1.21 2.12 2.79 3.4 3.2 2.11 1.66 3.57 4.12 2.49
1.94 3.29 2.64 1.55 1.42 1.5 1.08 0.26 0.26 0.63 1.02 1.21 1.43 0.99 3.73 3.38 1.27
0.77 2.41 3.39 2.99 2.4 1.58 2.14 1.95 1.78 1.78 1.87 2.41 2.58 2.3 4.3 4.78 2.81
0 1.06 3.39 4.27 3.59 2.03 2.09 2.67 2.91 2.72 2.59 2.79 2.9 2.58 4.34 4.82 4.14
0 0 2.51 5.23 4.81 2.22 0.73 1.56 1.98 1.9 1.84 1.97 1.91 1.1 3.54 4.16 4.01
0 0 1.8 4.35 4.81 3.65 1.96 1.16 0.84 0.84 0.85 0.69 1 1.53 2.21 2.61 3.1
0 0 1.16 3.26 4.3 4.21 3.25 2.13 0.82 0.6 0.64 0.23 1.1 2.14 1.14 1.12 2.36
0.02 0.02 0.5 2.15 3.6 4.57 4.79 3.55 1.59 0.83 0.64 1.25 1.7 1.8 1.14 0.7 1.28
0.02 0.02 0.02 1.01 2.78 4.09 5.12 5.13 4.22 2.98 1.84 1.81 1.89 1.26 1.59 1.65 1.66
