543.93 540.73 537.96 535.38 533.87 529.86 526.12 521.03 515.63 513.19 508.66 506.06 503.55 500.46 497.21 494.09 491.16 489.54 487.46 486.54 486.27 485.35 484.68 483.69 483.93 483.23 483.28 482.19 481.95 482.37 482.61 485.48 484.68 485.25 484.73 484.2 485.07 483.86 484.14 482.37 481.36 479.76 478.97 476.61 476.96 474.93 474.31 471.92 471.48 471.2 469.48 468.01 466.13 466.33 465.96 465.73 464.73 464.25 461.67 460.06 458.91 457.81 454.75 452.81 450.89 449.6 447.34 448.33 447.56 448.19 446.87 445.14 445.18 442.85 440.31 439.39 439.53 438.68 437.33 437.04 436.89 433.7 431.66 430.05 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 428.89 431.3 9999 9999 9999 427.62 428.84 428.7 429.82 9999 9999 9999 429.65 430.41 430.22 430.52 429.78 430.5 430.31 430.27 430.5 430.46 430.07 430.53 430.28 430.39 428.9 9999 429.47 430.23 430.9 430.35 430.82 430.57 9999 9999 430.05 429.91 431.48 432.39 433.24 432.8 432.59 432.17 432.07 429.03 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
542.02 539.91 536.82 533.78 531.18 528 523.63 518.37 514.45 510.58 507.69 504.11 501.97 499.25 494.94 492.32 490.73 489.7 489.37 488.41 488.81 487.5 486.87 485.35 485.4 485.33 484.71 484.14 484.49 485.09 485.74 486.45 486.58 487.41 487.61 488.6 488.9 488.25 486.08 484.76 483.67 482.18 481.69 481.02 480.39 479.27 475.92 475.4 473.9 473.62 472.26 470.64 470.4 470.07 468.08 467.69 466.71 466.85 464.55 464.95 462.72 459.94 457.09 455.02 453.88 453.17 452.33 453.09 452.85 450.48 449.87 448.98 447.74 444.9 444.92 444.08 443.76 441.49 439.63 439.86 439.31 438.06 436.65 436.73 434.54 434.29 433.72 433.78 431.88 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 431.67 431.35 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 428.79 429.67 430.38 430.25 430.2 430.39 430.49 430.49 430.66 430.61 430.76 430.32 430.72 430.55 429.14 9999 430.25 431.31 429.99 430.87 430.36 430.38 430.73 430.91 9999 430.71 430.94 431.53 431.62 432.25 432.38 432.12 431.7 430.6 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
540.3 538.32 535.69 533.28 529.29 525.17 520.64 516.34 511.62 508.53 505.07 502.69 499.79 497.48 494.81 494.34 493.64 492.53 491.35 491.07 490.01 489.46 488.21 487.89 487.23 487.03 486.5 485.49 486.47 487.37 487.44 489.14 489.82 490.78 490.1 491.05 490.96 491.66 490.67 488.92 488.62 485.96 484.4 483.83 483.12 482.03 481.19 479.53 478.83 476.56 475.05 474.03 473.27 473.13 472.36 472 471.59 468.9 467.89 466.97 465.56 463.52 460.95 460.56 459.24 456.09 456.3 457.36 456.63 456.28 455.08 454.67 450.17 448.81 447.26 447.05 446.03 445.47 443.38 444.15 441.28 440.91 440.46 439.99 438.47 437.56 437.81 436.81 434.1 434.32 433.57 432.57 431.81 9999 9999 9999 429.58 9999 9999 9999 431.01 430.16 429.56 430.01 429.13 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 429.37 430.61 431.25 430.77 430.56 430.42 430.37 430.63 430.79 430.9 431.14 430.71 430.39 429.05 9999 429.7 430.61 430.71 430.87 430.3 430.55 430.63 430.7 430.56 430.67 430.26 430.42 430.09 430.51 432.39 432.2 430.9 431.54 430.11 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
538.94 536.79 534.59 532.16 527.62 523.1 519.44 514.74 510.94 507.16 504.27 501.31 499.47 499.37 497.47 495.84 494.66 494.65 493.55 492.66 491.79 491.29 490 489.12 488.52 488.11 488.89 488.48 488.84 488.6 489.81 492.37 492.02 494.16 494.05 495.53 496.15 494.49 493.77 491.15 490.76 489.42 489.59 489.36 488.53 485.27 484.74 483 482.38 482.8 481.48 479.24 479.47 476.02 475.95 474.96 474.64 474.71 473.69 471.8 468.89 465.74 464.9 464.45 463.22 462.57 463.52 463.79 460.51 459.87 458.54 457.45 455.1 453.76 451.94 450.99 448.86 447.93 446.23 445.98 445.02 444.78 444.45 442.36 441.6 440.68 440.79 439.01 438.57 438.38 436.78 434.97 433.39 432.93 432.97 431.56 430.22 430.21 430.51 430.32 431.09 430.28 429.9 430.1 428.23 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 432.23 429.21 431.05 430.12 430.12 430.39 430.54 431.28 430.91 430.71 430.32 431.39 431.28 428.67 9999 430.79 430.76 430.51 430.63 430.42 430.65 431.05 430.63 430.14 430.35 9999 9999 9999 9999 9999 429.98 430.7 430.4 431.01 429.41 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
538.65 535.27 533.23 529.56 526.28 522.15 518.2 513.34 509.62 506.46 503.55 502.29 501.8 500.32 499.09 498.98 497.34 496.38 494.22 493.97 493.31 492.44 492.49 491.67 491.7 489.87 491.17 490.75 490.8 492.3 494.56 496.85 497.85 496.15 497.78 498.18 499.46 498.47 497 497.15 494.56 493.17 492.46 493.43 493.14 491.62 491.18 489.03 486.85 486.58 487.33 486.43 483.16 481.96 481.21 480.21 478.36 478.47 477.23 474.6 473.02 472.44 471.35 468.47 467.72 467.58 468.44 468.55 466.73 465.8 465.41 460.37 458.94 457.35 455.39 454.72 453.05 452.07 450.57 448.17 447.5 447.67 446.95 446.8 446.06 445.79 442.94 442.15 440.95 440.33 440.47 438.59 439.17 438.02 435.05 433 431.73 431.35 431.49 430.34 430.2 430.04 430.54 430.54 428.63 9999 9999 9999 9999 9999 9999 9999 9999 9999 430.71 9999 9999 9999 429.26 430.1 430.75 430.58 430.3 431.13 431.31 430.88 430.76 431.44 430.76 430.84 428.88 9999 429.94 430.81 430.44 430.45 430.41 431.13 431.13 430.93 430.73 430.12 9999 9999 9999 9999 9999 9999 430.49 430.53 430.36 431.89 431.82 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
538.62 535.53 530.71 527.55 524.37 521.32 516.93 513.53 511.87 508.88 506.99 505.56 504.7 502.62 501 500.36 499.95 498.89 497.4 497.03 495.1 495.13 494.24 493.18 493.91 494.02 493.82 494.57 493.32 493.68 497.71 498.95 500.94 503.81 503.8 504.23 502.43 501.44 501.53 500.92 499.6 499.11 499.02 500.73 497.54 496.71 496.11 496.82 494.5 493.55 492.67 489.37 487.03 485 484.21 485.18 485.27 484.14 482.86 478.57 477.57 476.56 476.28 475.67 474.68 474.11 473.33 472.34 471.2 469.54 469.16 466.49 463.61 462.14 458.9 457.6 456.34 454.59 454.23 453.28 452.58 453 450.71 449.21 447.9 448.13 446.84 445.47 445.19 444.24 442.38 441.65 441.26 440.37 438.72 437.39 436.14 433.22 432.39 431.17 430.6 431.28 430.35 430.77 430.33 9999 9999 9999 9999 9999 9999 9999 430.29 430.32 430.79 429.43 9999 9999 9999 429.27 430.5 430.67 429.86 430.81 430.79 431.14 430.41 430.93 431.03 429.99 428.66 9999 429.72 430.31 430.79 430.87 430.97 431.29 430.93 430.92 430.65 430.5 9999 9999 9999 9999 9999 9999 9999 430.47 430.56 430.43 431.65 433.43 431.71 9999 9999 9999 9999 429.04 9999 9999 9999 9999 9999 428.89 430.02
539.22 534.79 531.06 527 523.78 521.36 518.39 515.82 512.05 510.43 508.89 507.59 506.05 505.18 504.13 503 501.57 500.1 499.16 498.9 498.17 497.85 497.4 497.69 496.15 496.96 496.58 496.62 497.41 498.17 501.22 502.17 503.75 506.64 506.26 506.89 506.37 506.64 506.25 504.47 503.79 503.07 504.19 504.4 504.58 503.12 502.97 500.94 499.4 498.43 496.35 494.47 491.85 491.41 488.89 488.34 490.66 489.75 488.19 486.42 485.94 485.97 481.44 479.66 478.25 478.98 479.83 479.21 477.67 476.11 473.21 468.63 467.43 465.64 464.44 463.04 460.79 458.48 456.38 456.26 455.61 456.05 455.22 454.2 453 450.57 448.86 447.66 447.84 447.05 446.28 445.42 444.32 441.81 441.63 440.95 438.82 436.96 436.32 433.75 431.14 432.64 432.76 431.79 430.64 9999 9999 9999 428.96 9999 430.93 430.29 430.39 430.66 430.3 430.17 9999 9999 9999 428.59 429.14 429.26 429.81 430.11 430.58 430.92 430.53 431.24 430.79 431 429.24 9999 429.73 430.6 430.4 431.18 431.19 430.79 430.96 430.89 430.62 430.63 430.46 9999 9999 9999 9999 9999 430.27 430.84 430.23 430.85 430.44 430.49 431.2 432.26 433.48 432.02 430.82 430.69 9999 9999 9999 431.77 432.81 434.42 433.64
538.53 534.84 530.97 528.09 524.82 522.65 519.58 515.62 513.77 513.1 511.55 509.57 508.5 506.84 506.09 505.39 504.77 502.71 502.69 501.14 500.53 500.23 500.93 500.08 501.01 500.41 501.37 499.72 500.59 501.43 503.69 507.23 509.77 511.7 511.27 510.01 509.95 509.72 510.31 510.2 509.17 509.59 506.91 507.39 508.25 506.93 505.99 505.85 504.94 502.74 500.31 497.69 496.85 496.01 495.92 496.68 497.16 497.59 494.28 493.26 492.81 492.1 490.7 489.41 489.57 484.9 484.51 484.11 482.63 480.29 477.47 473.91 471.76 469.31 468.23 466.91 465.27 463.25 462.77 460.93 461.06 459.38 458.29 457.01 456.05 455.12 454.61 452.5 450.7 449.75 449.18 447.79 447.04 446.28 445.8 444.48 442.08 440.86 439.14 436.48 436.13 436.11 434.19 433.78 431.62 430.91 430.81 430.52 431.42 431.13 431.05 9999 430.47 430.73 430.55 430.55 430.65 9999 9999 9999 427.93 428.88 430.49 430.54 431.19 430.73 430.42 430.72 430.4 430.65 9999 428.37 430.66 430.48 430.57 430.48 430.7 430.61 430.96 430.54 431.19 430.96 431.08 430.59 430.62 9999 9999 9999 430.96 430.91 430.19 430.9 429.67 430.26 430.81 430.87 430.91 430.86 432.49 434.8 434.73 434.67 434.41 434.07 434.33 434.07 433.58
537.48 534.69 530.98 528.91 526.76 523.79 520.49 518.21 515.97 514.24 513.63 512.11 511.2 509.37 509.37 507.19 506.81 506.05 505.25 505.05 504.88 503.99 503.63 502.76 503.64 504.49 504.19 505.38 504.89 504.91 505.37 510.48 514.09 514.47 513.95 514.89 515.02 516.32 514.37 514.26 513.74 514.35 514.63 513.25 513.82 513.26 511.1 509.51 508.38 508.14 506.51 504.92 504.83 500.74 500.47 501.85 502.68 503.93 505.58 506.48 507.79 503.82 501.97 500.24 497.57 494.13 492.01 491.02 489.56 483.96 481.57 479.3 476.69 474.4 472.99 470.99 467.53 466.77 465.67 464.61 464.25 464.39 462.15 460.64 459.36 458.67 457.14 455.74 455.73 454.18 452.93 452.23 449.72 448.36 448.11 448.31 447.43 446.46 444.6 440.62 439.55 438.88 437.65 435.79 435.21 433.81 433.54 431.11 431.79 432.4 432.51 431.85 431.62 431.08 430.62 430.5 430.34 430.75 430.53 9999 9999 9999 429.19 430.32 431.91 431.51 430.78 430.58 431.2 431.08 9999 9999 430.35 430.64 430.85 430.8 430.84 430.98 430.99 430.61 9999 430.57 430.66 431.21 431.41 430.65 430.99 430.38 9999 9999 431.3 430.49 430.38 431.03 430.45 431.45 433.78 435.05 435.42 434.97 434.64 434 434.2 434.34 433.54 432.71 432.89
537.9 536.36 532.65 529.89 527.19 525.15 522.44 520.33 518.78 516.35 515.55 514.28 512.83 511.6 511.67 510.59 509.5 508.94 507.46 507.32 507.84 507.58 508.06 508.5 508.65 509.76 507.98 508.19 508.92 509.57 513.18 516.64 518.71 517.82 517.78 518.66 519.47 519.45 520.82 520.57 521.75 518.94 518.3 518.09 518.25 517.27 516.83 516.8 516.83 512.81 512.41 512.09 511.77 509.94 509.81 510.64 507.72 509.46 510.71 512.47 513.88 512.24 511.04 507.14 501.55 499.08 497.38 495.54 492.35 489.43 488.1 487.74 482.99 479.54 476.56 474.8 472.88 472.54 471.24 469.4 467.58 466.78 464.7 465.2 464.19 462.81 460.65 458.56 458.27 456.24 455.42 454.54 453.85 453.4 452.34 450.37 450.88 450.37 450.15 447.96 445.94 445.03 440.83 438.97 438.26 437.24 435.57 435.32 434.97 433.66 433.64 433.55 432.98 431.91 431.97 431.01 430.74 430.7 430.06 430.11 9999 9999 9999 428.99 428.96 430.35 430.54 430.94 430.72 431.1 9999 429.32 430.44 430.38 431.1 430.89 431.3 431.11 431.16 431.66 9999 9999 9999 430.79 430.94 430.98 431.06 430.85 430.52 430.3 9999 430.28 430.59 431.37 433.61 433.97 436.03 434.65 434.7 434.63 434.95 434.13 434.54 434.04 433.65 433.16 431.63
