88.9046	8.402
85.7946	8.6727
88.0024	10.4155
122.4222	9.6581
148.7963	8.1008
127.5742	6.3312
104.8228	5.4014
68.2964	3.5671
44.0136	3.7391
61.8853	3.7341
87.3696	2.9553
140.1976	2.8938
147.843	3.4891
117.3474	2.5433
55.6288	2.6182
24.9012	3.8642
20.3523	4.7126
17.996	4.918
14.2126	4.9633
13.0168	4.4954
12.7606	3.6887
23.4697	3.5356
3.6174	1.1251
14.7806	1.6016
355.8035	3.5054
354.4641	3.6412
22.8913	2.8998
80.8198	3.3083
87.867	5.681
83.6164	6.8848
53.1204	6.3094
24.4554	5.259
8.9695	4.7685
14.004	3.9941
17.9527	4.446
7.0936	5.145
0.2704	5.393
356.0046	4.9357
356.4939	3.8334
348.8713	3.2259
338.5214	2.4203
334.6795	2.3012
332.2607	1.1668
163.3038	1.7648
80.1702	1.6658
6.8162	3.8419
5.6949	3.0376
196.5702	0.7978
219.5131	2.1657
22.8432	4.5383
11.2543	6.079
18.1863	4.3156
8.2583	4.1384
6.662	4.8383
11.2685	4.532
28.0857	3.7549
27.7333	2.589
42.336	3.2846
36.6941	3.6766
17.4744	4.9819
14.7551	5.6696
16.4579	5.9297
17.4505	5.0345
17.0077	4.2888
12.9503	3.7567
14.6314	3.3675
37.9296	2.3873
66.8323	2.7259
39.6838	3.0256
22.7392	3.7928
17.5312	3.9477
25.4506	4.1576
27.8948	4.2259
37.2539	4.1702
44.1774	3.8363
74.5753	3.6284
79.6026	3.0562
62.4818	3.2728
43.9265	3.4122
27.1785	4.0455
19.5416	4.6676
20.2548	5.3229
22.178	5.1644
28.4127	4.3088
33.6991	3.5435
41.7212	3.561
35.4571	3.7833
47.2303	4.2177
53.3113	4.7978
62.5409	6.1703
78.6914	9.1888
84.7158	9.7713
88.4019	8.9923
87.0316	6.7339
76.4018	6.6651
97.1139	6.4892
112.3286	7.1978
110.6362	4.5058
85.9648	3.2551
37.8145	3.6793
36.3216	4.0725
40.3903	4.0186
38.2128	4.0379
45.2579	3.7555
34.1392	4.0827
27.9785	4.5192
21.5827	5.1535
15.25	5.4356
12.7519	5.5583
8.6318	5.1405
11.8845	4.7313
5.6391	4.1442
3.5773	4.3002
3.3737	3.8715
7.1149	3.8485
0.0561	3.4406
0.2396	3.7755
4.9966	2.6845
31.7385	2.4844
68.6252	2.74
59.4001	3.0269
55.3082	3.1838
29.9727	3.7622
17.2608	3.9286
9.7314	4.7548
14.9741	4.3175
21.2644	3.9308
52.0368	3.7119
57.1461	3.9627
63.2363	3.8494
65.7187	4.4725
53.2703	4.1025
38.3751	4.0642
33.6224	3.7633
27.5069	3.985
28.4968	3.7737
27.4125	3.7738
25.8274	3.5256
28.7849	3.698
24.0573	3.5772
26.4085	3.7006
37.0335	3.4461
41.9261	3.5427
42.0461	3.3717
37.5718	3.8074
33.4906	4.1231
31.929	4.9777
34.6787	4.8063
32.2691	5.1048
36.9531	4.5245
29.0666	4.4151
33.7628	4.5862
33.5032	4.0834
39.8136	3.7494
46.6656	3.169
51.6808	3.6092
62.2989	3.2591
58.8373	3.4092
60.1814	3.4547
59.8864	3.6633
46.1619	3.5298
35.5479	3.0446
18.8968	3.5795
12.7302	3.8059
2.4901	3.9205
350.0302	3.5991
1.0879	3.7146
358.7786	3.9419
4.8693	4.2827
14.1626	3.9935
7.4917	4.1217
13.3908	4.517
7.3065	4.674
2.702	4.9402
6.1751	5.06
9.0458	4.755
11.0141	4.0575
20.4895	3.1581
31.2595	2.8394
43.0472	2.9793
39.3007	3.4083
20.0969	3.8959
20.3999	4.3682
27.7919	3.9226
35.8092	3.137
57.5473	2.6591
59.8644	2.6291
76.7704	3.3592
65.5693	4.0039
61.8461	4.6109
72.2897	5.6915
77.5257	7.6836
75.5816	7.3088
73.3247	6.3622
71.5879	6.36
58.3998	5.11
44.789	4.5333
32.2468	3.5821
28.0909	3.9135
34.3415	3.7411
42.2319	3.7668
59.3371	3.9631
71.8477	4.5222
92.6545	5.3714
86.1688	4.4953
69.223	3.3155
33.9472	4.3847
26.7914	5.0567
22.5892	5.323
26.7124	5.0358
28.9445	5.6401
26.6423	5.7979
22.1729	6.3599
16.2728	6.5025
18.1173	7.1596
15.33	5.9977
15.5896	5.8044
2.7374	4.4046
16.1852	4.4378
8.4306	4.2521
16.8609	4.3916
4.5381	3.7166
12.5813	4.8786
356.3187	5.17
353.7933	6.1036
350.3016	5.3206
352.6565	5.116
358.656	4.5237
7.698	5.5879
2.6457	5.3544
10.1748	5.2501
9.3354	4.8129
3.3222	4.8363
351.2559	3.999
355.0489	4.1499
15.3318	3.3998
29.2454	3.3332
54.8622	2.8851
55.7495	2.6161
49.4833	3.0163
16.4838	2.7304
354.8682	4.0762
353.0449	6.498
11.0876	6.8318
11.8338	5.9714
5.8373	4.2029
356.1734	4.202
359.2318	3.6254
45.1348	3.9531
50.6424	0.7593
359.9058	1.8666
12.0654	3.5171
17.6487	3.4687
6.6008	3.6946
9.651	5.1178
18.5838	4.6753
24.319	3.4159
20.9899	1.2421
311.72	1.0603
275.0874	1.2707
328.0767	1.1549
352.7033	2.074
357.3218	2.2116
29.4708	2.7649
40.2412	2.0309
59.3854	2.4245
57.8996	2.834
60.4652	3.1298
51.8895	3.3996
31.3568	2.6379
29.4896	2.6717
23.1847	2.101
26.2279	2.5034
351.6214	1.4352
30.6797	1.8321
55.8159	1.9357
62.8428	1.2946
103.1995	0.569
132.462	1.0271
114.0056	2.3299
125.2513	3.0907
95.8017	3.1338
90.9876	2.6637
83.8491	3.159
72.8911	2.8569
52.9221	2.7474
45.6762	3.692
37.0034	4.4756
35.1181	4.6818
35.1257	5.1006
42.2358	5.3821
39.16	6.5091
24.0169	7.3846
30.8999	6.5844
34.5203	5.8182
28.3248	4.5915
24.5479	4.502
31.8456	3.9162
10.1321	4.6079
349.5629	4.8386
341.0958	5.5804
337.7428	6.2039
345.5592	5.0513
330.7378	3.3807
309.8454	1.1704
183.5698	1.8887
148.5252	3.806
116.8989	3.1794
79.8688	2.064
61.4647	1.5604
75.1214	2.3955
103.0911	2.8822
137.8223	3.5186
192.5175	3.8787
189.4282	4.0565
156.2438	3.8756
127.086	4.4411
72.4883	3.5491
74.0532	3.8496
60.1152	4.7785
64.5576	5.048
77.74	6.2487
73.0772	5.972
71.4313	7.1936
58.5364	5.8554
69.0002	5.2956
87.0414	4.6603
122.1374	3.5999
104.7154	2.8507
67.1019	4.5224
35.1956	3.9115
48.8294	5.4892
41.7496	5.3302
51.9358	5.76
72.3731	7.0465
75.3889	7.1592
58.7658	8.3463
92.0986	7.487
53.3072	3.3921
23.4197	4.9696
84.7516	7.4857
119.2388	9.0014
74.297	4.6104
21.8989	6.602
15.9745	8.1249
38.0761	6.1907
132.0293	6.2971
119.8367	6.7672
77.7161	5.0098
61.3383	4.1198
348.0403	4.9203
323.4553	5.4441
318.5922	4.0388
147.0002	2.0044
132.1315	8.3336
98.7268	6.7822
81.1715	7.898
99.9096	8.7392
98.6877	5.6838
73.126	5.7431
56.1618	7.357
47.1226	7.3879
42.4306	6.3976
32.8991	4.9661
23.9172	4.9164
70.0078	2.4152
169.7802	3.8014
149.0324	4.654
143.9589	3.0413
137.2274	2.6669
279.2634	1.8048
347.0688	1.8143
9.8881	2.141
340.943	1.8309
317.465	2.69
12.4217	2.9516
349.3877	1.8599
318.4318	1.6684
278.6424	1.6771
78.4948	2.0463
79.2521	1.2656
334.2391	0.4664
303.535	2.8091
332.9372	3.3915
315.7829	4.2157
314.8101	4.4889
314.3717	5.2048
335.7725	4.2735
347.6583	3.4876
345.6299	3.9507
356.9814	4.3819
14.5948	4.8926
18.1306	4.1835
22.3984	3.1425
338.9118	2.2892
339.2868	3.4523
339.5527	4.255
348.8412	5.96
13.5772	4.897
30.7426	3.4511
348.0869	4.7008
342.4382	7.6535
328.9433	5.6801
342.0286	5.5795
353.3872	4.6918
342.3253	3.0188
211.0701	2.595
170.4933	2.9139
161.8582	5.1235
143.8172	5.4448
124.7032	4.6384
93.1482	3.4551
62.1064	1.2981
58.8397	3.5171
331.5845	3.0164
1.8329	3.3555
353.9365	2.4153
352.9556	3.6031
302.3934	0.6012
125.0041	3.3498
